dataset,exp,pred,err,kind,smarts_agreed,n_atoms
novartis,6.2,6.320169902912622,0.12016990291262175,base,True,34
novartis,9.01,10.380991307093952,1.3709913070939521,acid,True,31
novartis,3.4,5.844285714285715,2.4442857142857153,acid,True,36
novartis,3.5,4.985384615384616,1.485384615384616,acid,True,35
novartis,9.2,9.014973968750002,0.18502603124999695,base,True,34
novartis,10.7,9.375205882352939,1.3247941176470608,base,True,32
novartis,10.2,9.375205882352939,0.8247941176470608,base,True,33
novartis,8.6,8.81214431707317,0.21214431707316983,base,True,26
novartis,4.266667,4.550106518796992,0.2834395187969916,base,True,33
novartis,7.6,6.240740740740741,1.3592592592592583,acid,True,30
novartis,4.25,4.927150537634409,0.6771505376344091,base,True,14
novartis,2.9,3.7025157358490555,0.8025157358490556,acid,True,9
novartis,6.0,6.839166666666667,0.8391666666666673,base,True,32
novartis,4.8,6.723911842975207,1.9239118429752073,base,False,34
novartis,4.2,5.360909090909091,1.1609090909090911,base,True,23
novartis,8.2,7.674170544186049,0.52582945581395,base,True,31
novartis,8.25,8.038565827586206,0.21143417241379403,base,True,31
novartis,7.17,8.96293332857143,1.7929333285714293,base,False,44
novartis,4.0,3.815,0.18500000000000005,acid,True,20
novartis,8.9,8.526116835051546,0.3738831649484542,base,True,29
novartis,6.07,5.946818181818181,0.12318181818181895,base,False,25
novartis,9.1,9.666978059523808,0.5669780595238088,base,True,31
novartis,4.4,4.927150537634409,0.5271505376344088,base,False,27
novartis,5.2,5.946818181818181,0.7468181818181812,base,True,29
novartis,5.3,6.723911842975207,1.4239118429752073,base,True,24
novartis,7.5,7.5315957446808515,0.03159574468085147,acid,True,12
novartis,8.1,9.034227010377311,0.9342270103773114,base,True,31
novartis,4.1,6.240740740740741,2.1407407407407417,acid,,19
novartis,10.91,8.443823529411764,2.466176470588236,acid,True,49
novartis,5.0,6.320169902912622,1.320169902912622,base,True,22
novartis,4.9,4.550106518796992,0.3498934812030088,base,True,13
novartis,9.4,6.982083333333333,2.4179166666666676,acid,False,28
novartis,6.37,6.918607594936708,0.5486075949367075,base,True,30
novartis,8.3,8.330999999999998,0.03099999999999703,acid,True,25
novartis,6.5,7.2377314814814815,0.7377314814814815,base,True,19
novartis,7.1,6.723911842975207,0.3760881570247925,base,False,25
novartis,7.32,7.674170544186049,0.354170544186049,base,True,34
novartis,6.25,8.038565827586206,1.788565827586206,base,True,19
novartis,5.6,5.193333333333333,0.4066666666666663,base,True,17
novartis,4.65,6.5649999999999995,1.9149999999999991,base,False,32
novartis,8.3,8.160394230769231,0.13960576923076928,base,True,30
novartis,7.5,8.160394230769231,0.6603942307692314,base,True,14
novartis,3.8,4.550106518796992,0.7501065187969918,base,False,35
novartis,9.4,9.375205882352939,0.024794117647061853,base,True,26
novartis,5.3,6.320169902912622,1.020169902912622,base,True,24
novartis,8.4,7.5315957446808515,0.8684042553191489,acid,True,31
novartis,8.2,8.798214285714284,0.5982142857142847,base,True,34
novartis,3.41,3.82916665,0.41916664999999975,acid,True,32
novartis,5.522,5.946818181818181,0.4248181818181811,base,True,18
novartis,8.65,8.330999999999998,0.3190000000000026,acid,True,24
novartis,5.283333,7.205185185185183,1.921852185185183,base,True,30
novartis,8.6,6.240740740740741,2.3592592592592583,acid,True,22
novartis,8.4,6.016470588235294,2.383529411764706,acid,True,28
novartis,8.35,6.240740740740741,2.1092592592592583,acid,True,27
novartis,8.35,6.016470588235294,2.3335294117647054,acid,True,21
novartis,4.9,4.479423076923077,0.42057692307692296,base,True,27
novartis,4.8,3.8220175438596486,0.9779824561403512,base,True,27
novartis,7.31,7.812426894736842,0.5024268947368427,acid,True,21
novartis,3.84,4.550106518796992,0.7101065187969917,base,True,27
novartis,7.7,7.2377314814814815,0.4622685185185187,base,True,42
novartis,10.4,7.5315957446808515,2.868404255319149,acid,True,22
novartis,9.1,9.471476327586206,0.3714763275862065,base,True,30
novartis,8.4,8.96293332857143,0.5629333285714289,base,True,22
novartis,7.8,8.526116835051546,0.7261168350515463,base,True,35
novartis,7.9,8.038565827586206,0.13856582758620561,base,True,36
novartis,8.59,7.919374999999999,0.6706250000000011,base,True,28
novartis,7.955,7.674170544186049,0.2808294558139508,base,True,28
novartis,8.6,8.160394230769231,0.4396057692307682,base,True,26
novartis,7.74,8.330999999999998,0.5909999999999975,acid,True,19
novartis,3.86,4.410833333333333,0.5508333333333328,acid,True,24
novartis,9.0,8.997833333333334,0.002166666666665762,base,True,22
novartis,8.5,9.175574486238531,0.6755744862385313,base,True,21
novartis,4.4,6.320169902912622,1.9201699029126216,base,False,30
novartis,4.94,6.839166666666667,1.899166666666667,base,False,30
novartis,4.8,6.918607594936708,2.118607594936708,base,False,33
novartis,4.7,6.723911842975207,2.023911842975207,base,False,31
novartis,4.75,6.918607594936708,2.1686075949367076,base,False,33
novartis,4.7,6.918607594936708,2.2186075949367075,base,False,33
novartis,7.9,8.038565827586206,0.13856582758620561,base,True,12
novartis,9.43,6.723911842975207,2.7060881570247926,base,True,24
novartis,9.46,8.944375,0.515625,acid,True,26
novartis,8.3,8.902906427302161,0.6029064273021607,base,True,36
novartis,4.63,4.179310344827586,0.4506896551724138,base,True,24
novartis,3.4,5.080755203124999,1.6807552031249995,base,False,31
novartis,2.3,3.7025157358490555,1.4025157358490556,acid,True,17
novartis,3.35,4.7196000000000025,1.3696000000000024,acid,True,17
novartis,3.5,3.82916665,0.3291666499999999,acid,True,18
novartis,3.6,5.080755203124999,1.4807552031249993,base,True,34
novartis,3.9,4.927150537634409,1.0271505376344092,base,False,29
novartis,4.2,4.313276189473684,0.11327618947368379,acid,True,20
novartis,5.2,4.927150537634409,0.27284946236559104,base,True,23
novartis,2.7,5.360909090909091,2.660909090909091,base,True,36
novartis,3.8,5.533472222222222,1.7334722222222219,acid,True,21
novartis,9.8,8.944375,0.8556249999999999,acid,True,12
novartis,7.6,7.674170544186049,0.07417054418604963,base,True,12
novartis,8.35,8.160394230769231,0.18960576923076822,base,True,36
novartis,4.2,6.918607594936708,2.7186075949367075,base,True,29
novartis,8.6,8.160394230769231,0.4396057692307682,base,True,18
novartis,3.9,4.131346153846154,0.2313461538461543,base,True,20
novartis,4.0,4.004838709677419,0.004838709677419395,acid,True,22
novartis,5.2,6.240740740740741,1.0407407407407412,acid,True,24
novartis,4.35,4.550106518796992,0.20010651879699193,base,True,23
novartis,4.45,4.7196000000000025,0.2696000000000023,acid,True,20
novartis,5.0,4.479423076923077,0.5205769230769226,base,False,26
novartis,4.28,5.080755203124999,0.8007552031249991,base,False,29
novartis,9.0,8.997833333333334,0.002166666666665762,base,True,33
novartis,4.7,5.080755203124999,0.3807552031249992,base,True,26
novartis,5.1,4.927150537634409,0.1728494623655905,base,True,21
novartis,8.5,7.674170544186049,0.8258294558139507,base,True,37
novartis,6.0,5.408735620689656,0.5912643793103438,base,True,28
novartis,6.0,5.6797972972972985,0.32020270270270146,base,True,25
novartis,4.18,4.927150537634409,0.7471505376344094,base,False,28
novartis,10.01,9.651671189229473,0.3583288107705265,acid,True,22
novartis,8.9,9.175574486238531,0.275574486238531,base,True,24
novartis,3.87,4.7196000000000025,0.8496000000000024,acid,False,20
novartis,7.2,7.2377314814814815,0.03773148148148131,base,True,22
novartis,8.375,8.798214285714284,0.423214285714284,base,True,27
novartis,6.8,6.4383783783783795,0.36162162162162037,acid,True,19
novartis,5.2,5.609230769230768,0.40923076923076795,base,True,13
novartis,6.5,5.096923076923077,1.4030769230769229,acid,True,15
novartis,9.5,9.471476327586206,0.028523672413793832,base,True,24
novartis,5.3,5.6797972972972985,0.3797972972972987,base,True,18
novartis,4.94,4.7196000000000025,0.22039999999999793,acid,False,17
novartis,4.1,4.179310344827586,0.07931034482758648,base,True,16
novartis,10.2,8.559516129032257,1.640483870967742,base,True,20
novartis,3.7,4.00225,0.3022499999999999,acid,False,12
novartis,3.7,5.629687499999999,1.9296874999999991,acid,True,28
novartis,4.5,6.240740740740741,1.7407407407407414,acid,True,23
novartis,7.0,6.320169902912622,0.6798300970873781,base,True,27
novartis,5.3,4.479423076923077,0.8205769230769224,base,True,18
novartis,4.6,3.9938372093023258,0.6061627906976739,base,True,18
novartis,3.9,3.3368715901639345,0.5631284098360654,acid,True,18
novartis,7.5,5.844285714285715,1.6557142857142848,acid,False,19
novartis,8.3,6.016470588235294,2.2835294117647065,acid,False,19
novartis,4.2,4.380900608695652,0.1809006086956515,acid,True,30
novartis,4.5,4.7196000000000025,0.21960000000000246,acid,True,32
novartis,5.4,5.080755203124999,0.31924479687500096,base,True,22
novartis,4.0,3.8220175438596486,0.17798245614035135,base,False,27
novartis,9.55,9.666978059523808,0.11697805952380769,base,True,11
novartis,8.26,8.330999999999998,0.07099999999999795,acid,True,25
novartis,3.9,2.79,1.1099999999999999,base,True,18
novartis,7.5,6.918607594936708,0.5813924050632924,base,True,11
novartis,10.8,9.214125,1.5858750000000015,acid,True,20
novartis,2.9,4.550106518796992,1.6501065187969917,base,False,11
novartis,6.9,5.6797972972972985,1.2202027027027018,base,True,17
novartis,5.6,4.082,1.5179999999999998,base,False,23
novartis,6.9,4.550106518796992,2.349893481203009,base,True,17
novartis,4.7,3.978023191574721,0.7219768084252793,base,False,18
novartis,4.5,3.58,0.9199999999999999,base,False,18
novartis,6.1,6.839166666666667,0.7391666666666676,base,True,24
novartis,5.1,5.485299999999999,0.3852999999999991,base,True,25
novartis,3.6,4.927150537634409,1.327150537634409,base,False,29
novartis,9.9,8.74,1.1600000000000001,acid,True,17
novartis,8.77,7.674170544186049,1.0958294558139503,base,False,29
novartis,5.9,6.320169902912622,0.4201699029126216,base,True,34
novartis,8.7,8.944375,0.24437500000000156,acid,True,17
novartis,8.4,8.853235294117649,0.45323529411764873,acid,True,18
novartis,3.4,4.7196000000000025,1.3196000000000025,acid,True,21
novartis,3.8,4.131346153846154,0.3313461538461544,base,False,23
novartis,5.2,4.550106518796992,0.6498934812030086,base,True,27
novartis,6.3,7.5315957446808515,1.2315957446808516,acid,True,18
novartis,7.2,8.330999999999998,1.1309999999999976,acid,True,17
novartis,4.1,4.927150537634409,0.8271505376344095,base,True,25
novartis,3.2,3.425243421928596,0.22524342192859592,acid,True,24
novartis,3.3,3.48749122563537,0.18749122563537002,acid,True,25
novartis,10.5,6.434071428571429,4.065928571428571,acid,False,22
novartis,5.8,5.096923076923077,0.7030769230769227,acid,True,21
novartis,5.7,5.562211303361774,0.1377886966382258,acid,True,23
novartis,3.51,3.547708333333334,0.03770833333333412,acid,True,18
novartis,3.48,3.563125,0.0831249999999999,acid,True,19
novartis,3.0,4.00225,1.00225,acid,True,18
novartis,3.5,4.313276189473684,0.813276189473684,acid,True,21
novartis,3.9,4.313276189473684,0.41327618947368405,acid,True,15
novartis,4.1,4.518980263157895,0.41898026315789494,acid,True,24
novartis,3.2,5.096923076923077,1.896923076923077,acid,True,28
novartis,4.2,5.096923076923077,0.8969230769230769,acid,True,30
novartis,4.45,5.096923076923077,0.6469230769230769,acid,True,24
novartis,3.9,3.547708333333334,0.352291666666666,acid,True,24
novartis,3.9,3.4104545454545456,0.4895454545454543,acid,True,21
novartis,4.39,3.815,0.5749999999999997,acid,True,26
novartis,3.3,6.477368421052632,3.1773684210526323,base,False,32
novartis,3.3,4.550106518796992,1.2501065187969918,base,False,29
novartis,11.7,10.882916666666668,0.8170833333333309,acid,True,15
novartis,8.3,8.443823529411764,0.14382352941176357,acid,True,13
novartis,3.8,6.157272727272727,2.3572727272727274,base,False,22
novartis,3.9,6.320169902912622,2.420169902912622,base,False,32
novartis,3.8,6.839166666666667,3.0391666666666675,base,False,28
novartis,3.75,6.320169902912622,2.570169902912622,base,False,32
novartis,3.6,4.927150537634409,1.327150537634409,base,False,29
novartis,9.3,7.812426894736842,1.4875731052631584,acid,True,32
novartis,8.7,7.975,0.7249999999999996,acid,,21
novartis,5.3,5.629687499999999,0.32968749999999947,acid,True,11
novartis,8.55,7.674170544186049,0.8758294558139514,base,True,28
novartis,8.845,8.798214285714284,0.04678571428571665,base,True,25
novartis,7.3,7.5315957446808515,0.23159574468085165,acid,True,25
novartis,8.2,6.016470588235294,2.183529411764705,acid,False,31
novartis,6.4,5.080755203124999,1.319244796875001,base,True,27
novartis,7.87,8.330999999999998,0.46099999999999763,acid,True,21
novartis,7.94,8.330999999999998,0.39099999999999735,acid,True,21
novartis,4.42,5.096923076923077,0.6769230769230772,acid,False,24
novartis,8.1,7.812426894736842,0.2875731052631574,acid,True,19
novartis,9.75,9.342,0.4079999999999995,acid,True,23
novartis,8.2,7.812426894736842,0.387573105263157,acid,True,19
novartis,10.0,8.551911764705881,1.4480882352941187,acid,True,15
novartis,7.5,6.982083333333333,0.5179166666666672,acid,False,25
novartis,7.35,8.443823529411764,1.0938235294117646,acid,False,20
novartis,5.8,6.764444444444445,0.9644444444444451,acid,True,16
novartis,4.6,4.179310344827586,0.4206896551724135,base,True,28
novartis,8.4,7.674170544186049,0.7258294558139511,base,True,10
novartis,4.9,4.550106518796992,0.3498934812030088,base,False,25
novartis,4.8,4.927150537634409,0.1271505376344093,base,True,20
novartis,9.0,8.997833333333334,0.002166666666665762,base,True,12
novartis,8.0,5.946818181818181,2.0531818181818187,base,True,24
novartis,3.6,4.179310344827586,0.579310344827586,base,True,17
avlilumove,7.42,7.516837045095712,0.0968370450957119,base,True,15
avlilumove,9.5,9.666978059523808,0.1669780595238084,base,True,10
avlilumove,9.1,9.618339399999996,0.5183393999999968,base,True,9
avlilumove,3.6,3.547708333333334,0.05229166666666618,acid,True,14
avlilumove,9.4,9.903594827586208,0.5035948275862072,base,True,11
avlilumove,9.0,9.375205882352939,0.3752058823529385,base,True,10
avlilumove,7.96,7.674170544186049,0.2858294558139507,base,True,27
avlilumove,3.73,3.3368715901639345,0.39312840983606545,acid,True,22
avlilumove,9.92,9.666978059523808,0.25302194047619153,base,True,21
avlilumove,8.8,9.175574486238531,0.3755744862385306,base,True,21
avlilumove,4.44,4.856666666666667,0.41666666666666696,acid,True,15
avlilumove,4.31,4.313276189473684,0.0032761894736843544,acid,True,30
avlilumove,7.34,7.582727272727272,0.24272727272727224,base,True,22
avlilumove,8.48,9.375205882352939,0.8952058823529381,base,True,28
avlilumove,7.9,8.559516129032257,0.6595161290322569,base,True,11
avlilumove,5.15,4.518980263157895,0.6310197368421058,acid,True,22
avlilumove,10.55,10.601666666666668,0.05166666666666764,base,True,9
avlilumove,7.4,8.038565827586206,0.6385658275862056,base,True,20
avlilumove,11.4,11.406974810164733,0.006974810164733114,base,True,9
avlilumove,6.325,5.533472222222222,0.7915277777777785,acid,True,19
avlilumove,9.06,8.96293332857143,0.09706667142857128,base,True,25
avlilumove,8.83,8.81214431707317,0.017855682926830596,base,True,39
avlilumove,8.79,8.559516129032257,0.23048387096774192,base,True,39
avlilumove,9.52,9.471476327586206,0.048523672413793406,base,True,24
avlilumove,3.56,4.313276189473684,0.7532761894736839,acid,True,16
avlilumove,7.85,8.96293332857143,1.1129333285714296,base,True,22
avlilumove,3.6,4.069666666666667,0.46966666666666734,acid,True,20
avlilumove,3.65,4.313276189473684,0.663276189473684,acid,True,22
avlilumove,4.77,5.533472222222222,0.7634722222222221,acid,True,25
avlilumove,4.87,4.856666666666667,0.013333333333332753,acid,True,25
avlilumove,9.0,8.803333322580645,0.19666667741935484,base,True,21
avlilumove,9.48,9.471476327586206,0.008523672413794259,base,True,13
avlilumove,7.72,7.21147435897436,0.5085256410256394,base,True,27
avlilumove,8.8,8.96293332857143,0.1629333285714285,base,True,18
avlilumove,9.66,8.96293332857143,0.6970666714285709,base,True,24
avlilumove,7.1,6.918607594936708,0.18139240506329202,base,True,26
avlilumove,5.4,5.6797972972972985,0.2797972972972982,base,True,21
avlilumove,5.4,5.360909090909091,0.039090909090909065,base,True,21
avlilumove,9.3,9.375205882352939,0.07520588235293779,base,True,25
avlilumove,10.9,10.904166666666667,0.00416666666666643,base,True,4
avlilumove,8.28,8.798214285714284,0.5182142857142846,base,True,22
avlilumove,8.7,8.559516129032257,0.14048387096774206,base,True,22
avlilumove,8.15,8.90833332352941,0.7583333235294099,base,True,14
avlilumove,6.0,6.918607594936708,0.9186075949367076,base,True,33
avlilumove,9.56,9.471476327586206,0.08852367241379433,base,True,19
avlilumove,8.4,8.038565827586206,0.3614341724137944,base,True,27
avlilumove,4.7,4.7196000000000025,0.019600000000002282,acid,True,15
avlilumove,9.99,9.666978059523808,0.3230219404761918,base,True,12
avlilumove,9.32,9.375205882352939,0.05520588235293822,base,True,15
avlilumove,8.7,9.175574486238531,0.47557448623853205,base,True,19
avlilumove,8.22,8.038565827586206,0.18143417241379467,base,True,22
avlilumove,9.23,9.175574486238531,0.05442551376146909,base,True,21
avlilumove,9.86,9.618339399999996,0.241660600000003,base,True,12
avlilumove,3.86,3.7025157358490555,0.1574842641509444,acid,True,6
avlilumove,9.05,9.375205882352939,0.3252058823529378,base,True,11
avlilumove,5.04,4.985384615384616,0.054615384615384066,acid,True,28
avlilumove,5.03,5.096923076923077,0.06692307692307686,acid,True,28
avlilumove,3.86,3.815,0.04499999999999993,acid,True,6
avlilumove,9.94,10.011666666666667,0.07166666666666721,base,True,10
avlilumove,9.19,9.175574486238531,0.014425513761468167,base,True,11
avlilumove,8.7,8.83392857142857,0.13392857142857117,base,True,21
avlilumove,8.7,7.674170544186049,1.02582945581395,base,True,8
avlilumove,9.5,8.81214431707317,0.6878556829268305,base,True,9
avlilumove,9.3,9.666978059523808,0.3669780595238077,base,True,16
avlilumove,9.4,9.375205882352939,0.024794117647061853,base,True,15
avlilumove,9.8,9.375205882352939,0.4247941176470622,base,True,14
avlilumove,9.3,9.618339399999996,0.3183393999999957,base,True,15
avlilumove,9.27,9.441185903755835,0.17118590375583587,base,True,23
avlilumove,8.5,8.81214431707317,0.3121443170731695,base,True,14
avlilumove,9.61,8.90833332352941,0.7016666764705892,base,True,22
avlilumove,10.195,10.3896875,0.19468750000000057,base,True,10
avlilumove,9.84,9.375205882352939,0.46479411764706136,base,True,21
avlilumove,9.84,8.96293332857143,0.8770666714285706,base,True,21
avlilumove,10.37,10.18909090909091,0.1809090909090898,base,True,12
avlilumove,10.45,10.18909090909091,0.26090909090908987,base,True,13
avlilumove,8.0,9.175574486238531,1.1755744862385313,base,True,20
avlilumove,9.99,10.030000000000001,0.040000000000000924,base,True,11
avlilumove,9.73,9.969953648939198,0.23995364893919735,base,True,12
avlilumove,9.9,9.471476327586206,0.4285236724137942,base,True,27
avlilumove,2.82,3.7025157358490555,0.8825157358490556,acid,True,24
avlilumove,3.21,3.3368715901639345,0.12687159016393457,acid,True,14
avlilumove,10.0,9.984999999999998,0.015000000000002345,base,True,27
avlilumove,7.6,8.038565827586206,0.4385658275862063,base,True,24
avlilumove,7.5,8.526116835051546,1.0261168350515462,base,True,20
avlilumove,7.16,8.160394230769231,1.0003942307692313,base,True,21
avlilumove,7.54,8.160394230769231,0.6203942307692314,base,True,21
avlilumove,10.0,10.030000000000001,0.030000000000001137,base,True,26
avlilumove,3.4,3.08,0.31999999999999984,acid,True,31
avlilumove,7.45,7.205185185185183,0.24481481481481726,base,True,26
avlilumove,7.5,6.918607594936708,0.5813924050632924,base,True,7
avlilumove,9.4,8.81214431707317,0.5878556829268309,base,True,6
avlilumove,8.8,8.96293332857143,0.1629333285714285,base,True,14
avlilumove,9.3,8.997833333333334,0.3021666666666665,base,True,14
avlilumove,4.0,4.550106518796992,0.5501065187969916,base,True,8
avlilumove,2.0,4.550106518796992,2.5501065187969916,base,True,31
avlilumove,8.76,9.175574486238531,0.41557448623853155,base,True,27
avlilumove,7.8,8.526116835051546,0.7261168350515463,base,True,12
avlilumove,8.1,8.90833332352941,0.8083333235294106,base,True,19
avlilumove,7.4,7.2377314814814815,0.16226851851851887,base,True,18
avlilumove,7.4,7.674170544186049,0.2741705441860489,base,True,18
avlilumove,7.6,7.21147435897436,0.38852564102563925,base,False,28
avlilumove,3.3,4.313276189473684,1.0132761894736841,acid,True,18
avlilumove,2.64,3.3368715901639345,0.6968715901639344,acid,True,13
avlilumove,3.62,3.4104545454545456,0.20954545454545448,acid,True,13
avlilumove,2.9,4.7196000000000025,1.8196000000000025,acid,True,20
avlilumove,3.4,4.380900608695652,0.9809006086956518,acid,True,23
avlilumove,4.09,3.563125,0.526875,acid,True,20
avlilumove,2.32,2.6275,0.3075000000000001,acid,True,11
avlilumove,8.4,8.32875,0.07125000000000092,base,True,15
avlilumove,8.26,7.2377314814814815,1.0222685185185183,base,True,25
avlilumove,5.4,6.723911842975207,1.3239118429752068,base,True,8
avlilumove,8.08,7.674170544186049,0.4058294558139508,base,True,8
avlilumove,10.4,10.011666666666667,0.38833333333333364,base,True,15
avlilumove,10.5,10.04309413277036,0.45690586722964,base,True,13
avlilumove,10.0,9.666978059523808,0.3330219404761916,base,True,14
avlilumove,10.4,10.030000000000001,0.3699999999999992,base,True,12
avlilumove,9.2,9.375205882352939,0.1752058823529392,base,True,13
avlilumove,9.9,10.18909090909091,0.28909090909090907,base,True,11
avlilumove,9.0,9.175574486238531,0.17557448623853134,base,True,10
avlilumove,8.37,7.2377314814814815,1.1322685185185177,base,True,18
avlilumove,9.0,8.997833333333334,0.002166666666665762,base,True,12
avlilumove,8.9,8.798214285714284,0.10178571428571637,base,True,12
