dataset,exp,pred,err,site_correct,n_atoms,pka_bin,corrected_pred
novartis,8.1,7.551184210526314,0.5488157894736858,True,31,7-10,7.191184210526314
novartis,4.1,5.558831839285715,1.4588318392857156,True,19,4-7,5.558831839285715
novartis,10.91,9.134761916666667,1.775238083333333,True,49,>10,8.054761916666667
novartis,5.0,5.87486301369863,0.8748630136986302,True,22,4-7,5.87486301369863
novartis,4.9,4.670780888111889,0.2292191118881117,True,13,4-7,4.670780888111889
novartis,9.4,5.647340425531913,3.752659574468088,True,28,7-10,5.407340425531912
novartis,6.37,6.658928571428571,0.2889285714285705,True,30,4-7,6.338928571428571
novartis,8.3,4.493200000000001,3.8068,True,25,7-10,4.373200000000001
novartis,6.5,6.507357142857143,0.0073571428571428,True,19,4-7,6.507357142857143
novartis,7.1,5.558831839285715,1.5411681607142844,True,25,7-10,5.438831839285715
novartis,7.32,8.069666666666667,0.7496666666666663,True,34,7-10,7.589666666666667
novartis,6.25,7.376914893617021,1.1269148936170206,True,19,4-7,7.376914893617021
novartis,5.6,5.925263157894737,0.3252631578947369,True,17,4-7,5.925263157894737
novartis,4.65,6.812500000000001,2.1625000000000005,True,32,4-7,6.412500000000001
novartis,8.3,8.305134403225807,0.0051344032258064,True,30,7-10,7.985134403225807
novartis,7.5,8.263999999999998,0.7639999999999976,True,14,7-10,8.263999999999998
novartis,3.8,5.407460317460317,1.6074603174603173,True,35,<4,4.8874603174603175
novartis,9.4,9.44560571641791,0.04560571641791,True,26,7-10,9.28560571641791
novartis,5.3,5.9331666666666685,0.6331666666666687,True,24,4-7,5.853166666666668
novartis,8.4,8.541177773333334,0.1411777733333341,True,31,7-10,8.181177773333335
novartis,8.2,8.528683865079362,0.3286838650793626,True,34,7-10,8.048683865079362
novartis,3.41,3.770109037383177,0.360109037383177,True,32,<4,3.3701090373831772
novartis,5.522,5.558831839285715,0.0368318392857149,True,18,4-7,5.558831839285715
novartis,8.65,4.271121525,4.3788784750000005,True,24,7-10,4.191121525
novartis,5.283333,6.812500000000001,1.529167000000001,True,30,4-7,6.4925000000000015
novartis,8.6,3.2314814814814814,5.368518518518519,True,22,7-10,3.2314814814814814
novartis,8.4,3.2314814814814814,5.168518518518519,True,28,7-10,2.9914814814814816
novartis,8.35,2.921250000000001,5.428749999999999,True,27,7-10,2.7212500000000013
novartis,8.35,3.041538461538461,5.308461538461539,True,21,7-10,3.041538461538461
novartis,4.9,4.2156896551724135,0.6843103448275869,True,27,4-7,4.015689655172413
novartis,4.8,3.920545977011495,0.8794540229885053,True,27,4-7,3.7205459770114953
novartis,7.31,7.099245283018868,0.2107547169811319,True,21,7-10,7.099245283018868
novartis,3.84,4.170395127659575,0.3303951276595747,True,27,<4,3.9703951276595757
novartis,7.7,8.285597926693185,0.5855979266931852,True,42,7-10,7.485597926693186
novartis,10.4,8.528683865079362,1.8713161349206384,True,22,>10,8.528683865079362
novartis,9.1,9.710502721311476,0.6105027213114766,True,30,7-10,9.390502721311476
novartis,8.4,9.018649635036494,0.6186496350364941,True,22,7-10,9.018649635036494
novartis,7.8,8.263999999999998,0.4639999999999977,True,35,7-10,7.743999999999998
novartis,7.9,8.005801269230771,0.1058012692307706,True,36,7-10,7.445801269230771
novartis,8.59,7.551363636363636,1.038636363636364,True,28,7-10,7.311363636363636
novartis,7.955,7.462394736842105,0.4926052631578947,True,28,7-10,7.222394736842105
novartis,8.6,8.643480382352939,0.0434803823529392,True,26,7-10,8.483480382352939
novartis,7.74,7.837740738562091,0.0977407385620905,True,19,7-10,7.837740738562091
novartis,3.86,4.271121525,0.411121525,True,24,<4,4.191121525
novartis,9.0,7.837740738562091,1.1622592614379093,True,22,7-10,7.837740738562091
novartis,8.5,9.08529342253521,0.5852934225352104,True,21,7-10,9.08529342253521
novartis,4.4,6.507357142857143,2.1073571428571425,True,30,4-7,6.187357142857143
novartis,4.94,6.658928571428571,1.7189285714285705,True,30,4-7,6.338928571428571
novartis,4.8,6.812500000000001,2.012500000000001,True,33,4-7,6.372500000000001
novartis,4.7,6.658928571428571,1.9589285714285705,True,31,4-7,6.298928571428571
novartis,4.75,6.658928571428571,1.9089285714285704,True,33,4-7,6.218928571428571
novartis,4.7,6.812500000000001,2.1125000000000007,True,33,4-7,6.372500000000001
novartis,7.9,7.71625,0.1837499999999998,True,12,7-10,7.71625
novartis,9.43,7.099245283018868,2.330754716981132,True,24,7-10,7.019245283018868
novartis,9.46,9.082628948051946,0.3773710519480548,True,26,7-10,8.922628948051946
novartis,8.3,9.018649635036494,0.7186496350364937,True,36,7-10,8.458649635036494
novartis,4.63,4.2156896551724135,0.4143103448275864,True,24,4-7,4.135689655172413
novartis,3.4,5.27314815079365,1.8731481507936505,True,31,<4,4.913148150793651
novartis,2.3,3.783205128205128,1.4832051282051286,True,17,<4,3.783205128205128
novartis,3.35,4.271121525,0.9211215249999998,True,17,<4,4.271121525
novartis,3.5,3.770109037383177,0.2701090373831771,True,18,<4,3.770109037383177
novartis,3.6,5.647340425531913,2.0473404255319125,True,34,<4,5.167340425531913
novartis,3.9,4.754386552941177,0.8543865529411767,True,29,<4,4.474386552941176
novartis,4.2,4.170395127659575,0.0296048723404256,True,20,4-7,4.170395127659575
novartis,5.2,4.754386552941177,0.4456134470588235,True,23,4-7,4.714386552941177
novartis,2.7,4.754386552941177,2.0543865529411764,True,36,<4,4.194386552941177
novartis,3.8,4.754386552941177,0.9543865529411768,True,21,<4,4.754386552941177
novartis,9.8,5.647340425531913,4.152659574468088,True,12,7-10,5.647340425531913
novartis,7.6,7.099245283018868,0.5007547169811319,True,12,7-10,7.099245283018868
novartis,8.35,8.005801269230771,0.3441987307692287,True,36,7-10,7.445801269230771
novartis,4.2,6.812500000000001,2.6125000000000007,False,29,4-7,6.532500000000001
novartis,8.6,8.305134403225807,0.2948655967741924,True,18,7-10,8.305134403225807
novartis,3.9,4.076553766129032,0.1765537661290319,True,20,<4,4.076553766129032
novartis,4.0,3.920545977011495,0.0794540229885054,True,22,<4,3.920545977011495
novartis,5.2,7.099245283018868,1.8992452830188675,True,24,4-7,7.019245283018868
novartis,4.35,4.516122448979592,0.1661224489795927,True,23,4-7,4.476122448979592
novartis,4.45,4.670780888111889,0.2207808881118884,True,20,4-7,4.670780888111889
novartis,5.0,4.754386552941177,0.2456134470588233,True,26,4-7,4.5943865529411765
novartis,4.28,5.407460317460317,1.1274603174603168,True,29,4-7,5.127460317460317
novartis,9.0,8.643480382352939,0.3565196176470611,True,33,7-10,8.20348038235294
novartis,4.7,5.6771264367816086,0.9771264367816084,True,26,4-7,5.517126436781608
novartis,5.1,5.407460317460317,0.3074603174603174,True,21,4-7,5.407460317460317
novartis,8.5,8.305134403225807,0.1948655967741928,True,37,7-10,7.705134403225808
novartis,6.0,4.754386552941177,1.2456134470588234,True,28,4-7,4.514386552941176
novartis,6.0,4.754386552941177,1.2456134470588234,True,25,4-7,4.6343865529411765
novartis,4.18,5.558831839285715,1.3788318392857155,True,28,4-7,5.318831839285715
novartis,10.01,9.44560571641791,0.5643942835820894,True,22,>10,9.44560571641791
novartis,8.9,9.018649635036494,0.118649635036494,True,24,7-10,8.938649635036494
novartis,7.2,7.376914893617021,0.1769148936170204,True,22,7-10,7.376914893617021
novartis,8.375,8.643480382352939,0.2684803823529389,True,27,7-10,8.44348038235294
novartis,6.8,2.80052084375,3.99947915625,True,19,4-7,2.80052084375
novartis,5.2,5.558831839285715,0.358831839285715,True,13,4-7,5.558831839285715
novartis,6.5,5.558831839285715,0.9411681607142848,True,15,4-7,5.558831839285715
novartis,9.5,9.639782608695654,0.1397826086956541,True,24,7-10,9.559782608695654
novartis,5.3,5.27314815079365,0.0268518492063494,True,18,4-7,5.27314815079365
novartis,4.1,4.516122448979592,0.4161224489795927,True,16,4-7,4.516122448979592
novartis,10.2,9.44560571641791,0.7543942835820889,True,20,>10,9.44560571641791
novartis,3.7,5.558831839285715,1.858831839285715,True,28,<4,5.318831839285715
novartis,4.5,5.647340425531913,1.1473404255319126,True,23,4-7,5.607340425531913
novartis,7.0,7.376914893617021,0.3769148936170206,True,27,4-7,7.17691489361702
novartis,5.3,4.754386552941177,0.5456134470588232,True,18,4-7,4.754386552941177
novartis,4.6,4.076553766129032,0.5234462338709678,True,18,4-7,4.076553766129032
novartis,3.9,3.44837962962963,0.45162037037037,True,18,<4,3.44837962962963
novartis,7.5,4.754386552941177,2.745613447058824,True,19,7-10,4.754386552941177
novartis,8.3,4.670780888111889,3.629219111888112,True,19,7-10,4.670780888111889
novartis,4.2,4.076553766129032,0.1234462338709683,True,30,4-7,3.756553766129032
novartis,4.5,4.4469,0.0530999999999997,True,32,4-7,4.046900000000001
novartis,5.4,5.407460317460317,0.0074603174603167,True,22,4-7,5.407460317460317
novartis,4.0,3.920545977011495,0.0794540229885054,True,27,<4,3.7205459770114953
novartis,9.55,9.44560571641791,0.1043942835820903,True,11,7-10,9.44560571641791
novartis,8.26,8.305134403225807,0.0451344032258074,True,25,7-10,8.185134403225808
novartis,3.9,3.727288135593221,0.1727118644067795,True,18,<4,3.727288135593221
novartis,7.5,6.218181818181819,1.2818181818181813,True,11,7-10,6.218181818181819
novartis,10.8,9.760454545454548,1.039545454545454,True,20,>10,9.760454545454548
novartis,2.9,10.05923913043478,7.159239130434781,False,11,<4,10.05923913043478
novartis,6.9,6.320689655172414,0.5793103448275865,True,17,4-7,6.320689655172414
novartis,5.6,4.754386552941177,0.845613447058823,False,23,4-7,4.714386552941177
novartis,6.9,5.27314815079365,1.62685184920635,True,17,4-7,5.27314815079365
novartis,4.7,3.727288135593221,0.9727118644067798,False,18,4-7,3.727288135593221
novartis,4.5,3.920545977011495,0.5794540229885055,True,18,4-7,3.920545977011495
novartis,6.1,6.812500000000001,0.7125000000000012,True,24,4-7,6.732500000000001
novartis,5.1,4.845,0.2549999999999999,True,25,4-7,4.725
novartis,3.6,5.27314815079365,1.6731481507936503,True,29,<4,4.99314815079365
novartis,9.9,7.837740738562091,2.0622592614379096,True,17,7-10,7.837740738562091
novartis,8.77,7.837740738562091,0.9322592614379088,True,29,7-10,7.5577407385620905
novartis,5.9,7.099245283018868,1.1992452830188671,True,34,4-7,6.619245283018868
novartis,8.7,8.592500000000001,0.1074999999999981,True,17,7-10,8.592500000000001
novartis,8.4,9.018649635036494,0.6186496350364941,True,18,7-10,9.018649635036494
novartis,3.4,4.516122448979592,1.1161224489795925,True,21,<4,4.516122448979592
novartis,3.8,4.754386552941177,0.9543865529411768,True,23,<4,4.714386552941177
novartis,5.2,5.27314815079365,0.0731481507936502,True,27,4-7,5.07314815079365
novartis,6.3,6.812500000000001,0.5125000000000011,True,18,4-7,6.812500000000001
novartis,7.2,8.069666666666667,0.8696666666666664,True,17,7-10,8.069666666666667
novartis,4.1,4.754386552941177,0.654386552941177,True,25,4-7,4.6343865529411765
novartis,3.2,3.770109037383177,0.570109037383177,True,24,<4,3.690109037383177
novartis,3.3,3.770109037383177,0.4701090373831773,True,25,<4,3.650109037383177
novartis,10.5,4.670780888111889,5.829219111888111,False,22,>10,4.670780888111889
novartis,5.8,4.670780888111889,1.1292191118881112,True,21,4-7,4.670780888111889
novartis,5.7,4.076553766129032,1.6234462338709683,True,23,4-7,4.036553766129032
novartis,3.51,3.44837962962963,0.0616203703703699,True,18,<4,3.44837962962963
novartis,3.48,3.579704306451613,0.0997043064516129,True,19,<4,3.579704306451613
novartis,3.0,3.727288135593221,0.7272881355932204,True,18,<4,3.727288135593221
novartis,3.5,3.920545977011495,0.4205459770114945,True,21,<4,3.920545977011495
novartis,3.9,4.271121525,0.3711215249999999,True,15,<4,4.271121525
novartis,4.1,3.770109037383177,0.3298909626168225,True,24,4-7,3.690109037383177
novartis,3.2,4.076553766129032,0.8765537661290317,True,28,<4,3.836553766129032
novartis,4.2,4.271121525,0.0711215249999996,True,30,4-7,3.951121525
novartis,4.45,4.754386552941177,0.3043865529411764,True,24,4-7,4.6743865529411766
novartis,3.9,3.579704306451613,0.3202956935483869,True,24,<4,3.499704306451613
novartis,3.9,3.579704306451613,0.3202956935483869,True,21,<4,3.579704306451613
novartis,4.39,3.920545977011495,0.4694540229885051,True,26,4-7,3.7605459770114953
novartis,3.3,6.218181818181819,2.918181818181819,True,32,<4,5.818181818181819
novartis,3.3,4.845,1.545,True,29,<4,4.5649999999999995
novartis,11.7,10.16970588235294,1.530294117647058,True,15,>10,10.16970588235294
novartis,8.3,9.141,0.8409999999999993,True,13,7-10,9.141
novartis,3.8,6.507357142857143,2.707357142857143,True,22,<4,6.507357142857143
novartis,3.9,6.507357142857143,2.607357142857143,True,32,<4,6.107357142857143
novartis,3.8,6.507357142857143,2.707357142857143,True,28,<4,6.267357142857143
novartis,3.75,5.87486301369863,2.12486301369863,True,32,<4,5.474863013698631
novartis,3.6,4.754386552941177,1.1543865529411763,True,29,<4,4.474386552941176
novartis,9.3,9.018649635036494,0.2813503649635063,True,32,7-10,8.618649635036494
novartis,5.3,5.407460317460317,0.1074603174603172,True,11,4-7,5.407460317460317
novartis,8.55,7.837740738562091,0.71225926143791,True,28,7-10,7.5977407385620905
novartis,8.845,8.8770833375,0.0320833374999995,True,25,7-10,8.757083337500001
novartis,7.3,3.920545977011495,3.3794540229885053,True,25,7-10,3.800545977011495
novartis,8.2,3.24,4.959999999999999,False,31,7-10,2.8800000000000003
novartis,6.4,4.754386552941177,1.6456134470588235,True,27,4-7,4.5543865529411764
novartis,7.87,7.099245283018868,0.7707547169811324,True,21,7-10,7.099245283018868
novartis,7.94,6.812500000000001,1.1274999999999995,True,21,7-10,6.812500000000001
novartis,4.42,8.528683865079362,4.108683865079362,False,24,4-7,8.448683865079362
novartis,8.1,7.837740738562091,0.2622592614379089,True,19,7-10,7.837740738562091
novartis,9.75,8.892875,0.8571249999999999,True,23,7-10,8.852875000000001
novartis,8.2,7.83609756097561,0.3639024390243888,True,19,7-10,7.83609756097561
novartis,10.0,9.018649635036494,0.9813503649635056,True,15,7-10,9.018649635036494
novartis,7.5,5.27314815079365,2.2268518492063496,False,25,7-10,5.15314815079365
novartis,7.35,4.754386552941177,2.595613447058823,False,20,7-10,4.754386552941177
novartis,5.8,6.812500000000001,1.012500000000001,True,16,4-7,6.812500000000001
novartis,4.6,4.754386552941177,0.1543865529411769,True,28,4-7,4.514386552941176
novartis,8.4,7.8284375,0.5715625000000006,True,10,7-10,7.8284375
novartis,4.9,4.845,0.0550000000000006,True,25,4-7,4.725
novartis,4.8,5.27314815079365,0.4731481507936506,True,20,4-7,5.27314815079365
novartis,9.0,8.643480382352939,0.3565196176470611,True,12,7-10,8.643480382352939
novartis,8.0,6.507357142857143,1.4926428571428572,True,24,7-10,6.427357142857143
novartis,3.6,4.076553766129032,0.4765537661290318,True,17,<4,4.076553766129032
avlilumove,7.42,7.099245283018868,0.3207547169811322,True,15,7-10,7.099245283018868
avlilumove,9.5,10.134444444444446,0.6344444444444459,True,10,7-10,10.134444444444446
avlilumove,9.1,9.639782608695654,0.5397826086956545,True,9,7-10,9.639782608695654
avlilumove,3.6,3.44837962962963,0.1516203703703702,True,14,<4,3.44837962962963
avlilumove,9.4,9.710502721311476,0.3105027213114759,True,11,7-10,9.710502721311476
avlilumove,9.0,9.404791666666668,0.404791666666668,True,10,7-10,9.404791666666668
avlilumove,7.96,7.837740738562091,0.1222592614379092,True,27,7-10,7.837740738562091
avlilumove,3.73,3.44837962962963,0.2816203703703701,True,22,<4,3.44837962962963
avlilumove,9.92,9.639782608695654,0.2802173913043457,True,21,7-10,9.639782608695654
avlilumove,8.8,9.44560571641791,0.6456057164179096,True,21,7-10,9.44560571641791
avlilumove,4.44,4.754386552941177,0.3143865529411762,True,15,4-7,4.754386552941177
avlilumove,4.31,4.271121525,0.0388784749999997,True,30,4-7,4.271121525
avlilumove,7.34,7.099245283018868,0.2407547169811321,True,22,7-10,7.099245283018868
avlilumove,8.48,9.08529342253521,0.60529342253521,True,28,7-10,9.08529342253521
avlilumove,7.9,9.3022235,1.4022234999999998,True,11,7-10,9.3022235
avlilumove,5.15,4.271121525,0.8788784750000005,True,22,4-7,4.271121525
avlilumove,10.55,9.880055555555556,0.6699444444444449,True,9,>10,9.880055555555556
avlilumove,7.4,7.904494833333334,0.5044948333333332,True,20,7-10,7.904494833333334
avlilumove,11.4,11.24,0.1600000000000001,True,9,>10,11.24
avlilumove,6.325,5.647340425531913,0.6776595744680876,True,19,4-7,5.647340425531913
avlilumove,9.06,9.018649635036494,0.041350364963506,True,25,7-10,9.018649635036494
avlilumove,8.83,8.536262481495985,0.2937375185040149,True,39,7-10,8.536262481495985
avlilumove,8.79,8.005801269230771,0.7841987307692282,True,39,7-10,8.005801269230771
avlilumove,9.52,9.69892857142857,0.1789285714285711,True,24,7-10,9.69892857142857
avlilumove,3.56,3.770109037383177,0.2101090373831771,True,16,<4,3.770109037383177
avlilumove,7.85,9.08529342253521,1.2352934225352108,True,22,7-10,9.08529342253521
avlilumove,3.6,3.9445806892011808,0.3445806892011807,True,20,<4,3.9445806892011808
avlilumove,3.65,4.076553766129032,0.4265537661290319,True,22,<4,4.076553766129032
avlilumove,4.77,5.9331666666666685,1.163166666666669,True,25,4-7,5.9331666666666685
avlilumove,4.87,5.27314815079365,0.4031481507936503,True,25,4-7,5.27314815079365
avlilumove,9.0,9.08529342253521,0.0852934225352104,True,21,7-10,9.08529342253521
avlilumove,9.48,9.3022235,0.1777765000000002,True,13,7-10,9.3022235
avlilumove,7.72,7.551363636363636,0.1686363636363639,True,27,7-10,7.551363636363636
avlilumove,8.8,9.018649635036494,0.2186496350364937,True,18,7-10,9.018649635036494
avlilumove,9.66,9.404791666666668,0.2552083333333321,True,24,7-10,9.404791666666668
avlilumove,7.1,6.320689655172414,0.7793103448275858,True,26,7-10,6.320689655172414
avlilumove,5.4,6.218181818181819,0.8181818181818183,True,21,4-7,6.218181818181819
avlilumove,5.4,5.87486301369863,0.4748630136986298,True,21,4-7,5.87486301369863
avlilumove,9.3,9.44560571641791,0.1456057164179096,True,25,7-10,9.44560571641791
avlilumove,10.9,10.84316238461538,0.0568376153846195,True,4,>10,10.84316238461538
avlilumove,8.28,8.541177773333334,0.2611777733333351,True,22,7-10,8.541177773333334
avlilumove,8.7,8.305134403225807,0.3948655967741921,True,22,7-10,8.305134403225807
avlilumove,8.15,9.082628948051946,0.9326289480519456,True,14,7-10,9.082628948051946
avlilumove,6.0,7.096956521739132,1.0969565217391315,True,33,4-7,7.096956521739132
avlilumove,9.56,9.44560571641791,0.1143942835820901,True,19,7-10,9.44560571641791
avlilumove,8.4,7.837740738562091,0.5622592614379096,True,27,7-10,7.837740738562091
avlilumove,4.7,4.511137266291423,0.1888627337085768,True,15,4-7,4.511137266291423
avlilumove,9.99,9.908333333333331,0.0816666666666687,True,12,7-10,9.908333333333331
avlilumove,9.32,9.639782608695654,0.3197826086956539,True,15,7-10,9.639782608695654
avlilumove,8.7,7.904494833333334,0.7955051666666657,True,19,7-10,7.904494833333334
avlilumove,8.22,8.305134403225807,0.0851344032258065,True,22,7-10,8.305134403225807
avlilumove,9.23,9.404791666666668,0.1747916666666675,True,21,7-10,9.404791666666668
avlilumove,9.86,9.710502721311476,0.1494972786885231,True,12,7-10,9.710502721311476
avlilumove,3.86,3.783205128205128,0.0767948717948714,True,6,<4,3.783205128205128
avlilumove,9.05,9.404791666666668,0.3547916666666673,True,11,7-10,9.404791666666668
avlilumove,5.04,5.27314815079365,0.2331481507936503,True,28,4-7,5.27314815079365
avlilumove,5.03,5.27314815079365,0.2431481507936501,True,28,4-7,5.27314815079365
avlilumove,3.86,3.770109037383177,0.0898909626168227,True,6,<4,3.770109037383177
avlilumove,9.94,10.05923913043478,0.1192391304347815,True,10,7-10,10.05923913043478
avlilumove,9.19,9.404791666666668,0.2147916666666685,True,11,7-10,9.404791666666668
avlilumove,8.7,9.141,0.4410000000000007,True,21,7-10,9.141
avlilumove,8.7,8.528683865079362,0.1713161349206373,True,8,7-10,8.528683865079362
avlilumove,9.5,9.3022235,0.1977764999999998,True,9,7-10,9.3022235
avlilumove,9.3,9.44560571641791,0.1456057164179096,True,16,7-10,9.44560571641791
avlilumove,9.4,9.082628948051946,0.3173710519480544,True,15,7-10,9.082628948051946
avlilumove,9.8,10.134444444444446,0.3344444444444452,True,14,7-10,10.134444444444446
avlilumove,9.3,9.592867844155842,0.2928678441558414,True,15,7-10,9.592867844155842
avlilumove,9.27,9.592867844155842,0.3228678441558426,True,23,7-10,9.592867844155842
