dataset,exp,pred_iso,err_iso,pred_lin,err_lin,n_atoms,rings,site,pka_bin
novartis,3.69,5.615989622568093,1.925989622568093,5.702960250379454,2.012960250379454,29,4,base-only,<4
novartis,8.52,8.977237354085602,0.45723735408560273,8.868020309079844,0.3480203090798444,22,1,base-only,7-10
novartis,3.37,4.537658486707566,1.1676584867075661,4.664768908513358,1.2947689085133582,28,3,acid-only,<4
novartis,4.2,4.090714479508198,0.1092855204918024,4.125662366755306,0.07433763324469389,15,2,base-only,4-7
novartis,5.8,4.366874999999999,1.4331250000000004,4.299651058339081,1.5003489416609188,16,2,base-only,4-7
novartis,3.0,4.8554016976047905,1.8554016976047905,4.866077679510225,1.8660776795102247,37,5,both,<4
novartis,5.4,5.521054110389611,0.12105411038961034,5.430957830885943,0.03095783088594306,26,3,base-only,4-7
novartis,8.5,7.8060616875,0.6939383125000003,7.861761577454036,0.6382384225459639,31,4,base-only,7-10
novartis,10.6,8.23062874251497,2.36937125748503,8.262155770462751,2.3378442295372484,37,3,both,>10
novartis,3.7,5.8189792099792115,2.1189792099792113,6.03495563736225,2.33495563736225,29,4,base-only,<4
novartis,8.356,8.23062874251497,0.12537125748503009,8.298992100397882,0.05700789960211772,16,2,both,7-10
novartis,7.9,5.8189792099792115,2.081020790020789,5.978764079561267,1.9212359204387335,34,4,base-only,7-10
novartis,9.2,8.7251875,0.47481249999999875,8.661876117435803,0.5381238825641965,27,2,acid-only,7-10
novartis,10.6,9.22018191503268,1.3798180849673205,9.339904967562864,1.2600950324371354,20,2,acid-only,>10
novartis,4.8,6.349166666666666,1.5491666666666664,6.21039779161602,1.4103977916160204,16,3,base-only,4-7
novartis,6.8,5.8189792099792115,0.9810207900207883,6.001418982738728,0.798581017261272,21,3,base-only,4-7
novartis,3.9,4.537658486707566,0.6376584867075663,4.6497431799702245,0.7497431799702245,33,5,base-only,<4
novartis,4.3,4.537658486707566,0.2376584867075664,4.605624392298317,0.3056243922983173,27,3,base-only,4-7
novartis,8.3,6.9066192170818494,1.3933807829181513,6.825602577187579,1.4743974228124221,26,2,both,7-10
novartis,8.4,7.028389830508476,1.3716101694915244,6.95408394790677,1.4459160520932306,19,2,both,7-10
novartis,6.2,6.681640926640928,0.48164092664092806,6.633823007769443,0.43382300776944316,34,5,base-only,4-7
novartis,9.01,8.977237354085602,0.03276264591439748,8.876068862885907,0.133931137114093,31,3,acid-only,7-10
novartis,3.4,4.537658486707566,1.1376584867075663,4.455803035584104,1.0558030355841042,36,5,both,<4
novartis,3.5,4.537658486707566,1.0376584867075662,4.625991791896713,1.1259917918967126,35,5,both,<4
novartis,9.2,8.827461060747664,0.37253893925233506,8.744706725150289,0.45529327484971027,34,4,base-only,7-10
novartis,10.7,8.23062874251497,2.4693712574850295,8.193509789881853,2.5064902101181463,32,4,base-only,>10
novartis,10.2,8.623011935477711,1.576988064522288,8.639740935246309,1.5602590647536907,33,4,base-only,>10
novartis,8.6,8.530165014851484,0.06983498514851583,8.602071285831638,0.002071285831638292,26,4,base-only,7-10
novartis,4.266667,4.8554016976047905,0.5887346976047905,4.994120736508448,0.7274537365084477,33,4,base-only,4-7
novartis,7.6,6.349166666666666,1.2508333333333335,6.240560163048089,1.3594398369519105,30,3,both,7-10
novartis,4.25,6.203157894736843,1.9531578947368429,6.151822224176412,1.9018222241764118,14,2,base-only,4-7
novartis,2.9,3.917678571428571,1.0176785714285712,3.838981406199683,0.9389814061996833,9,0,acid-only,<4
novartis,6.0,6.509770114942529,0.5097701149425289,6.52113001955666,0.5211300195566597,32,4,base-only,4-7
novartis,4.8,6.852628480414962,2.0526284804149624,6.796484327680901,1.9964843276809008,34,5,base-only,4-7
novartis,4.2,5.8189792099792115,1.6189792099792113,5.863410426265331,1.6634104262653304,23,3,base-only,4-7
novartis,8.2,7.8060616875,0.39393831249999955,7.799144807303085,0.4008551926969144,31,4,base-only,7-10
novartis,8.25,8.23062874251497,0.019371257485030213,8.286767742375925,0.036767742375925394,31,4,base-only,7-10
novartis,7.17,7.388276381909547,0.218276381909547,7.37317346778508,0.2031734677850805,44,4,base-only,7-10
novartis,4.0,3.83872672972973,0.16127327027027016,3.804970181385934,0.1950298186140662,20,2,both,<4
novartis,8.9,8.977237354085602,0.07723735408560195,8.869723719500872,0.03027628049912856,29,4,base-only,7-10
novartis,6.07,4.50540981294964,1.56459018705036,4.440988613163652,1.629011386836348,25,4,base-only,4-7
novartis,9.1,9.22018191503268,0.1201819150326795,9.30765861376207,0.20765861376207084,31,4,base-only,7-10
novartis,4.4,4.537658486707566,0.13765848670756586,4.492429414739901,0.0924294147399003,27,5,base-only,4-7
novartis,5.2,6.465540229885057,1.2655402298850564,6.4540685862328475,1.2540685862328473,29,4,base-only,4-7
novartis,5.3,6.465540229885057,1.1655402298850568,6.397010917129537,1.0970109171295368,24,3,base-only,4-7
novartis,7.5,7.110535714285714,0.38946428571428626,7.176010005121162,0.32398999487883806,12,1,acid-only,7-10
novartis,8.1,8.163374652892564,0.0633746528925645,8.167171662649022,0.06717166264902197,31,3,base-only,7-10
novartis,10.91,7.110535714285714,3.7994642857142864,7.218944019415782,3.691055980584218,49,4,acid-only,>10
novartis,5.0,6.425781250000001,1.4257812500000009,6.268215905508944,1.268215905508944,22,3,base-only,4-7
novartis,4.9,4.090714479508198,0.8092855204918026,4.1463433441603215,0.7536566558396789,13,2,base-only,4-7
novartis,9.4,6.425781250000001,2.9742187499999995,6.270361070904656,3.1296389290953446,28,4,base-only,7-10
novartis,6.37,7.028389830508476,0.6583898305084759,6.993722302713733,0.6237223027137331,30,5,base-only,4-7
novartis,8.3,7.540930232558142,0.7590697674418587,7.579522506496755,0.7204774935032461,25,3,both,7-10
novartis,6.5,6.509770114942529,0.009770114942528885,6.506665801717418,0.0066658017174177076,19,3,base-only,4-7
novartis,7.1,6.465540229885057,0.634459770114943,6.381893699061781,0.7181063009382189,25,3,base-only,7-10
novartis,7.32,7.59579246550914,0.2757924655091397,7.581323985514611,0.26132398551461034,34,4,base-only,7-10
novartis,6.25,7.8060616875,1.5560616874999997,7.85574831343183,1.60574831343183,19,3,base-only,4-7
novartis,5.6,5.8189792099792115,0.21897920997921183,6.039091349796912,0.43909134979691267,17,2,base-only,4-7
novartis,4.65,6.681640926640928,2.031640926640928,6.647305666769058,1.9973056667690576,32,5,base-only,4-7
novartis,8.3,8.827461060747664,0.5274610607476635,8.72912827723242,0.42912827723241875,30,4,base-only,7-10
novartis,7.5,8.163374652892564,0.6633746528925641,8.144676962630552,0.6446769626305517,14,2,base-only,7-10
novartis,3.8,5.8189792099792115,2.0189792099792117,6.014109995612882,2.2141099956128825,35,6,base-only,<4
novartis,9.4,8.827461060747664,0.5725389392523361,8.702394995994334,0.6976050040056663,26,3,base-only,7-10
novartis,5.3,4.537658486707566,0.7623415132924336,4.743971513269927,0.5560284867300727,24,3,base-only,4-7
novartis,8.4,7.8060616875,0.5939383125000006,7.829697649867816,0.5703023501321844,31,5,acid-only,7-10
novartis,8.2,7.110535714285714,1.0894642857142856,7.294579770588502,0.9054202294114972,34,4,base-only,7-10
novartis,3.41,4.537658486707566,1.127658486707566,4.517285249559187,1.1072852495591867,32,3,acid-only,<4
novartis,5.522,5.902124538461539,0.3801245384615388,6.120634153837821,0.5986341538378204,18,3,base-only,4-7
novartis,8.65,8.414377669902912,0.23562233009708855,8.460849212233626,0.1891507877663745,24,3,both,7-10
novartis,5.283333,7.110535714285714,1.827202714285714,7.205459347252805,1.9221263472528047,30,5,base-only,4-7
novartis,8.6,6.465540229885057,2.134459770114943,6.398675370213154,2.2013246297868454,22,2,both,7-10
novartis,8.4,6.9066192170818494,1.493380782918151,6.887995161996305,1.512004838003695,28,3,both,7-10
novartis,8.35,6.681640926640928,1.6683590733590714,6.727300721960856,1.6226992780391436,27,3,both,7-10
novartis,8.35,5.902124538461539,2.4478754615384606,6.107114495374993,2.242885504625007,21,2,both,7-10
novartis,4.9,4.486844206521739,0.4131557934782615,4.3678434001556345,0.5321565998443658,27,3,base-only,4-7
novartis,4.8,4.50540981294964,0.29459018705035955,4.429448609363495,0.3705513906365052,27,3,base-only,4-7
novartis,7.31,7.388276381909547,0.07827638190954733,7.383805178739363,0.07380517873936299,21,3,both,7-10
novartis,3.84,4.537658486707566,0.6976584867075664,4.673975597033991,0.8339755970339908,27,3,base-only,<4
novartis,7.7,7.450210727969347,0.24978927203065293,7.4715493528366475,0.22845064716335273,42,4,base-only,7-10
novartis,10.4,8.068650793650797,2.331349206349204,8.12546930010567,2.2745306998943295,22,2,acid-only,>10
novartis,9.1,8.847088844660194,0.252911155339806,8.792942168663465,0.3070578313365342,30,4,base-only,7-10
novartis,8.4,6.681640926640928,1.7183590733590721,6.688892204490145,1.7111077955098555,22,3,base-only,7-10
novartis,7.8,8.883875096207754,1.0838750962077546,8.822162281712947,1.022162281712947,35,5,base-only,7-10
novartis,7.9,8.414377669902912,0.5143776699029114,8.353441672443221,0.45344167244322087,36,5,base-only,7-10
novartis,8.59,8.23062874251497,0.35937125748503007,8.278391687040079,0.31160831295992075,28,4,base-only,7-10
novartis,7.955,7.388276381909547,0.5667236180904531,7.365130585388185,0.5898694146118153,28,4,base-only,7-10
novartis,8.6,7.110535714285714,1.489464285714286,7.1582389052492,1.4417610947507997,26,3,base-only,7-10
novartis,7.74,7.450210727969347,0.28978927203065297,7.532091138213364,0.20790886178663648,19,3,acid-only,7-10
novartis,3.86,4.537658486707566,0.6776584867075663,4.547842164596412,0.6878421645964123,24,3,both,<4
novartis,9.0,8.23062874251497,0.7693712574850302,8.20030921685042,0.7996907831495808,22,3,base-only,7-10
novartis,8.5,9.117564100961538,0.6175641009615376,8.995269061342135,0.49526906134213533,21,3,base-only,7-10
novartis,4.4,6.9066192170818494,2.506619217081849,6.7981611851956645,2.398161185195664,30,5,base-only,4-7
novartis,4.94,7.028389830508476,2.0883898305084756,6.957157874836559,2.017157874836559,30,5,base-only,4-7
novartis,4.8,6.465540229885057,1.6655402298850568,6.462142156900237,1.662142156900237,33,5,base-only,4-7
novartis,4.7,6.9066192170818494,2.2066192170818493,6.821280359655926,2.121280359655926,31,5,base-only,4-7
novartis,4.75,6.9066192170818494,2.1566192170818494,6.841508231486134,2.0915082314861344,33,5,base-only,4-7
novartis,4.7,6.349166666666666,1.649166666666666,6.246479442622109,1.5464794426221085,33,5,base-only,4-7
novartis,7.9,7.110535714285714,0.7894642857142866,7.26189508206638,0.63810491793362,12,2,base-only,7-10
novartis,9.43,7.642952817351598,1.7870471826484016,7.644209680295669,1.785790319704331,24,3,base-only,7-10
novartis,9.46,8.414377669902912,1.045622330097089,8.452355475605467,1.007644524394534,26,3,acid-only,7-10
novartis,8.3,9.117564100961538,0.8175641009615369,8.996478841447775,0.6964788414477745,36,5,base-only,7-10
novartis,4.63,3.21475,1.41525,3.1657873714795555,1.4642126285204444,24,3,base-only,4-7
novartis,3.4,5.615989622568093,2.215989622568093,5.6398860445730685,2.2398860445730686,31,5,base-only,<4
novartis,2.3,3.540967741935484,1.240967741935484,3.5487330653190168,1.248733065319017,17,2,acid-only,<4
novartis,3.35,3.83872672972973,0.48872672972972975,3.771490538338038,0.42149053833803807,17,2,acid-only,<4
novartis,3.5,4.090714479508198,0.5907144795081978,4.0416674816032625,0.5416674816032625,18,2,acid-only,<4
novartis,3.6,5.8189792099792115,2.2189792099792114,5.898613495444804,2.2986134954448043,34,4,base-only,<4
novartis,3.9,3.4804212397260277,0.41957876027397223,3.4150869965688324,0.4849130034311675,29,4,base-only,<4
novartis,4.2,4.8554016976047905,0.6554016976047903,4.808185273294745,0.6081852732947448,20,2,both,4-7
novartis,5.2,3.6907673874345552,1.509232612565445,3.615743785049886,1.584256214950114,23,3,base-only,4-7
novartis,2.7,5.8189792099792115,3.1189792099792113,5.845568076884349,3.1455680768843486,36,3,base-only,<4
novartis,3.8,4.8554016976047905,1.0554016976047906,4.905637318256897,1.105637318256897,21,3,acid-only,<4
novartis,9.8,9.22018191503268,0.5798180849673216,9.25481751191994,0.5451824880800604,12,2,base-only,7-10
novartis,7.6,6.681640926640928,0.9183590733590714,6.695339275543635,0.9046607244563649,12,2,base-only,7-10
novartis,8.35,8.163374652892564,0.1866253471074355,8.13799380992866,0.2120061900713388,36,5,base-only,7-10
novartis,4.2,7.110535714285714,2.9105357142857136,7.057164710465744,2.857164710465744,29,5,base-only,4-7
novartis,8.6,8.23062874251497,0.36937125748502986,8.28359848531369,0.3164015146863104,18,4,base-only,7-10
novartis,3.9,4.50540981294964,0.6054098129496404,4.386144026757315,0.4861440267573154,20,3,base-only,<4
novartis,4.0,3.540967741935484,0.4590322580645161,3.541942206976141,0.4580577930238592,22,2,both,<4
novartis,5.2,7.110535714285714,1.9105357142857136,7.239767185198083,2.039767185198083,24,3,both,4-7
novartis,4.35,4.537658486707566,0.18765848670756657,4.690738741165711,0.340738741165711,23,3,base-only,4-7
novartis,4.45,4.537658486707566,0.08765848670756604,4.680269671905319,0.23026967190531877,20,2,both,4-7
novartis,5.0,5.658560439560438,0.6585604395604383,5.757840154997219,0.7578401549972194,26,4,base-only,4-7
novartis,4.28,5.658560439560438,1.378560439560438,5.746804792386875,1.466804792386875,29,4,base-only,4-7
novartis,9.0,8.847088844660194,0.15291115533980637,8.777468767836327,0.2225312321636732,33,5,base-only,7-10
novartis,4.7,5.902124538461539,1.2021245384615389,6.126002190728411,1.4260021907284104,26,4,base-only,4-7
novartis,5.1,5.081764027227724,0.018235972772275844,5.275088323829386,0.1750883238293861,21,3,base-only,4-7
novartis,8.5,6.681640926640928,1.8183590733590718,6.763468702493945,1.7365312975060547,37,5,base-only,7-10
novartis,6.0,4.8554016976047905,1.1445983023952095,4.912948855321531,1.087051144678469,28,6,base-only,4-7
novartis,6.0,4.8554016976047905,1.1445983023952095,4.89164739073897,1.10835260926103,25,3,base-only,4-7
novartis,4.18,5.081764027227724,0.9017640272277241,5.190240234093698,1.0102402340936987,28,3,base-only,4-7
novartis,10.01,8.827461060747664,1.1825389392523356,8.759814439181689,1.250185560818311,22,3,both,>10
novartis,8.9,7.8060616875,1.0939383125000006,7.764004391789651,1.135995608210349,24,4,base-only,7-10
novartis,7.2,7.8060616875,0.6060616874999996,7.734997616492056,0.5349976164920562,22,4,base-only,7-10
novartis,8.375,7.8060616875,0.5689383125000003,7.841778780711527,0.5332212192884729,27,4,base-only,7-10
novartis,6.8,6.9066192170818494,0.10661921708184963,6.867309304787181,0.06730930478718111,19,2,both,4-7
novartis,5.2,8.414377669902912,3.2143776699029116,8.490692628179948,3.290692628179948,13,2,base-only,4-7
novartis,6.5,5.8189792099792115,0.6810207900207885,6.022177986659708,0.4778220133402922,15,2,acid-only,4-7
novartis,9.5,9.462935439903847,0.03706456009615344,9.52252848781984,0.022528487819840848,24,4,base-only,7-10
novartis,5.3,5.081764027227724,0.21823597277227602,5.138529031818287,0.16147096818171303,18,3,base-only,4-7
novartis,4.1,5.081764027227724,0.9817640272277242,5.294677595000448,1.1946775950004485,16,3,base-only,4-7
novartis,10.2,9.117564100961538,1.0824358990384617,9.00059478931866,1.1994052106813395,20,4,base-only,>10
novartis,3.7,5.521054110389611,1.8210541103896105,5.4532624343375415,1.7532624343375414,28,3,both,<4
novartis,4.5,5.615989622568093,1.115989622568093,5.558058929110418,1.0580589291104179,23,3,both,4-7
novartis,7.0,7.388276381909547,0.38827638190954694,7.411838777896463,0.41183877789646317,27,4,base-only,4-7
novartis,5.3,6.465540229885057,1.1655402298850568,6.394625523177519,1.0946255231775188,18,3,base-only,4-7
novartis,4.6,6.465540229885057,1.865540229885057,6.4188265637523525,1.8188265637523529,18,3,base-only,4-7
novartis,3.9,2.9268750000000003,0.9731249999999996,2.9935220726097254,0.9064779273902746,18,2,both,<4
novartis,7.5,4.8554016976047905,2.6445983023952095,4.8296850088436045,2.6703149911563955,19,2,base-only,7-10
novartis,8.3,5.8189792099792115,2.4810207900207892,6.038527703106494,2.2614722968935066,19,2,base-only,7-10
novartis,4.2,4.2799999999999985,0.0799999999999983,4.272813535987912,0.07281353598791185,30,4,both,4-7
novartis,4.5,4.366874999999999,0.1331250000000006,4.316321915804694,0.1836780841953063,32,4,both,4-7
novartis,5.4,5.081764027227724,0.31823597277227655,5.184069482908631,0.215930517091369,22,3,base-only,4-7
novartis,4.0,4.366874999999999,0.3668749999999994,4.304495572665726,0.3044955726657257,27,3,base-only,<4
novartis,9.55,9.22018191503268,0.32981808496732157,9.22569015537184,0.3243098446281607,11,2,base-only,7-10
novartis,8.26,7.8060616875,0.45393831250000005,7.8771255986334285,0.38287440136657125,25,6,both,7-10
novartis,3.9,3.21475,0.6852499999999999,3.1644557587131255,0.7355442412868745,18,3,base-only,<4
novartis,7.5,6.9066192170818494,0.5933807829181506,6.8128493137553185,0.6871506862446815,11,2,base-only,7-10
novartis,10.8,8.414377669902912,2.385622330097089,8.394806588760723,2.405193411239278,20,3,both,>10
novartis,2.9,3.993505976095618,1.093505976095618,3.8817263186454927,0.9817263186454928,11,2,base-only,<4
novartis,6.9,5.8189792099792115,1.0810207900207889,5.828244025340052,1.0717559746599488,17,3,base-only,4-7
novartis,5.6,5.8189792099792115,0.21897920997921183,5.8791888416253455,0.27918884162534585,23,3,base-only,4-7
novartis,6.9,5.521054110389611,1.3789458896103897,5.482492462003437,1.4175075379965634,17,3,base-only,4-7
novartis,4.7,4.8554016976047905,0.15540169760479028,4.929775434090518,0.22977543409051826,18,3,base-only,4-7
novartis,4.5,4.537658486707566,0.03765848670756622,4.456146778158195,0.043853221841804846,18,3,base-only,4-7
novartis,6.1,5.658560439560438,0.44143956043956134,5.760406901238559,0.3395930987614406,24,3,base-only,4-7
novartis,5.1,7.450210727969347,2.3502107279693476,7.484658563284417,2.3846585632844173,25,3,base-only,4-7
novartis,3.6,5.081764027227724,1.4817640272277237,5.194065230213833,1.594065230213833,29,5,base-only,<4
novartis,9.9,7.540930232558142,2.3590697674418584,7.578208780499624,2.3217912195003763,17,2,acid-only,7-10
novartis,8.77,7.450210727969347,1.3197892720306523,7.480052626057251,1.2899473739427485,29,4,both,7-10
novartis,5.9,7.110535714285714,1.2105357142857134,7.146448022365011,1.2464480223650103,34,5,base-only,4-7
novartis,8.7,8.977237354085602,0.277237354085603,8.9328069324889,0.2328069324889004,17,3,acid-only,7-10
novartis,8.4,8.977237354085602,0.577237354085602,8.970319176866228,0.5703191768662279,18,3,acid-only,7-10
novartis,3.4,4.537658486707566,1.1376584867075663,4.660168837630195,1.2601688376301952,21,2,both,<4
novartis,3.8,5.615989622568093,1.8159896225680932,5.6320222673160165,1.8320222673160167,23,3,base-only,<4
novartis,5.2,5.521054110389611,0.3210541103896105,5.504767507267685,0.30476750726768476,27,3,base-only,4-7
novartis,6.3,7.028389830508476,0.7283898305084762,7.008700473358291,0.7087004733582916,18,2,both,4-7
novartis,7.2,8.414377669902912,1.2143776699029116,8.318550225792073,1.118550225792073,17,2,both,7-10
novartis,4.1,4.50540981294964,0.4054098129496406,4.4052656642330374,0.3052656642330378,25,4,base-only,4-7
novartis,3.2,3.4804212397260277,0.2804212397260275,3.4564911045880673,0.2564911045880671,24,3,both,<4
novartis,3.3,3.3925,0.09250000000000025,3.32335570473329,0.02335570473328996,25,3,both,<4
novartis,10.5,5.615989622568093,4.884010377431907,5.692077066035024,4.807922933964976,22,3,base-only,>10
novartis,5.8,8.015076994565213,2.215076994565213,7.954778465409579,2.1547784654095787,21,3,base-only,4-7
novartis,5.7,7.8060616875,2.1060616874999996,7.8548175632373045,2.1548175632373043,23,3,base-only,4-7
novartis,3.51,3.6907673874345552,0.18076738743455545,3.6391491041142743,0.1291491041142745,18,2,acid-only,<4
novartis,3.48,3.6947368421052627,0.21473684210526267,3.7082344957268183,0.2282344957268183,19,2,acid-only,<4
novartis,3.0,3.993505976095618,0.993505976095618,3.909388341205858,0.9093883412058581,18,3,acid-only,<4
novartis,3.5,3.6907673874345552,0.19076738743455524,3.6558969068304363,0.15589690683043633,21,3,both,<4
novartis,3.9,4.090714479508198,0.19071447950819786,4.010147459231658,0.11014745923165803,15,2,acid-only,<4
novartis,4.1,3.993505976095618,0.10649402390438167,3.949319041397768,0.15068095860223174,24,3,both,4-7
novartis,3.2,3.993505976095618,0.7935059760956178,3.9835241205895304,0.7835241205895302,28,4,acid-only,<4
novartis,4.2,4.537658486707566,0.33765848670756604,4.663267588194465,0.4632675881944648,30,4,both,4-7
novartis,4.45,5.521054110389611,1.0710541103896105,5.445474023019044,0.9954740230190442,24,3,both,4-7
novartis,3.9,3.540967741935484,0.359032258064516,3.555194772738679,0.3448052272613209,24,2,both,<4
novartis,3.9,3.5131111111111113,0.3868888888888886,3.51527651673541,0.3847234832645898,21,2,both,<4
novartis,4.39,4.090714479508198,0.2992855204918019,4.017783825057208,0.3722161749427917,26,3,both,4-7
novartis,3.3,5.658560439560438,2.3585604395604385,5.745845320324663,2.445845320324663,32,6,base-only,<4
novartis,3.3,5.081764027227724,1.781764027227724,5.356421849650519,2.056421849650519,29,5,base-only,<4
novartis,11.7,9.462935439903847,2.2370645600961527,9.58602280936679,2.113977190633209,15,2,acid-only,>10
novartis,8.3,8.530165014851484,0.2301650148514831,8.560949017135636,0.26094901713563523,13,2,both,7-10
novartis,3.8,5.081764027227724,1.281764027227724,5.2780293084812255,1.4780293084812257,22,4,base-only,<4
novartis,3.9,5.615989622568093,1.715989622568093,5.571515506899975,1.6715155068999752,32,6,base-only,<4
novartis,3.8,7.028389830508476,3.228389830508476,6.9322029702743055,3.1322029702743057,28,5,base-only,<4
novartis,3.75,5.8189792099792115,2.0689792099792115,5.918049405153764,2.1680494051537638,32,6,base-only,<4
novartis,3.6,5.521054110389611,1.9210541103896106,5.425173296737235,1.8251732967372347,29,5,base-only,<4
novartis,9.3,7.110535714285714,2.189464285714287,7.186036946297811,2.1139630537021894,32,6,both,7-10
novartis,5.3,5.081764027227724,0.21823597277227602,5.329544948732059,0.029544948732059595,11,1,acid-only,4-7
novartis,8.55,8.068650793650797,0.4813492063492042,8.126185876528034,0.423814123471967,28,4,base-only,7-10
novartis,8.845,8.530165014851484,0.3148349851485168,8.599300420312794,0.2456995796872068,25,5,base-only,7-10
novartis,7.3,8.061927710843369,0.7619277108433691,8.051458752466832,0.7514587524668324,25,4,both,7-10
novartis,8.2,2.9268750000000003,5.2731249999999985,2.9341750671696927,5.265824932830307,31,2,base-only,7-10
novartis,6.4,5.8189792099792115,0.5810207900207889,5.90192174239247,0.49807825760753044,27,5,base-only,4-7
novartis,7.87,7.110535714285714,0.7594642857142864,7.241759083371301,0.6282409166286991,21,3,both,7-10
novartis,7.94,6.9066192170818494,1.033380782918151,6.847948161013115,1.092051838986885,21,3,both,7-10
novartis,4.42,6.681640926640928,2.2616409266409283,6.587533830232079,2.1675338302320792,24,5,acid-only,4-7
novartis,8.1,7.95047619047619,0.14952380952381006,7.887546456187959,0.21245354381204073,19,3,acid-only,7-10
