dataset,smiles,exp,pred,err,site_correct,n_atoms
novartis,COc1ccc(-c2c(C)nc3c(-c4ccccn4)cnn3c2N)cc1,6.07,5.0794,0.9906000000000006,False,25
novartis,COc1ccc(-c2ccc(C(=O)Nc3ccc4c(c3)CCC(C[NH+](C)C)C4)cc2)cc1,9.1,9.288163583333333,0.18816358333333305,True,31
novartis,COc1ccc(-c2cnc3c(-c4cccc5ncccc45)cnn3c2)cc1,4.4,3.924507042253521,0.4754929577464795,False,27
novartis,COc1ccc(-c2nc(Nc3ccc(F)cc3F)c3ccccc3n2)cc1OC,5.2,5.239545454545454,0.039545454545454106,True,29
novartis,COc1ccc(/C=C/C(=O)N2CCN(c3ccccn3)CC2)cc1,5.3,7.8622342033898285,2.5622342033898287,True,24
novartis,COc1ccc(Br)c(C=O)c1O,7.5,7.309510489510489,0.19048951048951057,True,12
novartis,COc1ccc(C#CC(C)(C)[NH3+])cc1C(=O)c1ccc(Nc2ccc(F)cc2F)cc1,8.1,8.186277261682244,0.0862772616822447,True,31
novartis,COc1ccc(CNC(=O)[C@@H](NC(=O)[C@H](Cc2ccc(OC)c(OC)c2)NC(=O)Cc2cccc(Oc3ccccc3)c2)C(C)C)c(O)c1,10.91,8.186277261682244,2.723722738317756,True,49
novartis,COc1ccc(CNC(=O)c2c(C)nc3ccccn23)cc1,5.0,6.063095238095238,1.0630952380952383,True,22
novartis,COc1ccc(N)c2ccccc12,4.9,5.0794,0.17939999999999934,True,13
novartis,COc1ccc(N2CCOCC2)c2sc(NC(=O)N3CCC(C)(O)CC3)nc12,9.4,6.322536764705881,3.077463235294119,False,28
novartis,COc1ccc(N2CCc3c(-n4ccc(N5CCNC5=O)n4)cc(C)nc32)c(C)c1,6.37,5.851506235294117,0.5184937647058829,True,30
novartis,COc1ccc(NS(=O)(=O)c2ccc(-n3cccn3)cc2)cc1OC,8.3,8.565273105042015,0.26527310504201473,True,25
novartis,COc1ccc(Nc2ccc3ccccc3n2)cc1,6.5,6.909714285714286,0.40971428571428614,True,19
novartis,COc1ccc(OC)c(CNc2ccc3nc(N)nc(N)c3c2Cl)c1,7.1,4.912559525510205,2.1874404744897946,False,25
novartis,COc1ccc(OC)c(S(=O)(=O)N2CCC(CN3CC[NH+](Cc4ccc(F)cc4)CC3)CC2)c1,7.32,7.821666666666668,0.5016666666666678,True,34
novartis,COc1ccc(SC)c2c1C[C@@H]1[C@@H](C2)OCC[NH+]1C,6.25,7.8622342033898285,1.6122342033898285,True,19
novartis,COc1ccc(SCCc2ccncc2)cc1,5.6,6.538719138888889,0.9387191388888896,True,17
novartis,COc1ccc2[nH]cc(CN3CCCC4(CCN(c5nc(C)cc(C)n5)CC4)C3=O)c2c1,4.65,6.322536764705881,1.6725367647058809,False,32
novartis,COc1ccc2c(c1)CN(C(=O)CC[NH+]1CCC(Cc3ccccc3)CC1)CCS2,8.3,8.565273105042015,0.26527310504201473,True,30
novartis,COc1ccc2c(c1)C[NH+](C)CCS2,7.5,7.8622342033898285,0.3622342033898285,True,14
novartis,COc1ccc2nccc(-n3cc4c(n3)CCC(NC(=O)c3ccc5c(c3)NC(=O)CS5)C4)c2n1,3.8,5.0794,1.2793999999999999,False,35
novartis,COc1cccc(-c2cccc(CCC3(C)CC(=O)N(C)C(N)=[NH+]3)c2)c1,9.4,9.14393806081081,0.2560619391891912,True,26
novartis,COc1cccc(-c2cnc(N)c(-c3ccc(C(N)=O)cc3)c2)c1,5.3,5.487261902597403,0.18726190259740338,True,24
novartis,COc1cccc(-c2nnc3n(Cc4ccccc4Cl)c(=O)c4ccccc4n23)c1O,8.4,8.565273105042015,0.1652731050420151,True,31
novartis,COc1cccc(C(=O)Cn2cnc3c(C#N)c(N4CC[NH2+]CC4)n(CC=C(C)C)c3c2=O)c1,8.2,8.186277261682244,0.013722738317754946,True,34
novartis,COc1cccc(OC)c1-c1ccc(C[C@H](NC(=O)c2c(Cl)cccc2Cl)C(=O)[O-])cc1,3.41,3.5155797142857144,0.10557971428571422,True,32
novartis,COc1cccc2[nH]cc(-c3ccnc(N)n3)c12,5.522,4.912559525510205,0.6094404744897952,True,18
novartis,COc1ccccc1S(=O)(=O)Nc1ccc2c(c1)CN(C)C(=O)N2,8.65,7.8622342033898285,0.7877657966101719,True,24
novartis,COc1ccnc(N2CCC3(CCCN(Cc4c[nH]c5ccccc45)C3=O)CC2)n1,5.283333,6.731824712643679,1.448491712643679,True,30
novartis,CS(=O)(=O)Nn1c(=O)[nH]c2cc(C(F)(F)F)c(N)cc2c1=O,8.6,6.538719138888889,2.0612808611111104,True,22
novartis,CS(=O)(=O)Nn1c(=O)[nH]c2cc(C(F)(F)F)c(N3CCCOCC3)cc2c1=O,8.4,7.048802777723299,1.351197222276701,True,28
novartis,CS(=O)(=O)Nn1c(=O)[nH]c2cc(C(F)(F)F)c(N3CCOCC3)cc2c1=O,8.35,6.9696753246753245,1.3803246753246752,True,27
novartis,CS(=O)(=O)Nn1c(=O)[nH]c2cc(C(F)(F)F)ccc2c1=O,8.35,6.322536764705881,2.0274632352941184,True,21
novartis,CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)cc3)c2)cc1,4.9,3.5155797142857144,1.384420285714286,True,27
novartis,CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)nc3)c2)cc1,4.8,3.5155797142857144,1.2844202857142855,True,27
novartis,CS(=O)(=O)c1ccc(-c2nc3c(c(=O)[nH]2)COCC3)cc1,7.31,8.186277261682244,0.8762772616822447,True,21
novartis,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,3.84,4.032027358208956,0.19202735820895622,True,27
novartis,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]C2CC2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,7.7,7.843760692307693,0.1437606923076924,True,42
novartis,C[C@H](C#Cc1ccc(Cc2ccc(F)cc2)s1)N(O)C(N)=O,10.4,7.573578231292517,2.8264217687074833,True,22
novartis,C[NH+](C)CC1CCc2cc(NC(=O)c3ccc(-c4ccc(F)cc4)cc3)ccc2C1,9.1,9.29679803448276,0.1967980344827609,True,30
novartis,C[NH+](C)CCSc1nc2ccccc2cc1-c1ccccc1,8.4,9.242594139534889,0.8425941395348886,True,22
novartis,C[NH+](CCC(=O)N1CCN(c2ccc(F)c(F)c2)CC1)CCC1c2ccccc2-c2ccccc21,7.8,8.565273105042015,0.7652731050420156,True,35
novartis,C[NH+](CCC(=O)N1CCN(c2ccc(F)c(F)c2)CC1)CCC1c2ccccc2Oc2ccccc21,7.9,8.498472216666666,0.5984722166666661,True,36
novartis,Cc1[nH]c2ccccc2c1C1CC[NH+](Cc2ccc(CCC(=O)N=O)cc2)C1,8.59,7.763888885416667,0.8261111145833331,True,28
novartis,Cc1[nH]c2ccccc2c1CC[NH+]1CCc2cc(CCC(=O)N=O)ccc2C1,7.955,7.573578231292517,0.381421768707483,True,28
novartis,Cc1[nH]c2ccccc2c1CC[NH2+]Cc1ccc(CCC(=O)N=O)cc1,8.6,8.366047614285712,0.23395238571428756,True,26
novartis,Cc1c(-c2ccccc2)c(=O)oc2cc(O)ccc12,7.74,7.763888885416667,0.02388888541666656,True,19
novartis,Cc1c(CC(=O)[O-])c2cccnc2n1S(=O)(=O)c1ccc(Cl)cc1,3.86,4.912559525510205,1.0525595255102052,True,24
novartis,Cc1cc(C(=O)C[NH+]2CCCC2)c(C)n1-c1ccc(F)cc1,9.0,8.498472216666666,0.5015277833333336,True,22
novartis,Cc1cc(C)c2cc(C(=O)NC3CC[NH+](C)CC3)[nH]c2c1,8.5,9.242594139534889,0.742594139534889,True,21
novartis,Cc1cc(C)nc(N2CCC3(CCCC(=O)N3Cc3cccc4[nH]ccc34)CC2)n1,4.4,6.322536764705881,1.9225367647058809,False,30
novartis,Cc1cc(C)nc(N2CCC3(CCCN(Cc4c[nH]c5ccccc45)C3=O)CC2)n1,4.94,6.322536764705881,1.3825367647058808,False,30
novartis,Cc1cc(C)nc(N2CCC3(CCCN(Cc4ccccc4-c4nc(C)no4)C3=O)CC2)n1,4.8,5.851506235294117,1.0515062352941174,False,33
novartis,Cc1cc(C)nc(N2CCC3(CCCN(Cc4cn(C)c5ccccc45)C3=O)CC2)n1,4.7,6.322536764705881,1.622536764705881,False,31
novartis,Cc1cc(C)nc(N2CCC3(CCCN(Cc4nn(C)cc4-c4ccccc4)C3=O)CC2)n1,4.75,6.263928571428571,1.513928571428571,False,33
novartis,Cc1cc(C)nc(N2CCC3(CCCN(Cc4nn(C)nc4-c4ccccc4)C3=O)CC2)n1,4.7,6.263928571428571,1.563928571428571,False,33
novartis,Cc1cc(N)nc2ccccc12,7.9,7.821666666666668,0.07833333333333226,True,12
novartis,Cc1cc(N2CCCC2)cc(/C=C/c2cccc(C(F)(F)F)c2)[nH+]1,9.43,7.763888885416667,1.666111114583333,True,24
novartis,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,9.46,8.756666666666666,0.7033333333333349,True,26
novartis,Cc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(C[NH+](C)C4CCOCC4)cc2)CCC3)cc1,8.3,8.565273105042015,0.26527310504201473,True,36
novartis,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,4.63,4.335054347826087,0.29494565217391333,True,24
novartis,Cc1ccc(C)c(CN2C(=O)CCCC23CCN(c2cnc4ccccc4n2)CC3)c1,3.4,5.473248949367089,2.073248949367089,False,31
novartis,Cc1ccc(C)n1-c1ccc(C(=O)[O-])c(O)c1,2.3,3.5155797142857144,1.2155797142857145,True,17
novartis,Cc1ccc(C)n1-c1ccc(Cl)cc1C(=O)[O-],3.35,3.924507042253521,0.5745070422535208,True,17
novartis,Cc1ccc(C)n1-c1ccc(SCC(=O)[O-])cc1,3.5,3.652717084033613,0.15271708403361295,True,18
novartis,Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1Nc1ccc2ncn(C)c(=O)c2c1,3.6,6.677142857142857,3.077142857142857,True,34
novartis,Cc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2cccnc2)n1,3.9,4.340000000000001,0.44000000000000083,False,29
novartis,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)[O-])c1,4.2,4.046744479674798,0.15325552032520218,True,20
novartis,Cc1ccc(Nc2ncc(C(=O)N3CCCCC3)cc2Cl)cn1,5.2,4.912559525510205,0.28744047448979515,True,23
novartis,Cc1ccc(OC(C)(C)C(=O)N[C@@H](C)[C@@H](Cc2ccc(OCCF)cc2)c2cccc(C#N)c2)nc1,2.7,5.487261902597403,2.787261902597403,True,36
novartis,Cc1ccc2c(=O)c3cccc(CC(=O)[O-])c3oc2c1C,3.8,4.912559525510205,1.1125595255102052,True,21
novartis,Cc1ccc2c(c1)C(=O)C(=O)N2,9.8,9.242594139534889,0.5574058604651118,True,12
novartis,Cc1ccc2nc(N)ccc2c1,7.6,6.063095238095238,1.5369047619047613,True,12
novartis,Cc1cccc(C)c1C(=O)N1CCC(C)([NH+]2CCC(N(c3ccccc3)c3ccccc3)CC2)CC1,8.35,8.186277261682244,0.1637227383177553,True,36
novartis,Cc1ccnc(N2CCC3(CCCN(Cc4c[nH]c5ccccc45)C3=O)CC2)n1,4.2,6.731824712643679,2.5318247126436786,True,29
novartis,Cc1csc2ccc3[nH]c4c(c3c12)C[NH+](C)CC4,8.6,8.206839080459769,0.3931609195402306,True,18
novartis,Cc1csc2ncnc(NCCc3ccc(Cl)cc3)c12,3.9,4.335054347826087,0.43505434782608665,True,20
novartis,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)[O-],4.0,4.032027358208956,0.03202735820895608,True,22
novartis,Cc1nc(-n2ccc([O-])cc2=O)sc1C(=O)NCc1ccccc1,5.2,7.573578231292517,2.373578231292517,True,24
novartis,Cc1nc(C#Cc2ccnc(Cl)c2)c(C)n1-c1ccc(F)cc1,4.35,4.40173076923077,0.05173076923077069,True,23
novartis,Cc1nc(C(=O)[O-])ccc1N(C)Cc1cccc(Cl)c1,4.45,5.064999999999999,0.6149999999999984,True,20
novartis,Cc1nc(N2CCN(CC3CC3)C2=O)sc1C(=O)NCc1cccnc1,5.0,5.0794,0.07939999999999969,False,26
novartis,Cc1nc(N2CCN(Cc3ccccc3)C2=O)sc1C(=O)NCc1ccccn1,4.28,4.912559525510205,0.6325595255102048,False,29
novartis,Cc1nc2cccc(C(F)(F)F)c2c(=O)n1-c1ccc(OC2CC[NH+](C3CCC3)CC2)cc1,9.0,8.498472216666666,0.5015277833333336,True,33
novartis,Cc1nc2ccccn2c1C(=O)NCc1ccc(-c2ccccc2)cc1,4.7,5.851506235294117,1.151506235294117,True,26
novartis,Cc1nc2ccccn2c1C(=O)NCc1ccc(Cl)cc1,5.1,5.19,0.09000000000000075,True,21
novartis,Cc1nc[n+]([O-])c(C)c1C(=O)N1CCC(C)([NH+]2CCC(N(c3ccccc3)c3ccccc3)CC2)CC1,8.5,7.763888885416667,0.7361111145833332,True,37
novartis,Cc1ncc(-c2ccc(C(F)(F)F)cc2)c(NC2C3CC4CC(C3)CC2C4)n1,6.0,4.335054347826087,1.6649456521739134,True,28
novartis,Cc1ncc(-c2ccc(C(F)(F)F)cc2)c(NC2CCCCCC2)n1,6.0,4.718888883333334,1.2811111166666658,True,25
novartis,Cc1ncccc1Oc1ncnc(OC2CCN(C(=O)OC(C)C)CC2)c1C,4.18,3.5155797142857144,0.6644202857142854,False,28
novartis,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,10.01,9.242594139534889,0.7674058604651108,True,22
novartis,Clc1ccc(-c2ccc(-c3ccnc(N4CC[NH2+]CC4)n3)s2)cc1,8.9,8.565273105042015,0.3347268949579849,True,24
novartis,Clc1ccc2c(c1)[NH+]=C(N1CCCCC1)c1ccccc1N2,7.2,6.909714285714286,0.29028571428571404,True,22
novartis,Cn1c(-c2ccc(C[NH+](C)C)cc2)cc2onc(-c3ccccc3)c2c1=O,8.375,8.565273105042015,0.19027310504201544,True,27
novartis,Cn1c(=O)n(NS(C)(=O)=O)c(=O)c2ccc(Cl)cc21,6.8,6.731824712643679,0.06817528735632106,True,19
