dataset,smiles,sim_original,sim_extra,nearest_extra
novartis,CC[C@H](C(=O)NO)[C@H](C(=O)N1CCCC[C@H]1C(=O)NC)c1ccc(Cl)cc1,0.2777777777777778,0.32051282051282054,CN[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NC[C@H]1CC[C@H](N)CC1
novartis,CCc1cc(Br)ccc1S(=O)(=O)NCc1ccccc1,0.575,0.35,CCNCc1ccccc1
novartis,CCc1ccc(-c2cn3c([nH+]2)SCC3)cc1,0.28205128205128205,0.2558139534883721,CCc1ccc(CC(=O)O)cc1
novartis,CCc1ccc(-c2cnc(C)nc2NC2CCCC2)cc1,0.3125,0.2987012987012987,CCOc1cc(CN2CCC(NC(=O)c3cncc(C)c3)CC2)ccc1-c1ccc(F)cc1
novartis,CCc1ccc(/C=C2/SC(=S)[N-]C2=O)cc1,0.65,0.3469387755102041,COc1ccc(/C=C2/SC(=S)NC2=O)cc1
novartis,CCc1ccccc1N(CC)C(=O)C1CCN(c2ncnc3c2nc2n3CCCCC2)CC1,0.24742268041237114,0.2553191489361702,O=C(CCS(=O)(=O)c1ccc2cc(Cl)ccc2c1)N1CCC(c2cnc3n2CCCC3)CC1
novartis,CCc1ncnc(NC(CC)c2ccc(Oc3ccc(F)cc3)cc2)c1Br,0.23376623376623376,0.2545454545454545,CCCC[C@H](N)c1ccc(F)cc1
novartis,CN(CCO)c1cc2c(=O)n(NS(C)(=O)=O)c(=O)[nH]c2cc1C(F)(F)F,0.46551724137931033,0.22666666666666666,CN(C)Cc1cc(NS(C)(=O)=O)ccc1Oc1ccc(C(F)(F)F)cc1
novartis,CN(n1c(=O)[nH]c2cc(Cl)ccc2c1=O)S(C)(=O)=O,0.5869565217391305,0.4222222222222222,O=c1cc(O)c2ccc(Cl)cc2[nH]1
novartis,CN1C(=O)Cn2cc(C(=O)NCc3ccc(Cl)cc3)c(=O)c3cc(C[NH+]4CCOCC4)cc1c32,0.36619718309859156,0.36666666666666664,CCCCn1cc(C(=O)NCc2ccccc2)c(=O)c2cc(F)c(N3CCOCC3)cc21
novartis,CN1C(=O)N(C[C@H](C(=O)NO)[C@@H](CC2CCCC2)C(=O)N2CCCCC2)C(=O)C1(C)C,0.26666666666666666,0.24561403508771928,CN[C@H](C)CC1CCCCC1
novartis,CN1c2ccc(C#N)cc2N=C(c2ccc(C(=O)[O-])c(F)c2)c2cc3c(cc21)C(C)(C)CCC3(C)C,0.2727272727272727,0.25806451612903225,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)CCOC(N)=N1
novartis,CN1c2ccc(C#N)cc2N=C(c2ccc(C(=O)[O-])cc2)c2cc3c(cc21)C(C)(C)CCC3(C)C,0.35714285714285715,0.25,N#Cc1ccc(C(=O)N2CCC3(CC2)N=C(N)c2c(F)ccc(F)c2N3)cc1
novartis,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OC1CC(C)(C)[NH2+]C(C)(C)C1,0.20202020202020202,0.19318181818181818,CNC(=O)c1cc(NCc2c(C)cccc2C)c2[nH]c(C)cc2n1
novartis,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCC1CC[NH+](C)CC1,0.21875,0.1941747572815534,COc1ccnc(NCC2CCN(c3ccc(CC(NC(=O)c4c(C)cc(C)cc4C)C(=O)O)cc3)CC2)c1
novartis,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCCC1CC[NH+](C)CC1,0.21686746987951808,0.22429906542056074,CN(C)C(=O)CN1CCC(CCOc2ccc(-c3cc4c(ncn4C)c(C#N)n3)cc2C(F)(F)F)CC1
novartis,CNC(=O)c1ccc(Oc2ccc3c(c2)CC[NH+](C2CCC2)CC3)nc1,0.42857142857142855,0.2894736842105263,O=C(N1CCOCC1)N1CCC(Oc2ccc3c(c2)CCN(C2CCC2)CC3)CC1
novartis,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,0.3431372549019608,0.45977011494252873,COc1cc(N2CC3COCC(C2)N3)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1
novartis,CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3C)c2)cnc1N,0.2631578947368421,0.2619047619047619,Cc1nc2ccccc2n1CC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
novartis,CNc1nc2ccccc2n(C)c1=O,0.5,0.40425531914893614,Cn1c([S@@](=O)Cc2ccccn2)nc2ccccc21
novartis,COC(=O)/C=C/C(=O)[O-],0.5,0.2692307692307692,COC(=O)CN
novartis,COC(=O)Cn1c(C[NH+]2CCC(Cc3ccccc3)CC2)nc2c1c(=O)n(C)c(=O)n2C,0.3614457831325301,0.3253012048192771,Cc1cn2c3c(=O)n(C)c(=O)n(C)c3nc2n1CCCN1CCN(c2ccccc2)CC1
novartis,COC(=O)c1ccc2[nH]cc(CN3CCCC4(CCN(c5nc(C)cc(C)n5)CC4)C3=O)c2c1,0.26804123711340205,0.26136363636363635,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1
novartis,COCc1nc2ccccc2n1Cc1ccc(C(C)(C)C)cc1,0.3541666666666667,0.3380281690140845,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1
novartis,COc1cc(C(C)=O)ccc1OCCC[NH+]1CCC(c2noc3cc(F)ccc23)CC1,0.32978723404255317,0.34065934065934067,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2
novartis,COc1cc(C(C)O)ccc1OCCC[NH+]1CCC(c2noc3cc(F)ccc23)CC1,0.3176470588235294,0.32608695652173914,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2
novartis,COc1cc(CN(CC(=O)NCc2ccccc2Cl)S(=O)(=O)c2ccc(CN3CC[NH+](C)CC3)cc2)ccc1OCC(C)C,0.29896907216494845,0.29473684210526313,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1
novartis,COc1cc(Nc2ccccc2C(=O)[O-])cc(OC)c1,0.5135135135135135,0.39215686274509803,COc1cc(Cl)c(Nc2ccccc2CC(=O)O)c(Cl)c1
novartis,COc1cc2c(cc1OC)CN(c1cc(N)c3cc(OC)c(OC)cc3[nH+]1)CC2,0.39285714285714285,0.33783783783783783,COc1cc2c(cc1OC)CN(c1nc(N3CCCN(C(=O)N4CC(O)C(O)C4)CC3)nc3cc(OC)c(OC)cc13)CC2
novartis,COc1ccc(-c2c(C)nc3c(-c4ccccn4)cnn3c2N)cc1,0.2962962962962963,0.3018867924528302,Oc1ccccc1-c1ccccn1
novartis,COc1ccc(-c2ccc(C(=O)Nc3ccc4c(c3)CCC(C[NH+](C)C)C4)cc2)cc1,0.3333333333333333,0.34545454545454546,COc1ccc(C(=O)NO)cc1
novartis,COc1ccc(-c2cnc3c(-c4cccc5ncccc45)cnn3c2)cc1,0.3333333333333333,0.34615384615384615,COc1ccc(-c2cnc(O)nc2)cc1
novartis,COc1ccc(-c2nc(Nc3ccc(F)cc3F)c3ccccc3n2)cc1OC,0.41509433962264153,0.417910447761194,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccc(F)cc12
novartis,COc1ccc(/C=C/C(=O)N2CCN(c3ccccn3)CC2)cc1,0.42857142857142855,0.4375,COc1ccc(/C=C/C(=O)O)cc1
novartis,COc1ccc(Br)c(C=O)c1O,0.4857142857142857,0.3333333333333333,COc1cccc(CN)c1O
novartis,COc1ccc(C#CC(C)(C)[NH3+])cc1C(=O)c1ccc(Nc2ccc(F)cc2F)cc1,0.30434782608695654,0.275,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccc(F)cc12
novartis,COc1ccc(C2=C([O-])c3ccccc3C2=O)cc1,0.5882352941176471,0.4594594594594595,COc1ccc(-c2ccccc2O)cc1
novartis,COc1ccc(CNC(=O)[C@@H](NC(=O)[C@H](Cc2ccc(OC)c(OC)c2)NC(=O)Cc2cccc(Oc3ccccc3)c2)C(C)C)c(O)c1,0.2916666666666667,0.32926829268292684,COc1ccc(O)c(/C=N/NC(=O)Cc2ccccc2)c1
novartis,COc1ccc(CNC(=O)c2c(C)nc3ccccn23)cc1,0.34545454545454546,0.36363636363636365,COc1ccc(CNC(=N)C(Cl)(Cl)Cl)cc1.Cl
novartis,COc1ccc(N)c2ccccc12,0.5384615384615384,0.5,COc1ccc(C(=O)O)c2ccccc12
novartis,COc1ccc(N2CCOCC2)c2sc(NC(=O)N3CCC(C)(O)CC3)nc12,0.2619047619047619,0.2857142857142857,COc1cc2nc(N3CCCN(C(=O)N4CCOCC4)CC3)nc(N)c2cc1-c1ccccn1
novartis,COc1ccc(N2CCc3c(-n4ccc(N5CCNC5=O)n4)cc(C)nc32)c(C)c1,0.2786885245901639,0.27380952380952384,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1
novartis,COc1ccc(NS(=O)(=O)c2ccc(-n3cccn3)cc2)cc1OC,0.40384615384615385,0.3793103448275862,COc1ccc(S(=O)(=O)Nc2cccc([N+](=O)[O-])c2)cc1
novartis,COc1ccc(Nc2ccc3ccccc3n2)cc1,0.5641025641025641,0.39622641509433965,COc1ccc2nc3ccccc3c(Nc3ccc(NS(C)(=O)=O)cc3)c2c1
novartis,COc1ccc(OC)c(CNc2ccc3nc(N)nc(N)c3c2Cl)c1,0.3333333333333333,0.3448275862068966,COc1ccc(OC)c(C[C@@H](N)CO)c1
novartis,COc1ccc(OC)c(S(=O)(=O)N2CCC(CN3CC[NH+](Cc4ccc(F)cc4)CC3)CC2)c1,0.3246753246753247,0.27956989247311825,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC
novartis,COc1ccc(SC)c2c1C[C@@H]1[C@@H](C2)OCC[NH+]1C,0.29850746268656714,0.21621621621621623,COc1ccc(Cl)cc1NS(=O)(=O)c1ccc(OC)c2c1CC[C@@H](N(C)C)C2
novartis,COc1ccc(SCCc2ccncc2)cc1,0.4838709677419355,0.3783783783783784,CN(C)CCc1ccncc1
novartis,COc1ccc2[nH]cc(CN3CCCC4(CCN(c5nc(C)cc(C)n5)CC4)C3=O)c2c1,0.3787878787878788,0.3291139240506329,COc1ccc2[nH]cc(C3=CCN(Cc4ccccc4)CC3)c2c1
novartis,COc1ccc2c(c1)CN(C(=O)CC[NH+]1CCC(Cc3ccccc3)CC1)CCS2,0.32926829268292684,0.3068181818181818,CS(=O)(=O)Nc1ccc2c(C(=O)CN3CCC(Cc4ccccc4)CC3)c[nH]c2c1
novartis,COc1ccc2c(c1)C[NH+](C)CCS2,0.3488372093023256,0.2926829268292683,COc1ccc2cc(N)ccc2c1
novartis,COc1ccc2nccc(-n3cc4c(n3)CCC(NC(=O)c3ccc5c(c3)NC(=O)CS5)C4)c2n1,0.25,0.3577981651376147,COc1ccc2ncc(Cl)c(CC[C@H]3CC[C@H](NCc4ccc5c(n4)NC(=O)CS5)CN3)c2n1
novartis,COc1cccc(-c2cccc(CCC3(C)CC(=O)N(C)C(N)=[NH+]3)c2)c1,0.4090909090909091,0.36923076923076925,COc1cccc(-c2cccc(C3(C)COCC(N)=N3)c2)c1
novartis,COc1cccc(-c2cnc(N)c(-c3ccc(C(N)=O)cc3)c2)c1,0.3673469387755102,0.4032258064516129,COc1cccc(-c2cccc(C3(C)N=C(N)CN3C(C)=O)c2)c1
novartis,COc1cccc(-c2nnc3n(Cc4ccccc4Cl)c(=O)c4ccccc4n23)c1O,0.2857142857142857,0.3114754098360656,COc1cccc(CN)c1O
novartis,COc1cccc(C(=O)Cn2cnc3c(C#N)c(N4CC[NH2+]CC4)n(CC=C(C)C)c3c2=O)c1,0.3191489361702128,0.32608695652173914,COc1cccc(C(=O)NCCN2CCN(c3ncccc3C#N)CC2)c1
novartis,COc1cccc(OC)c1-c1ccc(C[C@H](NC(=O)c2c(Cl)cccc2Cl)C(=O)[O-])cc1,0.36507936507936506,0.4411764705882353,CNc1cccc(COCc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)n1
novartis,COc1cccc2[nH]cc(-c3ccnc(N)n3)c12,0.3404255319148936,0.32,COc1ccccc1-c1c[nH]nn1
novartis,COc1ccccc1S(=O)(=O)Nc1ccc2c(c1)CN(C)C(=O)N2,0.3508771929824561,0.31343283582089554,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12
novartis,COc1ccnc(N2CCC3(CCCN(Cc4c[nH]c5ccccc45)C3=O)CC2)n1,0.2903225806451613,0.3170731707317073,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1
novartis,CS(=O)(=O)Nn1c(=O)[nH]c2cc(C(F)(F)F)c(N)cc2c1=O,0.5510204081632653,0.3287671232876712,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2cc(C(F)(F)F)c(N)cc12
novartis,CS(=O)(=O)Nn1c(=O)[nH]c2cc(C(F)(F)F)c(N3CCCOCC3)cc2c1=O,0.4426229508196721,0.2631578947368421,Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1
novartis,CS(=O)(=O)Nn1c(=O)[nH]c2cc(C(F)(F)F)c(N3CCOCC3)cc2c1=O,0.47368421052631576,0.2777777777777778,Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1
novartis,CS(=O)(=O)Nn1c(=O)[nH]c2cc(C(F)(F)F)ccc2c1=O,0.6666666666666666,0.3142857142857143,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2cc(C(F)(F)F)ccc12
novartis,CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)cc3)c2)cc1,0.3953488372093023,0.35714285714285715,CS(=O)(=O)c1ccc(N)cc1
novartis,CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)nc3)c2)cc1,0.3617021276595745,0.36585365853658536,CS(=O)(=O)c1ccc(N)cc1
novartis,CS(=O)(=O)c1ccc(-c2nc3c(c(=O)[nH]2)COCC3)cc1,0.29545454545454547,0.28888888888888886,CS(=O)(=O)c1ccc(N)cc1
novartis,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,0.38571428571428573,0.3108108108108108,Cc1cccc(NC(=O)c2nc(C)cc3c(-c4ccccn4)c[nH]c23)n1
