dataset,exp,pred,err,n_atoms,rings,site,pka_bin
novartis,8.7,8.440974649122808,0.2590253508771916,34,4,base-only,7-10
novartis,9.005,8.119520562499998,0.8854794375000026,32,3,base-only,7-10
novartis,8.66,8.202567567567568,0.4574324324324319,28,3,base-only,7-10
novartis,4.5,4.242438352040818,0.25756164795918224,30,3,acid-only,4-7
novartis,6.9,7.261834862385321,0.3618348623853205,30,4,acid-only,4-7
novartis,10.2,8.19375,2.0062499999999996,16,2,acid-only,>10
novartis,4.26,4.650138888888889,0.39013888888888903,27,3,acid-only,4-7
novartis,3.4,5.086736842105263,1.686736842105263,23,3,base-only,<4
novartis,7.6,7.003846153846155,0.5961538461538449,18,2,acid-only,7-10
novartis,5.3,3.8171723675213673,1.4828276324786325,25,3,base-only,4-7
novartis,3.69,5.610816154639176,1.920816154639176,29,4,base-only,<4
novartis,8.52,8.992364366120217,0.4723643661202175,22,1,base-only,7-10
novartis,3.37,3.8171723675213673,0.44717236752136724,28,3,acid-only,<4
novartis,4.2,4.120499999999999,0.07950000000000124,15,2,base-only,4-7
novartis,5.8,5.086736842105263,0.7132631578947368,16,2,base-only,4-7
novartis,3.0,4.120499999999999,1.120499999999999,37,5,both,<4
novartis,5.4,5.501881720430107,0.10188172043010635,26,3,base-only,4-7
novartis,8.5,7.407061407894737,1.0929385921052628,31,4,base-only,7-10
novartis,10.6,8.646977773333331,1.9530222266666684,37,3,both,>10
novartis,3.7,5.501881720430107,1.8018817204301065,29,4,base-only,<4
novartis,8.356,8.202567567567568,0.15343243243243165,16,2,both,7-10
novartis,7.9,4.858527139534885,3.041472860465116,34,4,base-only,7-10
novartis,9.2,9.177016112903225,0.02298388709677468,27,2,acid-only,7-10
novartis,10.6,10.812083325,0.21208332500000004,20,2,acid-only,>10
novartis,4.8,5.086736842105263,0.2867368421052632,16,3,base-only,4-7
novartis,6.8,5.953040540540541,0.8469594594594589,21,3,base-only,4-7
novartis,3.9,5.086736842105263,1.186736842105263,33,5,base-only,<4
novartis,4.3,4.69986759813084,0.3998675981308404,27,3,base-only,4-7
novartis,8.3,7.261834862385321,1.0381651376146799,26,2,both,7-10
novartis,8.4,4.858527139534885,3.541472860465116,19,2,base-only,7-10
novartis,6.2,5.953040540540541,0.2469594594594593,34,5,base-only,4-7
novartis,9.01,9.148857142857144,0.13885714285714457,31,3,acid-only,7-10
novartis,3.4,4.242438352040818,0.8424383520408179,36,5,both,<4
novartis,3.5,4.69986759813084,1.1998675981308402,35,5,both,<4
novartis,9.2,8.646977773333331,0.553022226666668,34,4,base-only,7-10
novartis,10.7,9.576742849999997,1.1232571500000024,32,4,base-only,>10
novartis,10.2,9.614444444444443,0.5855555555555565,33,4,base-only,>10
novartis,8.6,8.440974649122808,0.15902535087719194,26,4,base-only,7-10
novartis,4.266667,4.858527139534885,0.5918601395348846,33,4,base-only,4-7
novartis,7.6,6.210800970873787,1.389199029126213,30,3,both,7-10
novartis,4.25,6.31672018348624,2.0667201834862396,14,2,base-only,4-7
novartis,2.9,3.585692307692308,0.685692307692308,9,0,acid-only,<4
novartis,6.0,7.048581560283689,1.0485815602836892,32,4,base-only,4-7
novartis,4.8,7.589999999999999,2.789999999999999,34,5,base-only,4-7
novartis,4.2,5.610816154639176,1.4108161546391758,23,3,base-only,4-7
novartis,8.2,8.119520562499998,0.08047943750000108,31,4,base-only,7-10
novartis,8.25,8.544779411764708,0.2947794117647078,31,4,base-only,7-10
novartis,7.17,7.861739450204803,0.6917394502048033,44,4,base-only,7-10
novartis,4.0,4.034000000000001,0.034000000000000696,20,2,both,<4
novartis,8.9,8.202567567567568,0.6974324324324321,29,4,base-only,7-10
novartis,6.07,5.953040540540541,0.1169594594594594,25,4,base-only,4-7
novartis,9.1,9.52075,0.42074999999999996,31,4,base-only,7-10
novartis,4.4,4.5463282148760324,0.1463282148760321,27,5,base-only,4-7
novartis,5.2,5.37758695652174,0.17758695652173984,29,4,base-only,4-7
novartis,5.3,7.361071428571429,2.061071428571429,24,3,base-only,4-7
novartis,7.5,6.512125,0.9878749999999998,12,1,acid-only,7-10
novartis,8.1,8.119520562499998,0.01952056249999856,31,3,base-only,7-10
novartis,10.91,8.202567567567568,2.707432432432432,49,4,acid-only,>10
novartis,5.0,5.953040540540541,0.9530405405405409,22,3,base-only,4-7
novartis,4.9,4.5463282148760324,0.3536717851239679,13,2,base-only,4-7
novartis,9.4,5.610816154639176,3.7891838453608244,28,4,base-only,7-10
novartis,6.37,6.512125,0.14212500000000006,30,5,base-only,4-7
novartis,8.3,8.202567567567568,0.09743243243243249,25,3,both,7-10
novartis,6.5,7.0660869565217395,0.5660869565217395,19,3,base-only,4-7
novartis,7.1,6.31672018348624,0.78327981651376,25,3,base-only,7-10
novartis,7.32,7.679220435483871,0.35922043548387084,34,4,base-only,7-10
novartis,6.25,7.878540145985401,1.6285401459854008,19,3,base-only,4-7
novartis,5.6,5.446234567901234,0.1537654320987656,17,2,base-only,4-7
novartis,4.65,7.048581560283689,2.398581560283689,32,5,base-only,4-7
novartis,8.3,8.544779411764708,0.24477941176470708,30,4,base-only,7-10
novartis,7.5,7.679220435483871,0.17922043548387112,14,2,base-only,7-10
novartis,3.8,5.501881720430107,1.7018817204301069,35,6,base-only,<4
novartis,9.4,9.576742849999997,0.17674284999999657,26,3,base-only,7-10
novartis,5.3,5.446234567901234,0.14623456790123424,24,3,base-only,4-7
novartis,8.4,7.679220435483871,0.7207795645161292,31,5,acid-only,7-10
novartis,8.2,8.832361116666666,0.632361116666667,34,4,base-only,7-10
novartis,3.41,3.6906250000000003,0.2806250000000001,32,3,acid-only,<4
novartis,5.522,5.086736842105263,0.43526315789473724,18,3,base-only,4-7
novartis,8.65,8.303245614035086,0.34675438596491404,24,3,both,7-10
novartis,5.283333,6.512125,1.2287920000000003,30,5,base-only,4-7
novartis,8.6,6.9365320561293675,1.6634679438706321,22,2,both,7-10
novartis,8.4,7.048581560283689,1.3514184397163111,28,3,both,7-10
novartis,8.35,7.261834862385321,1.0881651376146788,27,3,both,7-10
novartis,8.35,7.048581560283689,1.3014184397163104,21,2,both,7-10
novartis,4.9,3.725569109756098,1.1744308902439022,27,3,base-only,4-7
novartis,4.8,3.338076923076923,1.4619230769230769,27,3,base-only,4-7
novartis,7.31,6.512125,0.7978749999999994,21,3,base-only,7-10
novartis,3.84,4.242438352040818,0.4024383520408179,27,3,base-only,<4
novartis,7.7,8.119520562499998,0.41952056249999803,42,4,base-only,7-10
novartis,10.4,7.407061407894737,2.992938592105263,22,2,acid-only,>10
novartis,9.1,9.177016112903225,0.07701611290322496,30,4,base-only,7-10
novartis,8.4,8.992364366120217,0.5923643661202167,22,3,base-only,7-10
novartis,7.8,8.440974649122808,0.6409746491228079,35,5,base-only,7-10
novartis,7.9,8.646977773333331,0.7469777733333309,36,5,base-only,7-10
novartis,8.59,7.878540145985401,0.7114598540145991,28,4,base-only,7-10
novartis,7.955,8.119520562499998,0.16452056249999814,28,4,base-only,7-10
novartis,8.6,8.303245614035086,0.2967543859649133,26,3,base-only,7-10
novartis,7.74,7.878540145985401,0.13854014598540054,19,3,acid-only,7-10
novartis,3.86,4.242438352040818,0.3824383520408179,24,3,both,<4
novartis,9.0,8.440974649122808,0.5590253508771923,22,3,base-only,7-10
novartis,8.5,9.394817356164383,0.8948173561643831,21,3,base-only,7-10
novartis,4.4,6.684742990654205,2.2847429906542045,30,5,base-only,4-7
novartis,4.94,7.878540145985401,2.9385401459854004,30,5,base-only,4-7
novartis,4.8,7.048581560283689,2.2485815602836894,33,5,base-only,4-7
novartis,4.7,7.589999999999999,2.889999999999999,31,5,base-only,4-7
novartis,4.75,7.048581560283689,2.298581560283689,33,5,base-only,4-7
novartis,4.7,7.048581560283689,2.348581560283689,33,5,base-only,4-7
novartis,7.9,8.202567567567568,0.30256756756756786,12,2,base-only,7-10
novartis,9.43,8.202567567567568,1.2274324324324315,24,3,base-only,7-10
novartis,9.46,8.992364366120217,0.4676356338797838,26,3,acid-only,7-10
novartis,8.3,8.918341098777727,0.6183410987777265,36,5,base-only,7-10
novartis,4.63,2.785,1.8449999999999998,24,3,base-only,4-7
novartis,3.4,5.37758695652174,1.97758695652174,31,5,base-only,<4
novartis,2.3,3.585692307692308,1.2856923076923081,17,2,acid-only,<4
novartis,3.35,3.585692307692308,0.23569230769230787,17,2,acid-only,<4
novartis,3.5,3.725569109756098,0.22556910975609812,18,2,acid-only,<4
novartis,3.6,6.295,2.695,34,4,base-only,<4
novartis,3.9,4.242438352040818,0.34243835204081785,29,4,base-only,<4
novartis,4.2,4.242438352040818,0.042438352040817584,20,2,both,4-7
novartis,5.2,4.11978118918919,1.08021881081081,23,3,base-only,4-7
novartis,2.7,6.31672018348624,3.6167201834862395,36,3,base-only,<4
novartis,3.8,4.726842849517993,0.9268428495179935,21,3,acid-only,<4
novartis,9.8,9.52075,0.2792500000000011,12,2,base-only,7-10
novartis,7.6,7.878540145985401,0.2785401459854011,12,2,base-only,7-10
novartis,8.35,8.119520562499998,0.23047943750000144,36,5,base-only,7-10
novartis,4.2,6.684742990654205,2.4847429906542047,29,5,base-only,4-7
novartis,8.6,8.411250000000003,0.1887499999999971,18,4,base-only,7-10
novartis,3.9,4.242438352040818,0.34243835204081785,20,3,base-only,<4
novartis,4.0,3.585692307692308,0.41430769230769204,22,2,both,<4
novartis,5.2,6.684742990654205,1.4847429906542047,24,3,both,4-7
novartis,4.35,4.69986759813084,0.34986759813084056,23,3,base-only,4-7
novartis,4.45,4.242438352040818,0.20756164795918242,20,2,both,4-7
novartis,5.0,5.37758695652174,0.37758695652174,26,4,base-only,4-7
novartis,4.28,5.610816154639176,1.3308161546391757,29,4,base-only,4-7
novartis,9.0,8.941428571428572,0.05857142857142783,33,5,base-only,7-10
novartis,4.7,5.446234567901234,0.7462345679012339,26,4,base-only,4-7
novartis,5.1,5.37758695652174,0.27758695652174037,21,3,base-only,4-7
novartis,8.5,7.407061407894737,1.0929385921052628,37,5,base-only,7-10
novartis,6.0,4.5463282148760324,1.4536717851239676,28,6,base-only,4-7
novartis,6.0,4.5463282148760324,1.4536717851239676,25,3,base-only,4-7
novartis,4.18,5.501881720430107,1.321881720430107,28,3,base-only,4-7
novartis,10.01,9.394817356164383,0.6151826438356167,22,3,both,>10
novartis,8.9,8.992364366120217,0.0923643661202167,24,4,base-only,7-10
novartis,7.2,7.361071428571429,0.16107142857142875,22,4,base-only,7-10
novartis,8.375,8.440974649122808,0.0659746491228077,27,4,base-only,7-10
novartis,6.8,7.048581560283689,0.24858156028368938,19,2,both,4-7
novartis,5.2,7.407061407894737,2.207061407894737,13,2,base-only,4-7
novartis,6.5,4.5463282148760324,1.9536717851239676,15,2,acid-only,4-7
novartis,9.5,9.576742849999997,0.07674284999999692,24,4,base-only,7-10
novartis,5.3,5.446234567901234,0.14623456790123424,18,3,base-only,4-7
novartis,4.1,4.242438352040818,0.14243835204081812,16,3,base-only,4-7
novartis,10.2,9.394817356164383,0.8051826438356162,20,4,base-only,>10
novartis,3.7,5.953040540540541,2.2530405405405407,28,3,base-only,<4
novartis,4.5,6.31672018348624,1.8167201834862396,23,3,base-only,4-7
novartis,7.0,7.261834862385321,0.26183486238532083,27,4,base-only,4-7
novartis,5.3,4.858527139534885,0.44147286046511525,18,3,base-only,4-7
novartis,4.6,3.867470588235294,0.7325294117647054,18,3,base-only,4-7
novartis,3.9,3.3689189189189186,0.5310810810810813,18,2,both,<4
novartis,7.5,5.953040540540541,1.5469594594594591,19,2,base-only,7-10
novartis,8.3,5.086736842105263,3.2132631578947377,19,2,base-only,7-10
novartis,4.2,4.242438352040818,0.042438352040817584,30,4,both,4-7
novartis,4.5,4.242438352040818,0.25756164795918224,32,4,both,4-7
novartis,5.4,5.086736842105263,0.31326315789473735,22,3,base-only,4-7
novartis,4.0,3.867470588235294,0.13252941176470578,27,3,base-only,<4
novartis,9.55,9.945714285714285,0.39571428571428413,11,2,base-only,7-10
novartis,8.26,8.202567567567568,0.05743243243243157,25,6,both,7-10
novartis,3.9,3.867470588235294,0.032529411764705696,18,3,base-only,<4
novartis,7.5,6.684742990654205,0.8152570093457951,11,2,base-only,7-10
novartis,10.8,9.614444444444443,1.185555555555558,20,3,both,>10
novartis,2.9,3.8171723675213673,0.9171723675213674,11,2,base-only,<4
novartis,6.9,6.31672018348624,0.5832798165137607,17,3,base-only,4-7
novartis,5.6,5.5225438421052635,0.07745615789473614,23,3,base-only,4-7
novartis,6.9,4.5463282148760324,2.353671785123968,17,3,base-only,4-7
novartis,4.7,5.086736842105263,0.3867368421052628,18,3,base-only,4-7
novartis,4.5,3.867470588235294,0.6325294117647058,18,3,base-only,4-7
novartis,6.1,6.210800970873787,0.11080097087378693,24,3,base-only,4-7
novartis,5.1,5.610816154639176,0.5108161546391763,25,3,base-only,4-7
novartis,3.6,5.086736842105263,1.486736842105263,29,5,base-only,<4
novartis,9.9,8.119520562499998,1.7804794375000021,17,2,acid-only,7-10
novartis,8.77,6.684742990654205,2.0852570093457947,29,4,base-only,7-10
novartis,5.9,6.210800970873787,0.3108009708737862,34,5,base-only,4-7
novartis,8.7,9.132784260869562,0.43278426086956223,17,3,acid-only,7-10
novartis,8.4,9.148857142857144,0.748857142857144,18,3,acid-only,7-10
novartis,3.4,4.242438352040818,0.8424383520408179,21,2,both,<4
novartis,3.8,4.69986759813084,0.8998675981308404,23,3,base-only,<4
novartis,5.2,4.69986759813084,0.50013240186916,27,3,base-only,4-7
novartis,6.3,7.048581560283689,0.7485815602836894,18,2,both,4-7
novartis,7.2,8.119520562499998,0.919520562499998,17,2,both,7-10
novartis,4.1,4.7454,0.6454000000000004,25,4,base-only,4-7
novartis,3.2,3.867470588235294,0.667470588235294,24,3,both,<4
novartis,3.3,3.8171723675213673,0.5171723675213675,25,3,both,<4
novartis,10.5,4.858527139534885,5.641472860465115,22,3,base-only,>10
novartis,5.8,7.261834862385321,1.461834862385321,21,3,base-only,4-7
novartis,5.7,7.361071428571429,1.6610714285714288,23,3,base-only,4-7
novartis,3.51,3.585692307692308,0.07569230769230817,18,2,acid-only,<4
novartis,3.48,3.585692307692308,0.10569230769230797,19,2,acid-only,<4
novartis,3.0,3.8171723675213673,0.8171723675213673,18,3,acid-only,<4
novartis,3.5,3.867470588235294,0.3674705882352942,21,3,both,<4
novartis,3.9,4.242438352040818,0.34243835204081785,15,2,acid-only,<4
novartis,4.1,4.120499999999999,0.020499999999999297,24,3,both,4-7
novartis,3.2,4.5463282148760324,1.3463282148760323,28,4,acid-only,<4
novartis,4.2,4.242438352040818,0.042438352040817584,30,4,both,4-7
novartis,4.45,4.858527139534885,0.4085271395348844,24,3,both,4-7
novartis,3.9,3.725569109756098,0.1744308902439018,24,2,both,<4
novartis,3.9,3.5586734693877546,0.34132653061224527,21,2,both,<4
novartis,4.39,3.867470588235294,0.5225294117647055,26,3,both,4-7
novartis,3.3,5.37758695652174,2.07758695652174,32,6,base-only,<4
novartis,3.3,5.086736842105263,1.7867368421052632,29,5,base-only,<4
novartis,11.7,9.614444444444443,2.0855555555555565,15,2,acid-only,>10
novartis,8.3,8.992364366120217,0.6923643661202163,13,2,both,7-10
novartis,3.8,8.646977773333331,4.8469777733333315,22,4,base-only,<4
novartis,3.9,5.771030290909091,1.8710302909090912,32,6,base-only,<4
novartis,3.8,7.048581560283689,3.2485815602836894,28,5,base-only,<4
novartis,3.75,5.37758695652174,1.62758695652174,32,6,base-only,<4
novartis,3.6,5.446234567901234,1.846234567901234,29,5,base-only,<4
novartis,9.3,8.168750000000001,1.1312499999999996,32,6,both,7-10
novartis,5.3,5.501881720430107,0.20188172043010688,11,1,acid-only,4-7
novartis,8.55,7.878540145985401,0.6714598540146,28,4,base-only,7-10
novartis,8.845,8.646977773333331,0.19802222666666935,25,5,base-only,7-10
novartis,7.3,7.878540145985401,0.5785401459854009,25,4,both,7-10
novartis,8.2,5.37758695652174,2.8224130434782593,31,2,base-only,7-10
novartis,6.4,4.69986759813084,1.7001324018691601,27,5,base-only,4-7
novartis,7.87,6.210800970873787,1.6591990291262135,21,3,base-only,7-10
novartis,7.94,6.31672018348624,1.6232798165137607,21,3,base-only,7-10
novartis,8.1,8.202567567567568,0.10256756756756857,19,3,acid-only,7-10
novartis,9.75,9.132784260869562,0.6172157391304385,23,3,acid-only,7-10
novartis,8.2,7.878540145985401,0.32145985401459853,19,3,acid-only,7-10
novartis,7.5,7.0993464637620685,0.40065353623793154,25,4,base-only,7-10
novartis,7.35,6.923571428571429,0.4264285714285707,20,3,base-only,7-10
novartis,5.8,6.512125,0.7121250000000003,16,3,both,4-7
novartis,4.6,5.086736842105263,0.48673684210526336,28,5,base-only,4-7
novartis,8.4,8.119520562499998,0.28047943750000215,10,1,base-only,7-10
novartis,4.9,5.086736842105263,0.18673684210526265,25,5,base-only,4-7
novartis,4.8,5.446234567901234,0.6462345679012342,20,4,base-only,4-7
novartis,9.0,8.992364366120217,0.007635633879782944,12,2,base-only,7-10
novartis,8.0,5.953040540540541,2.046959459459459,24,4,base-only,7-10
novartis,3.6,4.5463282148760324,0.9463282148760324,17,3,base-only,<4
avlilumove,7.42,7.0660869565217395,0.35391304347826047,15,1,base-only,7-10
avlilumove,9.5,9.576742849999997,0.07674284999999692,10,1,base-only,7-10
avlilumove,9.1,9.576742849999997,0.4767428499999973,9,0,base-only,7-10
avlilumove,3.6,3.3689189189189186,0.2310810810810815,14,0,acid-only,<4
avlilumove,9.4,9.576742849999997,0.17674284999999657,11,0,base-only,7-10
avlilumove,9.0,9.148857142857144,0.14885714285714435,10,0,base-only,7-10
avlilumove,7.96,7.261834862385321,0.6981651376146791,27,5,base-only,7-10
avlilumove,3.73,3.215,0.5150000000000001,22,2,both,<4
avlilumove,9.92,9.85109375,0.0689062499999995,21,2,base-only,7-10
avlilumove,8.8,9.177016112903225,0.3770161129032239,21,2,base-only,7-10
avlilumove,4.44,4.650138888888889,0.21013888888888843,15,1,acid-only,4-7
avlilumove,4.31,4.242438352040818,0.06756164795918185,30,3,acid-only,4-7
avlilumove,7.34,7.878540145985401,0.5385401459854009,22,2,base-only,7-10
avlilumove,8.48,9.576742849999997,1.0967428499999965,28,3,base-only,7-10
avlilumove,7.9,8.303245614035086,0.40324561403508596,11,1,base-only,7-10
avlilumove,5.15,4.242438352040818,0.9075616479591826,22,1,acid-only,4-7
avlilumove,10.55,10.400374142857142,0.14962585714285837,9,2,base-only,>10
avlilumove,7.4,8.168750000000001,0.7687500000000007,20,3,base-only,7-10
avlilumove,11.4,11.369444444444444,0.03055555555555678,9,2,base-only,>10
avlilumove,6.325,4.858527139534885,1.4664728604651156,19,3,acid-only,4-7
avlilumove,9.06,8.992364366120217,0.06763563387978344,25,2,base-only,7-10
avlilumove,8.83,8.832361116666666,0.002361116666666163,39,2,base-only,7-10
avlilumove,8.79,8.440974649122808,0.34902535087719144,39,3,base-only,7-10
avlilumove,9.52,9.85109375,0.33109375000000085,24,1,base-only,7-10
avlilumove,3.56,3.585692307692308,0.025692307692307903,16,0,acid-only,<4
avlilumove,7.85,8.941428571428572,1.0914285714285725,22,2,base-only,7-10
avlilumove,3.6,3.705057685374389,0.10505768537438875,20,0,acid-only,<4
avlilumove,3.65,4.120499999999999,0.47049999999999903,22,0,acid-only,<4
avlilumove,4.77,5.771030290909091,1.0010302909090916,25,1,acid-only,4-7
avlilumove,4.87,4.7454,0.12460000000000004,25,1,acid-only,4-7
avlilumove,9.0,8.440974649122808,0.5590253508771923,21,2,base-only,7-10
avlilumove,9.48,9.576742849999997,0.0967428499999965,13,0,base-only,7-10
avlilumove,7.72,7.407061407894737,0.31293859210526254,27,2,base-only,7-10
avlilumove,8.8,8.992364366120217,0.19236436612021635,18,1,base-only,7-10
avlilumove,9.66,9.132784260869562,0.5272157391304386,24,1,base-only,7-10
avlilumove,7.1,6.31672018348624,0.78327981651376,26,5,base-only,7-10
avlilumove,5.4,5.953040540540541,0.5530405405405405,21,2,base-only,4-7
avlilumove,5.4,5.953040540540541,0.5530405405405405,21,2,base-only,4-7
avlilumove,9.3,8.832361116666666,0.4676388833333345,25,2,base-only,7-10
avlilumove,10.9,10.878020833333332,0.021979166666667993,4,0,base-only,>10
avlilumove,8.28,9.132784260869562,0.8527842608695622,22,3,base-only,7-10
avlilumove,8.7,8.403182191626815,0.2968178083731843,22,3,base-only,7-10
avlilumove,8.15,8.544779411764708,0.39477941176470743,14,2,base-only,7-10
avlilumove,6.0,5.953040540540541,0.04695945945945912,33,5,base-only,4-7
avlilumove,9.56,9.576742849999997,0.016742849999996423,19,1,base-only,7-10
avlilumove,8.4,7.261834862385321,1.1381651376146795,27,4,base-only,7-10
avlilumove,4.7,4.5463282148760324,0.15367178512396773,15,1,acid-only,4-7
avlilumove,9.99,9.884534883720931,0.10546511627906874,12,1,base-only,7-10
avlilumove,9.32,9.52075,0.20074999999999932,15,1,base-only,7-10
avlilumove,8.7,8.832361116666666,0.13236111666666694,19,3,base-only,7-10
avlilumove,8.22,7.407061407894737,0.8129385921052634,22,5,base-only,7-10
avlilumove,9.23,8.440974649122808,0.7890253508771927,21,5,base-only,7-10
avlilumove,9.86,9.884534883720931,0.024534883720932044,12,1,base-only,7-10
avlilumove,3.86,3.867470588235294,0.00747058823529434,6,0,acid-only,<4
avlilumove,9.05,9.576742849999997,0.5267428499999962,11,1,base-only,7-10
avlilumove,5.04,5.37758695652174,0.33758695652174,28,4,acid-only,4-7
avlilumove,5.03,5.37758695652174,0.34758695652173976,28,4,acid-only,4-7
avlilumove,3.86,3.8171723675213673,0.04282763247863253,6,0,acid-only,<4
avlilumove,9.94,10.025714285714287,0.08571428571428719,10,1,base-only,7-10
avlilumove,9.19,9.576742849999997,0.3867428499999974,11,1,base-only,7-10
avlilumove,8.7,9.132784260869562,0.43278426086956223,21,3,base-only,7-10
avlilumove,8.7,8.303245614035086,0.39675438596491297,8,0,base-only,7-10
avlilumove,9.5,8.544779411764708,0.9552205882352922,9,0,base-only,7-10
avlilumove,9.3,9.945714285714285,0.6457142857142841,16,1,base-only,7-10
avlilumove,9.4,9.945714285714285,0.5457142857142845,15,1,base-only,7-10
avlilumove,9.8,9.945714285714285,0.14571428571428413,14,1,base-only,7-10
avlilumove,9.3,9.576742849999997,0.2767428499999962,15,1,base-only,7-10
avlilumove,9.27,9.750220599999999,0.4802205999999991,23,3,base-only,7-10
avlilumove,8.5,8.646977773333331,0.14697777333333129,14,1,base-only,7-10
avlilumove,9.61,8.9815,0.628499999999999,22,3,base-only,7-10
avlilumove,10.195,10.225319148936169,0.030319148936168716,10,2,base-only,>10
avlilumove,9.84,9.177016112903225,0.6629838870967752,21,3,base-only,7-10
avlilumove,9.84,9.132784260869562,0.7072157391304383,21,3,base-only,7-10
avlilumove,10.37,10.400374142857142,0.030374142857143127,12,1,base-only,>10
avlilumove,10.45,10.225319148936169,0.2246808510638303,13,1,base-only,>10
avlilumove,8.0,8.992364366120217,0.9923643661202171,20,3,base-only,7-10
avlilumove,9.99,10.055000000000001,0.06500000000000128,11,1,base-only,7-10
avlilumove,9.73,9.85109375,0.12109375,12,1,base-only,7-10
avlilumove,9.9,9.132784260869562,0.7672157391304388,27,4,base-only,7-10
avlilumove,2.82,3.585692307692308,0.7656923076923081,24,3,acid-only,<4
avlilumove,3.21,3.338076923076923,0.12807692307692298,14,1,acid-only,<4
avlilumove,10.0,9.576742849999997,0.4232571500000031,27,4,base-only,7-10
avlilumove,7.6,7.261834862385321,0.3381651376146788,24,6,base-only,7-10
avlilumove,7.5,8.119520562499998,0.6195205624999982,20,3,base-only,7-10
avlilumove,7.16,7.878540145985401,0.7185401459854006,21,3,base-only,7-10
avlilumove,7.54,7.589999999999999,0.049999999999998934,21,3,base-only,7-10
avlilumove,10.0,9.177016112903225,0.8229838870967754,26,4,base-only,7-10
avlilumove,3.4,2.4895,0.9104999999999999,31,4,acid-only,<4
avlilumove,7.45,7.261834862385321,0.18816513761467935,26,6,base-only,7-10
avlilumove,7.5,7.048581560283689,0.4514184397163108,7,1,base-only,7-10
avlilumove,9.4,8.646977773333331,0.7530222266666691,6,1,base-only,7-10
avlilumove,8.8,9.132784260869562,0.3327842608695608,14,2,base-only,7-10
avlilumove,9.3,9.394817356164383,0.09481735616438236,14,2,base-only,7-10
avlilumove,4.0,5.086736842105263,1.086736842105263,8,1,base-only,<4
avlilumove,2.0,3.867470588235294,1.8674705882352942,31,5,base-only,<4
avlilumove,8.76,9.117227147781403,0.3572271477814031,27,4,base-only,7-10
avlilumove,7.8,8.440974649122808,0.6409746491228079,12,1,base-only,7-10
avlilumove,8.1,7.407061407894737,0.6929385921052624,19,4,base-only,7-10
avlilumove,7.4,6.923571428571429,0.4764285714285714,18,3,base-only,7-10
avlilumove,7.4,6.684742990654205,0.7152570093457955,18,3,base-only,7-10
avlilumove,7.6,7.784814777777778,0.18481477777777844,28,4,base-only,7-10
avlilumove,3.3,4.5463282148760324,1.2463282148760326,18,2,acid-only,<4
avlilumove,2.64,3.2119999999999997,0.5719999999999996,13,1,acid-only,<4
avlilumove,3.62,4.120499999999999,0.5004999999999988,13,0,acid-only,<4
avlilumove,2.9,3.8171723675213673,0.9171723675213674,20,3,both,<4
avlilumove,3.4,3.338076923076923,0.06192307692307697,23,3,both,<4
