dataset,exp,pred,err,n_atoms,rings,site,pka_bin
novartis,4.1,4.136601769911503,0.036601769911503546,24,3,both,4-7
novartis,3.2,4.438374999999999,1.2383749999999987,28,4,acid-only,<4
novartis,4.2,4.239679707482994,0.03967970748299354,30,4,both,4-7
novartis,4.45,4.773878211538461,0.3238782115384611,24,3,both,4-7
novartis,3.9,3.6421289562043797,0.2578710437956202,24,2,both,<4
novartis,3.9,3.615736842105262,0.2842631578947379,21,2,both,<4
novartis,4.39,3.870913557971014,0.5190864420289856,26,3,both,4-7
novartis,3.3,5.474253731343283,2.174253731343283,32,6,base-only,<4
novartis,3.3,5.369314208107362,2.069314208107362,29,5,base-only,<4
novartis,11.7,9.638204807228913,2.0617951927710862,15,2,acid-only,>10
novartis,8.3,8.9831208317757,0.6831208317756996,13,2,both,7-10
novartis,3.8,8.586525816901409,4.786525816901409,22,4,base-only,<4
novartis,3.9,5.9027777777777795,2.0027777777777795,32,6,base-only,<4
novartis,3.8,7.1575000000000015,3.3575000000000017,28,5,base-only,<4
novartis,3.75,5.474253731343283,1.7242537313432829,32,6,base-only,<4
novartis,3.6,5.474253731343283,1.8742537313432828,29,5,base-only,<4
novartis,9.3,8.057926012987016,1.2420739870129847,32,6,both,7-10
novartis,5.3,5.633530145728643,0.33353014572864303,11,1,acid-only,4-7
novartis,8.55,7.955738219895288,0.5942617801047128,28,4,base-only,7-10
novartis,8.845,8.586525816901409,0.25847418309859194,25,5,base-only,7-10
novartis,7.3,7.7700000000000005,0.47000000000000064,25,4,both,7-10
novartis,8.2,5.230141509433962,2.969858490566037,31,2,base-only,7-10
novartis,6.4,4.728,1.6720000000000006,27,5,base-only,4-7
novartis,7.87,6.380160891089109,1.4898391089108909,21,3,base-only,7-10
novartis,7.94,6.380160891089109,1.5598391089108912,21,3,base-only,7-10
novartis,8.1,8.057926012987016,0.042073987012983594,19,3,acid-only,7-10
novartis,9.75,9.062940265486727,0.687059734513273,23,3,acid-only,7-10
novartis,8.2,7.587806122448981,0.6121938775510181,19,3,acid-only,7-10
novartis,7.5,7.1575000000000015,0.3424999999999985,25,4,base-only,7-10
novartis,7.35,6.812741935483871,0.5372580645161289,20,3,base-only,7-10
novartis,5.8,6.6196,0.8196000000000003,16,3,both,4-7
novartis,4.6,5.07,0.47000000000000064,28,5,base-only,4-7
novartis,8.4,7.955738219895288,0.4442617801047124,10,1,base-only,7-10
novartis,4.9,4.936951219512196,0.036951219512195266,25,5,base-only,4-7
novartis,4.8,5.474253731343283,0.674253731343283,20,4,base-only,4-7
novartis,9.0,8.9831208317757,0.01687916822429969,12,2,base-only,7-10
novartis,8.0,5.633530145728643,2.366469854271357,24,4,base-only,7-10
novartis,3.6,4.438374999999999,0.8383749999999988,17,3,base-only,<4
avlilumove,7.42,7.1575000000000015,0.2624999999999984,15,1,base-only,7-10
avlilumove,9.5,9.638204807228913,0.13820480722891304,10,1,base-only,7-10
avlilumove,9.1,9.638204807228913,0.5382048072289134,9,0,base-only,7-10
avlilumove,3.6,3.3250980392156864,0.2749019607843137,14,0,acid-only,<4
avlilumove,9.4,9.638204807228913,0.23820480722891268,11,0,base-only,7-10
avlilumove,9.0,9.176947411764704,0.1769474117647043,10,0,base-only,7-10
avlilumove,7.96,7.246296296296295,0.7137037037037048,27,5,base-only,7-10
avlilumove,3.73,3.2960526315789473,0.43394736842105264,22,2,both,<4
avlilumove,9.92,9.710499999999998,0.20950000000000202,21,2,base-only,7-10
avlilumove,8.8,9.176947411764704,0.3769474117647036,21,2,base-only,7-10
avlilumove,4.44,4.624051094890512,0.18405109489051164,15,1,acid-only,4-7
avlilumove,4.31,4.136601769911503,0.17339823008849642,30,3,acid-only,4-7
avlilumove,7.34,7.955738219895288,0.6157382198952881,22,2,base-only,7-10
avlilumove,8.48,9.638204807228913,1.1582048072289126,28,3,base-only,7-10
avlilumove,7.9,8.303064974576271,0.4030649745762709,11,1,base-only,7-10
avlilumove,5.15,4.239679707482994,0.9103202925170066,22,1,acid-only,4-7
avlilumove,10.55,10.368281249999999,0.1817187500000017,9,2,base-only,>10
avlilumove,7.4,8.156905974358976,0.7569059743589754,20,3,base-only,7-10
avlilumove,11.4,11.370833333333335,0.02916666666666501,9,2,base-only,>10
avlilumove,6.325,4.773878211538461,1.551121788461539,19,3,acid-only,4-7
avlilumove,9.06,9.062940265486727,0.0029402654867265454,25,2,base-only,7-10
avlilumove,8.83,8.79878135483871,0.03121864516129058,39,2,base-only,7-10
avlilumove,8.79,8.384315784210525,0.4056842157894742,39,3,base-only,7-10
avlilumove,9.52,9.710499999999998,0.19049999999999834,24,1,base-only,7-10
avlilumove,3.56,3.615736842105262,0.055736842105261974,16,0,acid-only,<4
avlilumove,7.85,8.9831208317757,1.1331208317757007,22,2,base-only,7-10
avlilumove,3.6,3.6421289562043797,0.04212895620437962,20,0,acid-only,<4
avlilumove,3.65,4.000679,0.35067899999999996,22,0,acid-only,<4
avlilumove,4.77,5.633530145728643,0.8635301457286433,25,1,acid-only,4-7
avlilumove,4.87,4.721030097222222,0.148969902777778,25,1,acid-only,4-7
avlilumove,9.0,8.586525816901409,0.4134741830985913,21,2,base-only,7-10
avlilumove,9.48,9.638204807228913,0.15820480722891261,13,0,base-only,7-10
avlilumove,7.72,7.2530769230769225,0.4669230769230772,27,2,base-only,7-10
avlilumove,8.8,9.062940265486727,0.26294026548672633,18,1,base-only,7-10
avlilumove,9.66,9.249992628071285,0.4100073719287156,24,1,base-only,7-10
avlilumove,7.1,6.380160891089109,0.7198391089108904,26,5,base-only,7-10
avlilumove,5.4,5.633530145728643,0.2335301457286425,21,2,base-only,4-7
avlilumove,5.4,5.633530145728643,0.2335301457286425,21,2,base-only,4-7
avlilumove,9.3,8.90952381632653,0.3904761836734707,25,2,base-only,7-10
avlilumove,10.9,10.852884615384616,0.04711538461538467,4,0,base-only,>10
avlilumove,8.28,9.134731193548385,0.8547311935483854,22,3,base-only,7-10
avlilumove,8.7,8.303064974576271,0.39693502542372805,22,3,base-only,7-10
avlilumove,8.15,8.586525816901409,0.43652581690140835,14,2,base-only,7-10
avlilumove,6.0,6.380160891089109,0.3801608910891092,33,5,base-only,4-7
avlilumove,9.56,9.638204807228913,0.07820480722891254,19,1,base-only,7-10
avlilumove,8.4,7.377692307692309,1.0223076923076917,27,4,base-only,7-10
avlilumove,4.7,4.438374999999999,0.26162500000000133,15,1,acid-only,4-7
avlilumove,9.99,9.910204081632656,0.07979591836734379,12,1,base-only,7-10
avlilumove,9.32,9.264430379746837,0.05556962025316281,15,1,base-only,7-10
avlilumove,8.7,8.90952381632653,0.20952381632653072,19,3,base-only,7-10
avlilumove,8.22,7.587806122448981,0.6321938775510194,22,5,base-only,7-10
avlilumove,9.23,8.384315784210525,0.8456842157894755,21,5,base-only,7-10
avlilumove,9.86,9.8598,0.00019999999999953388,12,1,base-only,7-10
avlilumove,3.86,3.870913557971014,0.010913557971014232,6,0,acid-only,<4
avlilumove,9.05,9.527681173913043,0.47768117391304266,11,1,base-only,7-10
avlilumove,5.04,5.230141509433962,0.19014150943396224,28,4,acid-only,4-7
avlilumove,5.03,5.13891891891892,0.1089189189189197,28,4,acid-only,4-7
avlilumove,3.86,3.8218518518518523,0.0381481481481476,6,0,acid-only,<4
avlilumove,9.94,10.117291666666667,0.17729166666666707,10,1,base-only,7-10
avlilumove,9.19,9.638204807228913,0.44820480722891354,11,1,base-only,7-10
avlilumove,8.7,9.134731193548385,0.4347311935483855,21,3,base-only,7-10
avlilumove,8.7,8.303064974576271,0.39693502542372805,8,0,base-only,7-10
avlilumove,9.5,8.586525816901409,0.9134741830985913,9,0,base-only,7-10
avlilumove,9.3,9.910204081632656,0.6102040816326557,16,1,base-only,7-10
avlilumove,9.4,9.710499999999998,0.31049999999999756,15,1,base-only,7-10
avlilumove,9.8,10.202499999999999,0.4024999999999981,14,1,base-only,7-10
avlilumove,9.3,9.638204807228913,0.33820480722891233,15,1,base-only,7-10
avlilumove,9.27,9.638204807228913,0.36820480722891347,23,3,base-only,7-10
avlilumove,8.5,8.79878135483871,0.2987813548387095,14,1,base-only,7-10
avlilumove,9.61,8.9831208317757,0.6268791682242991,22,3,base-only,7-10
avlilumove,10.195,10.243245614035088,0.048245614035087314,10,2,base-only,>10
avlilumove,9.84,9.385046943661973,0.4549530563380273,21,3,base-only,7-10
avlilumove,9.84,9.264430379746837,0.5755696202531624,21,3,base-only,7-10
avlilumove,10.37,10.368281249999999,0.0017187500000002132,12,1,base-only,>10
avlilumove,10.45,10.243245614035088,0.2067543859649117,13,1,base-only,>10
avlilumove,8.0,9.062940265486727,1.062940265486727,20,3,base-only,7-10
avlilumove,9.99,10.243245614035088,0.2532456140350874,11,1,base-only,7-10
avlilumove,9.73,9.8598,0.12979999999999947,12,1,base-only,7-10
avlilumove,9.9,8.9831208317757,0.9168791682243,27,4,base-only,7-10
avlilumove,2.82,3.615736842105262,0.7957368421052622,24,3,acid-only,<4
avlilumove,3.21,3.3250980392156864,0.1150980392156864,14,1,acid-only,<4
avlilumove,10.0,9.385046943661973,0.6149530563380274,27,4,base-only,7-10
avlilumove,7.6,7.2530769230769225,0.3469230769230771,24,6,base-only,7-10
avlilumove,7.5,8.057926012987016,0.557926012987016,20,3,base-only,7-10
avlilumove,7.16,7.955738219895288,0.7957382198952878,21,3,base-only,7-10
avlilumove,7.54,7.7700000000000005,0.23000000000000043,21,3,base-only,7-10
avlilumove,10.0,9.062940265486727,0.937059734513273,26,4,base-only,7-10
avlilumove,3.4,2.5437037222222227,0.8562962777777772,31,4,acid-only,<4
avlilumove,7.45,7.1575000000000015,0.29249999999999865,26,6,base-only,7-10
avlilumove,7.5,7.1575000000000015,0.3424999999999985,7,1,base-only,7-10
avlilumove,9.4,8.79878135483871,0.6012186451612909,6,1,base-only,7-10
avlilumove,8.8,9.256058589585637,0.45605858958563594,14,2,base-only,7-10
avlilumove,9.3,9.385046943661973,0.08504694366197185,14,2,base-only,7-10
avlilumove,4.0,5.230141509433962,1.2301415094339623,8,1,base-only,<4
avlilumove,2.0,4.136601769911503,2.136601769911503,31,5,base-only,<4
avlilumove,8.76,9.062940265486727,0.30294026548672726,27,4,base-only,7-10
avlilumove,7.8,8.303064974576271,0.5030649745762714,12,1,base-only,7-10
avlilumove,8.1,7.587806122448981,0.5121938775510184,19,4,base-only,7-10
avlilumove,7.4,6.871282051282051,0.528717948717949,18,3,base-only,7-10
avlilumove,7.4,6.871282051282051,0.528717948717949,18,3,base-only,7-10
avlilumove,7.6,7.587806122448981,0.012193877551018417,28,4,base-only,7-10
avlilumove,3.3,4.438374999999999,1.138374999999999,18,2,acid-only,<4
avlilumove,2.64,3.1056818181818184,0.4656818181818183,13,1,acid-only,<4
avlilumove,3.62,4.136601769911503,0.5166017699115031,13,0,acid-only,<4
avlilumove,2.9,3.8218518518518523,0.9218518518518524,20,3,both,<4
