dataset,exp,pred,err,n_atoms,rings,site,pka_bin
novartis,4.45,4.6928283387096785,0.24282833870967835,20,2,both,4-7
novartis,5.0,5.648036301980198,0.6480363019801976,26,4,base-only,4-7
novartis,4.28,5.341111111111111,1.061111111111111,29,4,base-only,4-7
novartis,9.0,7.65205882352941,1.3479411764705898,33,5,base-only,7-10
novartis,4.7,5.80960145652174,1.10960145652174,26,4,base-only,4-7
novartis,5.1,5.532100268292683,0.43210026829268333,21,3,base-only,4-7
novartis,8.5,8.366341670000002,0.1336583299999976,37,5,base-only,7-10
novartis,6.0,5.648036301980198,0.35196369801980243,28,6,base-only,4-7
novartis,6.0,5.532100268292683,0.467899731707317,25,3,base-only,4-7
novartis,4.18,5.649044117647058,1.4690441176470586,28,3,base-only,4-7
novartis,10.01,9.15751855194805,0.8524814480519503,22,3,both,>10
novartis,8.9,8.475,0.4250000000000007,24,4,base-only,7-10
novartis,7.2,8.010344827586204,0.8103448275862037,22,4,base-only,7-10
novartis,8.375,8.955866816927829,0.5808668169278288,27,4,base-only,7-10
novartis,6.8,6.493030303030304,0.3069696969696958,19,2,both,4-7
novartis,5.2,6.856838235294118,1.656838235294118,13,2,base-only,4-7
novartis,6.5,4.6928283387096785,1.8071716612903215,15,2,acid-only,4-7
novartis,9.5,9.725333319999999,0.22533331999999895,24,4,base-only,7-10
novartis,5.3,5.046636363636365,0.2533636363636349,18,3,base-only,4-7
novartis,4.1,4.6928283387096785,0.5928283387096789,16,3,base-only,4-7
novartis,10.2,8.882249999999999,1.3177500000000002,20,4,base-only,>10
novartis,3.7,5.046636363636365,1.3466363636363647,28,3,both,<4
novartis,4.5,6.063951612903225,1.5639516129032254,23,3,both,4-7
novartis,7.0,6.670608808290156,0.32939119170984377,27,4,base-only,4-7
novartis,5.3,4.547704918032786,0.7522950819672136,18,3,base-only,4-7
novartis,4.6,4.32431667,0.27568332999999967,18,3,base-only,4-7
novartis,3.9,3.6495049504950496,0.2504950495049503,18,2,both,<4
novartis,7.5,6.493030303030304,1.006969696969696,19,2,base-only,7-10
novartis,8.3,5.532100268292683,2.7678997317073177,19,2,base-only,7-10
novartis,4.2,3.8644266055045873,0.3355733944954129,30,4,both,4-7
novartis,4.5,4.6928283387096785,0.19282833870967853,32,4,both,4-7
novartis,5.4,5.020416666666667,0.3795833333333336,22,3,base-only,4-7
novartis,4.0,3.975482533333333,0.024517466666666987,27,3,base-only,<4
novartis,9.55,9.661931094202897,0.11193109420289638,11,2,base-only,7-10
novartis,8.26,8.447087254716983,0.1870872547169835,25,6,both,7-10
novartis,3.9,4.397882462686566,0.49788246268656566,18,3,base-only,<4
novartis,7.5,6.063951612903225,1.4360483870967746,11,2,base-only,7-10
novartis,10.8,9.377031249999998,1.4229687500000026,20,3,both,>10
novartis,2.9,8.010344827586204,5.110344827586204,11,2,both,<4
novartis,6.9,6.063951612903225,0.836048387096775,17,3,base-only,4-7
novartis,5.6,6.063951612903225,0.46395161290322573,23,3,base-only,4-7
novartis,6.9,4.805096153846152,2.0949038461538487,17,3,base-only,4-7
novartis,4.7,3.8135802407407406,0.8864197592592595,18,3,base-only,4-7
novartis,4.5,3.838,0.6619999999999999,18,3,base-only,4-7
novartis,6.1,6.493030303030304,0.3930303030303044,24,3,base-only,4-7
novartis,5.1,6.873464058823529,1.7734640588235298,25,3,base-only,4-7
novartis,3.6,4.615625000000001,1.0156250000000013,29,5,base-only,<4
novartis,9.9,8.080113636363636,1.819886363636364,17,2,acid-only,7-10
novartis,8.77,9.661931094202897,0.8919310942028975,29,4,both,7-10
novartis,5.9,6.493030303030304,0.5930303030303037,34,5,base-only,4-7
novartis,8.7,9.019197696969695,0.31919769696969524,17,3,both,7-10
novartis,8.4,9.15751855194805,0.7575185519480492,18,3,both,7-10
novartis,3.4,4.32431667,0.9243166700000001,21,2,both,<4
novartis,3.8,4.6928283387096785,0.8928283387096787,23,3,base-only,<4
novartis,5.2,5.532100268292683,0.3321002682926828,27,3,base-only,4-7
novartis,6.3,6.93,0.6299999999999999,18,2,both,4-7
novartis,7.2,9.019197696969695,1.8191976969696944,17,2,both,7-10
novartis,4.1,4.6928283387096785,0.5928283387096789,25,4,base-only,4-7
novartis,3.2,3.801226861111111,0.6012268611111109,24,3,both,<4
novartis,3.3,3.8135802407407406,0.5135802407407408,25,3,both,<4
novartis,10.5,5.020416666666667,5.479583333333333,22,3,base-only,>10
novartis,5.8,8.010344827586204,2.210344827586204,21,3,base-only,4-7
novartis,5.7,8.010344827586204,2.3103448275862037,23,3,base-only,4-7
novartis,3.51,3.5294761999999995,0.01947619999999972,18,2,acid-only,<4
novartis,3.48,3.975482533333333,0.49548253333333303,19,2,acid-only,<4
novartis,3.0,3.801226861111111,0.8012268611111111,18,3,acid-only,<4
novartis,3.5,3.975482533333333,0.475482533333333,21,3,both,<4
novartis,3.9,4.547704918032786,0.6477049180327863,15,2,acid-only,<4
novartis,4.1,4.32431667,0.22431667000000033,24,3,both,4-7
novartis,3.2,4.615625000000001,1.4156250000000012,28,4,acid-only,<4
novartis,4.2,4.615625000000001,0.41562500000000124,30,4,both,4-7
novartis,4.45,4.866680914529915,0.4166809145299144,24,3,both,4-7
novartis,3.9,3.8135802407407406,0.08641975925925927,24,2,both,<4
novartis,3.9,3.801226861111111,0.09877313888888883,21,2,both,<4
novartis,4.39,3.8644266055045873,0.5255733944954124,26,3,both,4-7
novartis,3.3,5.020416666666667,1.720416666666667,32,6,base-only,<4
novartis,3.3,5.2763580370370375,1.9763580370370377,29,5,base-only,<4
novartis,11.7,9.967346153846155,1.7326538461538448,15,2,acid-only,>10
novartis,8.3,9.040047622222222,0.740047622222221,13,2,both,7-10
novartis,3.8,9.050644433333332,5.250644433333332,22,4,base-only,<4
novartis,3.9,4.6928283387096785,0.7928283387096786,32,6,base-only,<4
novartis,3.8,6.063951612903225,2.2639516129032256,28,5,base-only,<4
novartis,3.75,5.046636363636365,1.296636363636365,32,6,base-only,<4
novartis,3.6,4.547704918032786,0.9477049180327861,29,5,base-only,<4
novartis,9.3,8.366341670000002,0.9336583299999983,32,6,both,7-10
novartis,5.3,4.866680914529915,0.43331908547008524,11,1,acid-only,4-7
novartis,8.55,7.584108184210526,0.9658918157894751,28,4,base-only,7-10
novartis,8.845,9.23967032967033,0.3946703296703298,25,5,base-only,7-10
novartis,7.3,7.844093663636362,0.544093663636362,25,4,both,7-10
novartis,8.2,4.866680914529915,3.3333190854700847,31,2,base-only,7-10
novartis,6.4,4.354285714285715,2.0457142857142854,27,5,base-only,4-7
novartis,7.87,7.584108184210526,0.28589181578947453,21,3,both,7-10
novartis,7.94,7.436003877906977,0.5039961220930236,21,3,both,7-10
novartis,4.42,8.010344827586204,3.590344827586204,24,5,acid-only,4-7
novartis,8.1,8.366341670000002,0.26634167000000275,19,3,acid-only,7-10
novartis,9.75,8.882249999999999,0.8677500000000009,23,3,acid-only,7-10
novartis,8.2,8.010344827586204,0.18965517241379537,19,3,acid-only,7-10
novartis,10.0,8.6275,1.3725000000000005,15,2,acid-only,7-10
novartis,7.5,6.670608808290156,0.8293911917098438,25,4,base-only,7-10
novartis,7.35,6.493030303030304,0.8569696969696956,20,3,base-only,7-10
novartis,5.8,6.324213830188678,0.5242138301886783,16,3,both,4-7
novartis,4.6,3.975482533333333,0.6245174666666666,28,5,base-only,4-7
novartis,8.4,7.584108184210526,0.8158918157894748,10,1,base-only,7-10
novartis,4.9,4.397882462686566,0.5021175373134348,25,5,base-only,4-7
novartis,4.8,5.648036301980198,0.8480363019801977,20,4,base-only,4-7
novartis,9.0,9.019197696969695,0.019197696969694533,12,2,base-only,7-10
novartis,8.0,5.648036301980198,2.3519636980198024,24,4,base-only,7-10
novartis,3.6,4.32431667,0.7243166699999999,17,3,base-only,<4
avlilumove,7.42,7.253711340206186,0.16628865979381402,15,1,base-only,7-10
avlilumove,9.5,10.2905243627882,0.7905243627882008,10,1,base-only,7-10
avlilumove,9.1,9.604547169811323,0.5045471698113229,9,0,base-only,7-10
avlilumove,3.6,3.8644266055045873,0.2644266055045872,14,0,acid-only,<4
avlilumove,9.4,9.377031249999998,0.022968750000002203,11,0,base-only,7-10
avlilumove,9.0,9.15751855194805,0.15751855194804953,10,0,base-only,7-10
avlilumove,7.96,8.010344827586204,0.050344827586203955,27,5,base-only,7-10
avlilumove,3.73,3.022857142857143,0.7071428571428569,22,2,both,<4
avlilumove,9.92,9.661931094202897,0.25806890579710284,21,2,base-only,7-10
avlilumove,8.8,9.661931094202897,0.8619310942028964,21,2,base-only,7-10
avlilumove,4.44,4.866680914529915,0.4266809145299142,15,1,acid-only,4-7
avlilumove,4.31,3.975482533333333,0.3345174666666666,30,3,acid-only,4-7
avlilumove,7.34,7.253711340206186,0.08628865979381395,22,2,base-only,7-10
avlilumove,8.48,9.357357572727272,0.8773575727272718,28,3,base-only,7-10
avlilumove,7.9,8.447087254716983,0.5470872547169829,11,1,base-only,7-10
avlilumove,5.15,4.063867924528302,1.0861320754716983,22,1,acid-only,4-7
avlilumove,10.55,10.404346687009658,0.14565331299034234,9,2,base-only,>10
avlilumove,7.4,7.844093663636362,0.4440936636363615,20,3,base-only,7-10
avlilumove,11.4,11.04716417910448,0.3528358208955211,9,2,base-only,>10
avlilumove,6.325,5.141551724137931,1.1834482758620695,19,3,acid-only,4-7
avlilumove,9.06,9.040047622222222,0.019952377777778807,25,2,base-only,7-10
avlilumove,8.83,9.019197696969695,0.18919769696969446,39,2,base-only,7-10
avlilumove,8.79,9.357357572727272,0.567357572727273,39,3,base-only,7-10
avlilumove,9.52,9.661931094202897,0.1419310942028975,24,1,base-only,7-10
avlilumove,3.56,4.063867924528302,0.503867924528302,16,0,acid-only,<4
avlilumove,7.85,8.697500000000003,0.8475000000000037,22,2,base-only,7-10
avlilumove,3.6,3.975482533333333,0.3754825333333329,20,0,acid-only,<4
avlilumove,3.65,4.547704918032786,0.8977049180327863,22,0,acid-only,<4
avlilumove,4.77,6.324213830188678,1.5542138301886785,25,1,acid-only,4-7
avlilumove,4.87,4.866680914529915,0.0033190854700855255,25,1,acid-only,4-7
avlilumove,9.0,8.594155246575342,0.40584475342465787,21,2,base-only,7-10
avlilumove,9.48,11.059851722586131,1.579851722586131,13,0,both,7-10
avlilumove,7.72,7.584108184210526,0.13589181578947418,27,2,base-only,7-10
avlilumove,8.8,9.040047622222222,0.24004762222222098,18,1,base-only,7-10
avlilumove,9.66,9.040047622222222,0.6199523777777785,24,1,base-only,7-10
avlilumove,7.1,7.253711340206186,0.15371134020618626,26,5,base-only,7-10
avlilumove,5.4,6.063951612903225,0.663951612903225,21,2,base-only,4-7
avlilumove,5.4,5.80960145652174,0.40960145652173985,21,2,base-only,4-7
avlilumove,9.3,9.97546511627907,0.675465116279069,25,2,both,7-10
avlilumove,10.9,10.720833333333331,0.17916666666666892,4,0,base-only,>10
avlilumove,8.28,8.594155246575342,0.3141552465753428,22,3,base-only,7-10
avlilumove,8.7,8.594155246575342,0.10584475342465716,22,3,base-only,7-10
avlilumove,8.15,8.447087254716983,0.29708725471698294,14,2,base-only,7-10
avlilumove,6.0,6.063951612903225,0.06395161290322537,33,5,base-only,4-7
avlilumove,9.56,9.357357572727272,0.2026424272727283,19,1,base-only,7-10
avlilumove,8.4,7.584108184210526,0.8158918157894748,27,4,base-only,7-10
avlilumove,4.7,4.547704918032786,0.15229508196721397,15,1,acid-only,4-7
avlilumove,9.99,9.661931094202897,0.3280689057971031,12,1,base-only,7-10
avlilumove,9.32,9.357357572727272,0.037357572727271915,15,1,base-only,7-10
avlilumove,8.7,8.010344827586204,0.6896551724137954,19,3,base-only,7-10
avlilumove,8.22,8.010344827586204,0.20965517241379672,22,5,base-only,7-10
avlilumove,9.23,9.15751855194805,0.07248144805195089,21,5,base-only,7-10
avlilumove,9.86,9.661931094202897,0.19806890579710235,12,1,base-only,7-10
avlilumove,3.86,3.6843314289190334,0.17566857108096645,6,0,acid-only,<4
avlilumove,9.05,9.23967032967033,0.1896703296703297,11,1,base-only,7-10
avlilumove,5.04,5.046636363636365,0.006636363636364884,28,4,acid-only,4-7
avlilumove,5.03,5.046636363636365,0.01663636363636467,28,4,acid-only,4-7
avlilumove,3.86,3.700833333333333,0.15916666666666668,6,0,acid-only,<4
avlilumove,9.94,9.97546511627907,0.03546511627907023,10,1,base-only,7-10
avlilumove,9.19,9.377031249999998,0.18703124999999865,11,1,base-only,7-10
avlilumove,8.7,8.882249999999999,0.1822499999999998,21,3,base-only,7-10
avlilumove,8.7,7.9390909090909085,0.7609090909090908,8,0,base-only,7-10
avlilumove,9.5,8.366341670000002,1.1336583299999976,9,0,base-only,7-10
avlilumove,9.3,11.04716417910448,1.7471641791044785,16,1,both,7-10
avlilumove,9.4,9.019197696969695,0.3808023030303058,15,1,base-only,7-10
avlilumove,9.8,9.73,0.07000000000000028,14,1,base-only,7-10
avlilumove,9.3,9.661931094202897,0.3619310942028964,15,1,base-only,7-10
avlilumove,9.27,9.357357572727272,0.08735757272727263,23,3,base-only,7-10
avlilumove,8.5,9.040047622222222,0.5400476222222217,14,1,base-only,7-10
avlilumove,9.61,9.019197696969695,0.5908023030303049,22,3,base-only,7-10
avlilumove,10.195,10.41300925,0.2180092499999997,10,2,base-only,>10
avlilumove,9.84,9.661931094202897,0.17806890579710277,21,3,base-only,7-10
avlilumove,9.84,9.357357572727272,0.48264242727272766,21,3,base-only,7-10
avlilumove,10.37,10.305757575757575,0.06424242424242443,12,1,base-only,>10
avlilumove,10.45,10.296875000000002,0.1531249999999975,13,1,base-only,>10
avlilumove,8.0,9.23967032967033,1.2396703296703304,20,3,base-only,7-10
avlilumove,9.99,10.075670725807104,0.08567072580710366,11,1,base-only,7-10
avlilumove,9.73,9.73,0.0,12,1,base-only,7-10
avlilumove,9.9,9.15751855194805,0.7424814480519508,27,4,base-only,7-10
avlilumove,2.82,3.302315789473685,0.48231578947368536,24,3,acid-only,<4
avlilumove,3.21,3.302315789473685,0.09231578947368524,14,1,acid-only,<4
avlilumove,10.0,9.73,0.2699999999999996,27,4,base-only,7-10
avlilumove,7.6,7.436003877906977,0.16399612209302283,24,6,base-only,7-10
avlilumove,7.5,8.177791325203254,0.6777913252032537,20,3,base-only,7-10
avlilumove,7.16,8.080113636363636,0.9201136363636362,21,3,base-only,7-10
avlilumove,7.54,8.177791325203254,0.6377913252032537,21,3,base-only,7-10
avlilumove,10.0,9.357357572727272,0.6426424272727278,26,4,base-only,7-10
avlilumove,3.4,2.8454545454545452,0.5545454545454547,31,4,both,<4
avlilumove,7.45,7.436003877906977,0.013996122093023367,26,6,base-only,7-10
avlilumove,7.5,7.436003877906977,0.06399612209302319,7,1,base-only,7-10
avlilumove,9.4,9.019197696969695,0.3808023030303058,6,1,base-only,7-10
avlilumove,8.8,9.15751855194805,0.3575185519480488,14,2,base-only,7-10
avlilumove,9.3,9.15751855194805,0.14248144805195118,14,2,base-only,7-10
avlilumove,4.0,5.341111111111111,1.3411111111111111,8,1,base-only,<4
avlilumove,2.0,3.975482533333333,1.975482533333333,31,5,base-only,<4
avlilumove,8.76,9.040047622222222,0.2800476222222219,27,4,base-only,7-10
avlilumove,7.8,10.719354838709679,2.919354838709679,12,1,both,7-10
avlilumove,8.1,8.447087254716983,0.34708725471698365,19,4,base-only,7-10
avlilumove,7.4,6.670608808290156,0.7293911917098441,18,3,base-only,7-10
avlilumove,7.4,6.670608808290156,0.7293911917098441,18,3,base-only,7-10
avlilumove,7.6,9.040047622222222,1.440047622222222,28,4,both,7-10
avlilumove,3.3,4.397882462686566,1.0978824626865658,18,2,acid-only,<4
avlilumove,2.64,3.302315789473685,0.6623157894736851,13,1,acid-only,<4
