dataset,smiles,exp,pred_iso,err_iso,pred_lin,err_lin,n_atoms,rings,site,pka_bin
novartis,CC(=O)Nc1ccc(Nc2ncnc3c2c(-c2ccccc2)cn3-c2ccccc2)cc1,3.9,4.590291843283583,0.6902918432835832,4.590291843283583,0.6902918432835832,32,5,base-only,<4
novartis,CC(=O)Nc1cccc(Nc2nc(Nc3ccccc3)n3ncc(C#N)c3n2)c1,9.7,3.316725881578947,6.383274118421053,3.316725881578947,6.383274118421053,29,4,base-only,7-10
novartis,CC(=O)Nc1cccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)[O-],2.92,3.438967408888889,0.5189674088888889,3.438967408888889,0.5189674088888889,26,3,both,<4
novartis,CC(C(=O)[O-])c1ccc2c(c1)C(=O)c1ccccc1CS2,4.1,4.626823529411762,0.5268235294117627,4.626823529411762,0.5268235294117627,21,3,acid-only,4-7
novartis,CC(C(=O)[O-])c1ccc2c(c1)Cc1ccccc1-2,4.3,4.3209895849999995,0.0209895849999997,4.3209895849999995,0.0209895849999997,18,3,acid-only,4-7
novartis,CC(C)(C)Cn1c(CN2C(=O)CC3(CC[NH2+]CC3)C2=O)cc2cnc(C#N)nc21,9.2,9.072318980861242,0.12768101913875718,9.072318980861242,0.12768101913875718,29,4,base-only,7-10
novartis,CC(C)(C)Cn1c(Cc2ccc(NS(N)(=O)=O)cc2)cc2cnc(C#N)nc21,9.3,7.720269709543568,1.5797302904564328,7.720269709543568,1.5797302904564328,28,3,both,7-10
novartis,CC(C)(C)OC(=O)N1CCC(C(=O)NS(=O)(=O)c2c(Cl)sc(Cl)c2Br)CC1,2.1,8.068092105263156,5.968092105263157,8.068092105263156,5.968092105263157,27,2,acid-only,<4
novartis,CC(C)(C)[NH2+]C[C@H](O)c1cc(Cl)c(N)c(Cl)c1,9.7,9.63441516766467,0.06558483233532897,9.63441516766467,0.06558483233532897,17,1,base-only,7-10
novartis,CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2cc[n+]([O-])cc2)cc1,6.865,8.064161676646705,1.199161676646705,8.064161676646705,1.199161676646705,30,3,both,4-7
novartis,CC(C)COC(=O)Nc1ccc(-c2cnc3c(-c4ccc(N5CC[NH+](C)CC5)cc4)cnn3c2N)cc1,8.2,8.068092105263156,0.13190789473684283,8.068092105263156,0.13190789473684283,37,5,base-only,7-10
novartis,CC(C)Cn1cnc2c(N)nc3ccccc3c21,7.24,5.468604895104895,1.771395104895105,5.468604895104895,1.771395104895105,18,3,base-only,7-10
novartis,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,3.37,7.468552427230048,4.0985524272300475,7.468552427230048,4.0985524272300475,35,3,both,<4
novartis,CC(C)N(CCCCOCC(=O)[O-])c1cnc(-c2ccccc2)c(-c2ccccc2)n1,3.385,3.438967408888889,0.05396740888888907,3.438967408888889,0.05396740888888907,31,3,both,<4
novartis,CC(C)Nc1nc(Nc2ccc(C(N)=O)cc2)c2sccc2n1,6.3,5.257600881578947,1.042399118421053,5.257600881578947,1.042399118421053,23,3,base-only,4-7
novartis,CC(C)Oc1ccc(Cc2ccc(NC3=[NH+]CCN3)cc2)cc1,10.5,10.399999999999999,0.10000000000000142,10.399999999999999,0.10000000000000142,23,3,base-only,>10
novartis,CC(C)[NH+](CCc1c(-c2ccccc2)nn2ccccc12)Cc1ccc(CCC(=O)N=O)cc1,8.7,7.8236713286713275,0.8763286713286718,7.8236713286713275,0.8763286713286718,34,4,base-only,7-10
novartis,CC(C)[NH+](CCc1c(C(C)(C)O)[nH]c2ccccc12)Cc1ccc(CCC(=O)N=O)cc1,9.005,8.079237179487178,0.9257628205128228,8.079237179487178,0.9257628205128228,32,3,base-only,7-10
novartis,CC(C)[NH+](CCc1c[nH]c2ccccc12)Cc1ccc(CCC(=O)N=O)cc1,8.66,8.357775039408867,0.3022249605911327,8.357775039408867,0.3022249605911327,28,3,base-only,7-10
novartis,CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21,4.5,4.3209895849999995,0.17901041500000048,4.3209895849999995,0.17901041500000048,30,3,acid-only,4-7
novartis,CC(NC(=O)c1ccccc1/N=C/c1c(O)ccc2ccccc12)c1ccccc1,6.9,9.199959459459462,2.299959459459462,9.199959459459462,2.299959459459462,30,4,acid-only,4-7
novartis,CC(c1cc2ccccc2s1)N(O)C(N)=O,10.2,8.735251141552508,1.464748858447491,8.735251141552508,1.464748858447491,16,2,acid-only,>10
novartis,CC/C(=C(\c1ccccc1)c1ccc(/C=C/C(=O)[O-])cc1)c1ccccc1,4.26,4.626823529411762,0.36682352941176255,4.626823529411762,0.36682352941176255,27,3,acid-only,4-7
novartis,CC1CCCN(C(=O)c2ccc(Nc3ccc(Cl)cc3)nc2)C1,3.4,4.952820000000001,1.552820000000001,4.952820000000001,1.552820000000001,23,3,base-only,<4
novartis,CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,7.6,7.720269709543568,0.1202697095435683,7.720269709543568,0.1202697095435683,18,2,acid-only,7-10
novartis,CCC1CCCCN1C(=O)c1cnc(Nc2ccc(C)nc2)c(Cl)c1,5.3,4.3209895849999995,0.9790104150000003,4.3209895849999995,0.9790104150000003,25,3,base-only,4-7
novartis,CCCCC(=O)N1CCC(CNc2nc3c(s2)CCOc2ccc(F)cc2-3)CC1,3.69,5.577957746478874,1.887957746478874,5.577957746478874,1.887957746478874,29,4,base-only,<4
novartis,CCCCCCCCc1ccc(CCC([NH3+])(CO)CO)cc1,8.52,9.199959459459462,0.6799594594594627,9.199959459459462,0.6799594594594627,22,1,base-only,7-10
novartis,CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)[O-])c3C[C@H]2C[C@H]1O,3.37,3.723239725490196,0.3532397254901958,3.723239725490196,0.3532397254901958,28,3,acid-only,<4
novartis,CCN(CC)c1ncnc2c1cnn2C,4.2,4.0249795918367335,0.1750204081632667,4.0249795918367335,0.1750204081632667,15,2,base-only,4-7
novartis,CCN(Cc1ccccc1)c1ccccc1,5.8,4.952820000000001,0.8471799999999989,4.952820000000001,0.8471799999999989,16,2,base-only,4-7
novartis,CCN1c2ccc(C#N)cc2N=C(c2ccc(C(=O)[O-])c(F)c2)c2cc3c(cc21)C(C)(C)CCC3(C)C,3.0,4.3209895849999995,1.3209895849999995,4.3209895849999995,1.3209895849999995,37,5,both,<4
novartis,CCNC(=O)OC1CCN(c2nncc3cc(OC)c(OC)cc23)CC1,5.4,6.038698630136985,0.638698630136985,6.038698630136985,0.638698630136985,26,3,base-only,4-7
novartis,CCOC(=O)N1CCC(C)(C[NH+]2CCC3(CC2)CN(S(C)(=O)=O)c2ncccc23)CC1,8.5,7.8236713286713275,0.6763286713286725,7.8236713286713275,0.6763286713286725,31,4,base-only,7-10
novartis,CCOC(=O)c1c(C)cc2nc(COC(=O)NCCO)n(-c3ccccc3S(=O)(=O)NC)c(=O)c2c1C,10.6,8.357775039408867,2.242224960591132,8.357775039408867,2.242224960591132,37,3,both,>10
novartis,CCOCC(=O)N1CCC(CNc2nc3c(s2)CCOc2ccc(F)cc2-3)CC1,3.7,5.139794319148936,1.4397943191489357,5.139794319148936,1.4397943191489357,29,4,base-only,<4
novartis,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,8.356,8.64512658227848,0.289126582278481,8.64512658227848,0.289126582278481,16,2,both,7-10
novartis,CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3ccccc3)c(C(=O)c3ccccc3)s2)cc1,7.9,3.7817436,4.1182564,3.7817436,4.1182564,34,4,base-only,7-10
novartis,CC[C@H](C(=O)NO)[C@H](C(=O)N1CCCC[C@H]1C(=O)NC)c1ccc(Cl)cc1,9.2,8.80029268292683,0.39970731707316887,8.80029268292683,0.39970731707316887,27,2,acid-only,7-10
novartis,CCc1cc(Br)ccc1S(=O)(=O)NCc1ccccc1,10.6,9.63441516766467,0.9655848323353293,9.63441516766467,0.9655848323353293,20,2,acid-only,>10
novartis,CCc1ccc(-c2cn3c([nH+]2)SCC3)cc1,4.8,5.468604895104895,0.6686048951048953,5.468604895104895,0.6686048951048953,16,3,base-only,4-7
novartis,CCc1ccc(-c2cnc(C)nc2NC2CCCC2)cc1,6.8,5.468604895104895,1.3313951048951047,5.468604895104895,1.3313951048951047,21,3,base-only,4-7
novartis,CCc1ccccc1N(CC)C(=O)C1CCN(c2ncnc3c2nc2n3CCCCC2)CC1,3.9,5.027340425531914,1.1273404255319144,5.027340425531914,1.1273404255319144,33,5,base-only,<4
novartis,CCc1ncnc(NC(CC)c2ccc(Oc3ccc(F)cc3)cc2)c1Br,4.3,4.3209895849999995,0.0209895849999997,4.3209895849999995,0.0209895849999997,27,3,base-only,4-7
novartis,CN(CCO)c1cc2c(=O)n(NS(C)(=O)=O)c(=O)[nH]c2cc1C(F)(F)F,8.3,7.4990476190476185,0.8009523809523822,7.4990476190476185,0.8009523809523822,26,2,both,7-10
novartis,CN(n1c(=O)[nH]c2cc(Cl)ccc2c1=O)S(C)(=O)=O,8.4,7.468552427230048,0.9314475727699527,7.468552427230048,0.9314475727699527,19,2,both,7-10
novartis,CN1C(=O)Cn2cc(C(=O)NCc3ccc(Cl)cc3)c(=O)c3cc(C[NH+]4CCOCC4)cc1c32,6.2,7.8236713286713275,1.6236713286713274,7.8236713286713275,1.6236713286713274,34,5,base-only,4-7
novartis,CN1C(=O)N(C[C@H](C(=O)NO)[C@@H](CC2CCCC2)C(=O)N2CCCCC2)C(=O)C1(C)C,9.01,8.831307474137933,0.17869252586206663,8.831307474137933,0.17869252586206663,31,3,acid-only,7-10
novartis,CN1c2ccc(C#N)cc2N=C(c2ccc(C(=O)[O-])c(F)c2)c2cc3c(cc21)C(C)(C)CCC3(C)C,3.4,4.3209895849999995,0.9209895849999996,4.3209895849999995,0.9209895849999996,36,5,both,<4
novartis,CN1c2ccc(C#N)cc2N=C(c2ccc(C(=O)[O-])cc2)c2cc3c(cc21)C(C)(C)CCC3(C)C,3.5,4.473362068965518,0.9733620689655176,4.473362068965518,0.9733620689655176,35,5,both,<4
novartis,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OC1CC(C)(C)[NH2+]C(C)(C)C1,9.2,9.316164603550295,0.11616460355029545,9.316164603550295,0.11616460355029545,34,4,base-only,7-10
novartis,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCC1CC[NH+](C)CC1,10.7,9.199959459459462,1.500040540540537,9.199959459459462,1.500040540540537,32,4,base-only,>10
novartis,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCCC1CC[NH+](C)CC1,10.2,9.45308,0.7469199999999994,9.45308,0.7469199999999994,33,4,base-only,>10
novartis,CNC(=O)c1ccc(Oc2ccc3c(c2)CC[NH+](C2CCC2)CC3)nc1,8.6,8.831307474137933,0.2313074741379335,8.831307474137933,0.2313074741379335,26,4,base-only,7-10
novartis,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,4.266667,4.626823529411762,0.36015652941176235,4.626823529411762,0.36015652941176235,33,4,base-only,4-7
novartis,CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3C)c2)cnc1N,7.6,7.218221649484537,0.3817783505154626,7.218221649484537,0.3817783505154626,30,3,both,7-10
novartis,CNc1nc2ccccc2n(C)c1=O,4.25,6.495500000000001,2.2455000000000007,6.495500000000001,2.2455000000000007,14,2,base-only,4-7
novartis,COC(=O)/C=C/C(=O)[O-],2.9,3.670333333333334,0.7703333333333342,3.670333333333334,0.7703333333333342,9,0,acid-only,<4
novartis,COC(=O)Cn1c(C[NH+]2CCC(Cc3ccccc3)CC2)nc2c1c(=O)n(C)c(=O)n2C,6.0,7.720269709543568,1.720269709543568,7.720269709543568,1.720269709543568,32,4,base-only,4-7
novartis,COC(=O)c1ccc2[nH]cc(CN3CCCC4(CCN(c5nc(C)cc(C)n5)CC4)C3=O)c2c1,4.8,7.009642857142857,2.209642857142857,7.009642857142857,2.209642857142857,34,5,base-only,4-7
novartis,COCc1nc2ccccc2n1Cc1ccc(C(C)(C)C)cc1,4.2,5.7580593561643845,1.5580593561643843,5.7580593561643845,1.5580593561643843,23,3,base-only,4-7
novartis,COc1cc(C(C)=O)ccc1OCCC[NH+]1CCC(c2noc3cc(F)ccc23)CC1,8.2,8.079237179487178,0.12076282051282128,8.079237179487178,0.12076282051282128,31,4,base-only,7-10
novartis,COc1cc(C(C)O)ccc1OCCC[NH+]1CCC(c2noc3cc(F)ccc23)CC1,8.25,8.424154099206355,0.17415409920635483,8.424154099206355,0.17415409920635483,31,4,base-only,7-10
novartis,COc1cc(CN(CC(=O)NCc2ccccc2Cl)S(=O)(=O)c2ccc(CN3CC[NH+](C)CC3)cc2)ccc1OCC(C)C,7.17,8.079237179487178,0.9092371794871781,8.079237179487178,0.9092371794871781,44,4,base-only,7-10
novartis,COc1cc(Nc2ccccc2C(=O)[O-])cc(OC)c1,4.0,3.723239725490196,0.2767602745098041,3.723239725490196,0.2767602745098041,20,2,both,<4
novartis,COc1cc2c(cc1OC)CN(c1cc(N)c3cc(OC)c(OC)cc3[nH+]1)CC2,8.9,7.218221649484537,1.6817783505154633,7.218221649484537,1.6817783505154633,29,4,base-only,7-10
novartis,COc1ccc(-c2c(C)nc3c(-c4ccccn4)cnn3c2N)cc1,6.07,4.90423647008547,1.1657635299145301,4.90423647008547,1.1657635299145301,25,4,base-only,4-7
novartis,COc1ccc(-c2ccc(C(=O)Nc3ccc4c(c3)CCC(C[NH+](C)C)C4)cc2)cc1,9.1,9.19998260869565,0.09998260869565101,9.19998260869565,0.09998260869565101,31,4,base-only,7-10
novartis,COc1ccc(-c2cnc3c(-c4cccc5ncccc45)cnn3c2)cc1,4.4,5.139794319148936,0.7397943191489356,5.139794319148936,0.7397943191489356,27,5,base-only,4-7
novartis,COc1ccc(-c2nc(Nc3ccc(F)cc3F)c3ccccc3n2)cc1OC,5.2,5.027340425531914,0.17265957446808589,5.027340425531914,0.17265957446808589,29,4,base-only,4-7
novartis,COc1ccc(/C=C/C(=O)N2CCN(c3ccccn3)CC2)cc1,5.3,5.7580593561643845,0.45805935616438465,5.7580593561643845,0.45805935616438465,24,3,base-only,4-7
novartis,COc1ccc(Br)c(C=O)c1O,7.5,7.468552427230048,0.03144757276995236,7.468552427230048,0.03144757276995236,12,1,acid-only,7-10
novartis,COc1ccc(C#CC(C)(C)[NH3+])cc1C(=O)c1ccc(Nc2ccc(F)cc2F)cc1,8.1,8.357775039408867,0.2577750394088678,8.357775039408867,0.2577750394088678,31,3,base-only,7-10
novartis,COc1ccc(CNC(=O)[C@@H](NC(=O)[C@H](Cc2ccc(OC)c(OC)c2)NC(=O)Cc2cccc(Oc3ccccc3)c2)C(C)C)c(O)c1,10.91,8.735251141552508,2.174748858447492,8.735251141552508,2.174748858447492,49,4,acid-only,>10
novartis,COc1ccc(CNC(=O)c2c(C)nc3ccccn23)cc1,5.0,5.577957746478874,0.5779577464788739,5.577957746478874,0.5779577464788739,22,3,base-only,4-7
novartis,COc1ccc(N)c2ccccc12,4.9,3.841131707317073,1.0588682926829271,3.841131707317073,1.0588682926829271,13,2,base-only,4-7
novartis,COc1ccc(N2CCOCC2)c2sc(NC(=O)N3CCC(C)(O)CC3)nc12,9.4,5.577957746478874,3.8220422535211265,5.577957746478874,3.8220422535211265,28,4,base-only,7-10
novartis,COc1ccc(N2CCc3c(-n4ccc(N5CCNC5=O)n4)cc(C)nc32)c(C)c1,6.37,6.653838383838384,0.28383838383838356,6.653838383838384,0.28383838383838356,30,5,base-only,4-7
novartis,COc1ccc(NS(=O)(=O)c2ccc(-n3cccn3)cc2)cc1OC,8.3,8.068092105263156,0.23190789473684426,8.068092105263156,0.23190789473684426,25,3,both,7-10
novartis,COc1ccc(Nc2ccc3ccccc3n2)cc1,6.5,6.401714285714285,0.09828571428571475,6.401714285714285,0.09828571428571475,19,3,base-only,4-7
novartis,COc1ccc(OC)c(CNc2ccc3nc(N)nc(N)c3c2Cl)c1,7.1,7.720269709543568,0.6202697095435683,7.720269709543568,0.6202697095435683,25,3,base-only,7-10
novartis,COc1ccc(OC)c(S(=O)(=O)N2CCC(CN3CC[NH+](Cc4ccc(F)cc4)CC3)CC2)c1,7.32,7.468552427230048,0.14855242723004736,7.468552427230048,0.14855242723004736,34,4,base-only,7-10
novartis,COc1ccc(SC)c2c1C[C@@H]1[C@@H](C2)OCC[NH+]1C,6.25,8.064161676646705,1.8141616766467052,8.064161676646705,1.8141616766467052,19,3,base-only,4-7
novartis,COc1ccc(SCCc2ccncc2)cc1,5.6,5.577957746478874,0.022042253521125765,5.577957746478874,0.022042253521125765,17,2,base-only,4-7
novartis,COc1ccc2[nH]cc(CN3CCCC4(CCN(c5nc(C)cc(C)n5)CC4)C3=O)c2c1,4.65,6.959968750000002,2.3099687500000012,6.959968750000002,2.3099687500000012,32,5,base-only,4-7
novartis,COc1ccc2c(c1)CN(C(=O)CC[NH+]1CCC(Cc3ccccc3)CC1)CCS2,8.3,8.846706345238095,0.5467063452380945,8.846706345238095,0.5467063452380945,30,4,base-only,7-10
novartis,COc1ccc2c(c1)C[NH+](C)CCS2,7.5,8.068092105263156,0.5680921052631565,8.068092105263156,0.5680921052631565,14,2,base-only,7-10
novartis,COc1ccc2nccc(-n3cc4c(n3)CCC(NC(=O)c3ccc5c(c3)NC(=O)CS5)C4)c2n1,3.8,4.952820000000001,1.152820000000001,4.952820000000001,1.152820000000001,35,6,base-only,<4
novartis,COc1cccc(-c2cccc(CCC3(C)CC(=O)N(C)C(N)=[NH+]3)c2)c1,9.4,9.85106896551724,0.45106896551723885,9.85106896551724,0.45106896551723885,26,3,base-only,7-10
novartis,COc1cccc(-c2cnc(N)c(-c3ccc(C(N)=O)cc3)c2)c1,5.3,4.590291843283583,0.7097081567164167,4.590291843283583,0.7097081567164167,24,3,base-only,4-7
novartis,COc1cccc(-c2nnc3n(Cc4ccccc4Cl)c(=O)c4ccccc4n23)c1O,8.4,8.923143617021278,0.5231436170212778,8.923143617021278,0.5231436170212778,31,5,acid-only,7-10
novartis,COc1cccc(C(=O)Cn2cnc3c(C#N)c(N4CC[NH2+]CC4)n(CC=C(C)C)c3c2=O)c1,8.2,8.409558759620415,0.2095587596204158,8.409558759620415,0.2095587596204158,34,4,base-only,7-10
novartis,COc1cccc(OC)c1-c1ccc(C[C@H](NC(=O)c2c(Cl)cccc2Cl)C(=O)[O-])cc1,3.41,4.0249795918367335,0.6149795918367333,4.0249795918367335,0.6149795918367333,32,3,acid-only,<4
novartis,COc1cccc2[nH]cc(-c3ccnc(N)n3)c12,5.522,5.257600881578947,0.26439911842105346,5.257600881578947,0.26439911842105346,18,3,base-only,4-7
novartis,COc1ccccc1S(=O)(=O)Nc1ccc2c(c1)CN(C)C(=O)N2,8.65,8.735251141552508,0.0852511415525079,8.735251141552508,0.0852511415525079,24,3,both,7-10
novartis,COc1ccnc(N2CCC3(CCCN(Cc4c[nH]c5ccccc45)C3=O)CC2)n1,5.283333,6.653838383838384,1.3705053838383838,6.653838383838384,1.3705053838383838,30,5,base-only,4-7
novartis,CS(=O)(=O)Nn1c(=O)[nH]c2cc(C(F)(F)F)c(N)cc2c1=O,8.6,7.468552427230048,1.131447572769952,7.468552427230048,1.131447572769952,22,2,both,7-10
novartis,CS(=O)(=O)Nn1c(=O)[nH]c2cc(C(F)(F)F)c(N3CCCOCC3)cc2c1=O,8.4,7.525000000000001,0.8749999999999991,7.525000000000001,0.8749999999999991,28,3,both,7-10
novartis,CS(=O)(=O)Nn1c(=O)[nH]c2cc(C(F)(F)F)c(N3CCOCC3)cc2c1=O,8.35,7.468552427230048,0.881447572769952,7.468552427230048,0.881447572769952,27,3,both,7-10
novartis,CS(=O)(=O)Nn1c(=O)[nH]c2cc(C(F)(F)F)ccc2c1=O,8.35,7.468552427230048,0.881447572769952,7.468552427230048,0.881447572769952,21,2,both,7-10
novartis,CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)cc3)c2)cc1,4.9,4.07689393939394,0.8231060606060607,4.07689393939394,0.8231060606060607,27,3,base-only,4-7
novartis,CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)nc3)c2)cc1,4.8,3.841131707317073,0.9588682926829266,3.841131707317073,0.9588682926829266,27,3,base-only,4-7
novartis,CS(=O)(=O)c1ccc(-c2nc3c(c(=O)[nH]2)COCC3)cc1,7.31,6.497916666666666,0.8120833333333337,6.497916666666666,0.8120833333333337,21,3,both,7-10
novartis,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,3.84,4.626823529411762,0.7868235294117625,4.626823529411762,0.7868235294117625,27,3,base-only,<4
novartis,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]C2CC2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,7.7,8.424154099206355,0.7241540992063547,8.424154099206355,0.7241540992063547,42,4,base-only,7-10
novartis,C[C@H](C#Cc1ccc(Cc2ccc(F)cc2)s1)N(O)C(N)=O,10.4,8.068092105263156,2.331907894736844,8.068092105263156,2.331907894736844,22,2,acid-only,>10
novartis,C[NH+](C)CC1CCc2cc(NC(=O)c3ccc(-c4ccc(F)cc4)cc3)ccc2C1,9.1,9.37261575,0.27261574999999993,9.37261575,0.27261574999999993,30,4,base-only,7-10
novartis,C[NH+](C)CCSc1nc2ccccc2cc1-c1ccccc1,8.4,8.923143617021278,0.5231436170212778,8.923143617021278,0.5231436170212778,22,3,base-only,7-10
novartis,C[NH+](CCC(=O)N1CCN(c2ccc(F)c(F)c2)CC1)CCC1c2ccccc2-c2ccccc21,7.8,8.357775039408867,0.5577750394088676,8.357775039408867,0.5577750394088676,35,5,base-only,7-10
novartis,C[NH+](CCC(=O)N1CCN(c2ccc(F)c(F)c2)CC1)CCC1c2ccccc2Oc2ccccc21,7.9,8.079237179487178,0.17923717948717766,8.079237179487178,0.17923717948717766,36,5,base-only,7-10
novartis,Cc1[nH]c2ccccc2c1C1CC[NH+](Cc2ccc(CCC(=O)N=O)cc2)C1,8.59,8.03960396039604,0.5503960396039602,8.03960396039604,0.5503960396039602,28,4,base-only,7-10
novartis,Cc1[nH]c2ccccc2c1CC[NH+]1CCc2cc(CCC(=O)N=O)ccc2C1,7.955,7.468552427230048,0.48644757276995243,7.468552427230048,0.48644757276995243,28,4,base-only,7-10
novartis,Cc1[nH]c2ccccc2c1CC[NH2+]Cc1ccc(CCC(=O)N=O)cc1,8.6,8.923143617021278,0.3231436170212785,8.923143617021278,0.3231436170212785,26,3,base-only,7-10
novartis,Cc1c(-c2ccccc2)c(=O)oc2cc(O)ccc12,7.74,8.03960396039604,0.2996039603960394,8.03960396039604,0.2996039603960394,19,3,acid-only,7-10
novartis,Cc1c(CC(=O)[O-])c2cccnc2n1S(=O)(=O)c1ccc(Cl)cc1,3.86,4.3209895849999995,0.46098958499999965,4.3209895849999995,0.46098958499999965,24,3,both,<4
novartis,Cc1cc(C(=O)C[NH+]2CCCC2)c(C)n1-c1ccc(F)cc1,9.0,8.64512658227848,0.35487341772151915,8.64512658227848,0.35487341772151915,22,3,base-only,7-10
novartis,Cc1cc(C)c2cc(C(=O)NC3CC[NH+](C)CC3)[nH]c2c1,8.5,8.923143617021278,0.4231436170212781,8.923143617021278,0.4231436170212781,21,3,base-only,7-10
