dataset,exp,pred,err,site_ok,n_atoms,pka_bin
novartis,8.3,5.87486301369863,2.4251369863013705,True,26,7-10
novartis,8.4,7.659090909090908,0.7409090909090921,True,19,7-10
novartis,6.2,6.507357142857143,0.30735714285714266,True,34,4-7
novartis,9.01,9.134761916666667,0.12476191666666736,True,31,7-10
novartis,3.4,4.1703951276595745,0.7703951276595746,True,36,<4
novartis,3.5,4.4469,0.9469000000000003,True,35,<4
novartis,9.2,9.710502721311476,0.510502721311477,True,34,7-10
novartis,10.7,9.639782608695654,1.0602173913043451,True,32,>10
novartis,10.2,9.880055555555556,0.3199444444444435,True,33,>10
novartis,8.6,9.082628948051946,0.48262894805194634,True,26,7-10
novartis,4.266667,4.754386552941177,0.48771955294117664,True,33,4-7
novartis,7.6,7.099245283018868,0.5007547169811319,True,30,7-10
novartis,4.25,4.754386552941177,0.5043865529411766,True,14,4-7
novartis,2.9,3.7272881355932204,0.8272881355932205,True,9,<4
novartis,6.0,5.687857142857143,0.31214285714285683,True,32,4-7
novartis,4.8,7.099245283018868,2.299245283018868,False,34,4-7
novartis,4.2,5.558831839285715,1.358831839285715,True,23,4-7
novartis,8.2,7.837740738562091,0.36225926143790854,True,31,7-10
novartis,8.25,8.069666666666667,0.18033333333333346,True,31,7-10
novartis,7.17,9.082628948051946,1.912628948051946,False,44,7-10
novartis,4.0,3.9205459770114945,0.07945402298850546,True,20,<4
novartis,8.9,8.643480382352939,0.25651961764706144,True,29,7-10
novartis,6.07,7.099245283018868,1.0292452830188674,False,25,4-7
novartis,9.1,9.710502721311476,0.6105027213114766,True,31,7-10
novartis,4.4,5.27314815079365,0.87314815079365,False,27,4-7
novartis,5.2,5.27314815079365,0.07314815079365022,True,29,4-7
novartis,5.3,7.462394736842105,2.1623947368421055,True,24,4-7
novartis,7.5,7.099245283018868,0.4007547169811323,True,12,7-10
novartis,8.1,7.551184210526314,0.5488157894736858,True,31,7-10
novartis,4.1,5.558831839285715,1.4588318392857156,True,19,4-7
novartis,10.91,9.134761916666667,1.775238083333333,True,49,>10
novartis,5.0,5.87486301369863,0.8748630136986302,True,22,4-7
novartis,4.9,4.670780888111889,0.22921911188811173,True,13,4-7
novartis,9.4,7.462394736842105,1.937605263157895,False,28,7-10
novartis,6.37,6.658928571428571,0.28892857142857054,True,30,4-7
novartis,8.3,8.069666666666667,0.23033333333333417,True,25,7-10
novartis,6.5,6.507357142857143,0.00735714285714284,True,19,4-7
novartis,7.1,5.558831839285715,1.5411681607142844,False,25,7-10
novartis,7.32,8.069666666666667,0.7496666666666663,True,34,7-10
novartis,6.25,7.376914893617021,1.1269148936170206,True,19,4-7
novartis,5.6,5.925263157894737,0.3252631578947369,True,17,4-7
novartis,4.65,6.812500000000001,2.1625000000000005,False,32,4-7
novartis,8.3,8.305134403225807,0.005134403225806494,True,30,7-10
novartis,7.5,8.263999999999998,0.7639999999999976,True,14,7-10
novartis,3.8,5.407460317460317,1.6074603174603173,False,35,<4
novartis,9.4,9.44560571641791,0.04560571641791,True,26,7-10
novartis,5.3,5.9331666666666685,0.6331666666666687,True,24,4-7
novartis,8.4,8.541177773333334,0.14117777333333414,True,31,7-10
novartis,8.2,8.528683865079362,0.32868386507936265,True,34,7-10
novartis,3.41,3.770109037383177,0.360109037383177,True,32,<4
novartis,5.522,5.558831839285715,0.036831839285714985,True,18,4-7
novartis,8.65,8.305134403225807,0.34486559677419315,True,24,7-10
novartis,5.283333,6.812500000000001,1.529167000000001,True,30,4-7
novartis,8.6,5.687857142857143,2.9121428571428565,True,22,7-10
novartis,8.4,5.647340425531913,2.7526595744680877,True,28,7-10
novartis,8.35,5.87486301369863,2.4751369863013695,True,27,7-10
novartis,8.35,5.87486301369863,2.4751369863013695,True,21,7-10
novartis,4.9,4.2156896551724135,0.6843103448275869,True,27,4-7
novartis,4.8,3.9205459770114945,0.8794540229885053,True,27,4-7
novartis,7.31,7.099245283018868,0.2107547169811319,True,21,7-10
novartis,3.84,4.1703951276595745,0.3303951276595747,True,27,<4
novartis,7.7,8.285597901404676,0.5855979014046762,True,42,7-10
novartis,10.4,8.528683865079362,1.8713161349206384,True,22,>10
novartis,9.1,9.710502721311476,0.6105027213114766,True,30,7-10
novartis,8.4,9.018649635036494,0.6186496350364941,True,22,7-10
novartis,7.8,8.263999999999998,0.46399999999999775,True,35,7-10
novartis,7.9,8.005801269230771,0.1058012692307706,True,36,7-10
novartis,8.59,7.551363636363636,1.038636363636364,True,28,7-10
novartis,7.955,7.462394736842105,0.49260526315789477,True,28,7-10
novartis,8.6,8.643480382352939,0.04348038235293927,True,26,7-10
novartis,7.74,7.837740738562091,0.09774073856209053,True,19,7-10
novartis,3.86,4.271121525,0.411121525,True,24,<4
novartis,9.0,7.837740738562091,1.1622592614379093,True,22,7-10
novartis,8.5,9.08529342253521,0.5852934225352104,True,21,7-10
novartis,4.4,6.507357142857143,2.1073571428571425,False,30,4-7
novartis,4.94,6.658928571428571,1.7189285714285703,False,30,4-7
novartis,4.8,6.812500000000001,2.012500000000001,False,33,4-7
novartis,4.7,6.658928571428571,1.9589285714285705,False,31,4-7
novartis,4.75,6.658928571428571,1.9089285714285706,False,33,4-7
novartis,4.7,6.812500000000001,2.1125000000000007,False,33,4-7
novartis,7.9,7.7162500000000005,0.18374999999999986,True,12,7-10
novartis,9.43,7.099245283018868,2.330754716981132,True,24,7-10
novartis,9.46,9.082628948051946,0.37737105194805487,True,26,7-10
novartis,8.3,9.018649635036494,0.7186496350364937,True,36,7-10
novartis,4.63,4.2156896551724135,0.41431034482758644,True,24,4-7
novartis,3.4,5.27314815079365,1.8731481507936505,False,31,<4
novartis,2.3,3.7832051282051284,1.4832051282051286,True,17,<4
novartis,3.35,4.271121525,0.9211215249999998,True,17,<4
novartis,3.5,3.770109037383177,0.27010903738317715,True,18,<4
novartis,3.6,5.647340425531913,2.0473404255319125,True,34,<4
novartis,3.9,4.754386552941177,0.8543865529411767,False,29,<4
novartis,4.2,4.1703951276595745,0.029604872340425636,True,20,4-7
novartis,5.2,4.754386552941177,0.44561344705882355,True,23,4-7
novartis,2.7,4.754386552941177,2.0543865529411764,True,36,<4
novartis,3.8,4.754386552941177,0.9543865529411768,True,21,<4
novartis,9.8,9.082628948051946,0.7173710519480547,True,12,7-10
novartis,7.6,7.099245283018868,0.5007547169811319,True,12,7-10
novartis,8.35,8.005801269230771,0.3441987307692287,True,36,7-10
novartis,4.2,7.0969565217391315,2.8969565217391313,True,29,4-7
novartis,8.6,8.305134403225807,0.29486559677419244,True,18,7-10
novartis,3.9,4.076553766129032,0.17655376612903195,True,20,<4
novartis,4.0,3.9205459770114945,0.07945402298850546,True,22,<4
novartis,5.2,7.099245283018868,1.8992452830188675,True,24,4-7
novartis,4.35,4.516122448979592,0.16612244897959272,True,23,4-7
novartis,4.45,4.670780888111889,0.22078088811188845,True,20,4-7
novartis,5.0,4.754386552941177,0.24561344705882338,False,26,4-7
novartis,4.28,5.407460317460317,1.1274603174603168,False,29,4-7
novartis,9.0,8.643480382352939,0.3565196176470611,True,33,7-10
novartis,4.7,5.6771264367816086,0.9771264367816084,True,26,4-7
novartis,5.1,5.407460317460317,0.30746031746031743,True,21,4-7
novartis,8.5,8.305134403225807,0.1948655967741928,True,37,7-10
novartis,6.0,4.754386552941177,1.2456134470588234,True,28,4-7
novartis,6.0,4.754386552941177,1.2456134470588234,True,25,4-7
novartis,4.18,5.558831839285715,1.3788318392857155,False,28,4-7
novartis,10.01,9.44560571641791,0.5643942835820894,True,22,>10
novartis,8.9,9.018649635036494,0.11864963503649406,True,24,7-10
novartis,3.87,4.271121525,0.40112152499999976,False,20,<4
novartis,7.2,7.376914893617021,0.1769148936170204,True,22,7-10
novartis,8.375,8.643480382352939,0.2684803823529389,True,27,7-10
novartis,6.8,6.507357142857143,0.292642857142857,True,19,4-7
novartis,5.2,5.558831839285715,0.35883183928571505,True,13,4-7
novartis,6.5,5.558831839285715,0.9411681607142848,True,15,4-7
novartis,9.5,9.639782608695654,0.13978260869565418,True,24,7-10
novartis,5.3,5.27314815079365,0.02685184920634942,True,18,4-7
novartis,4.94,4.754386552941177,0.18561344705882377,False,17,4-7
novartis,4.1,4.516122448979592,0.4161224489795927,True,16,4-7
novartis,10.2,9.44560571641791,0.7543942835820889,True,20,>10
novartis,3.7,3.770109037383177,0.07010903738317698,False,12,<4
novartis,3.7,5.558831839285715,1.858831839285715,True,28,<4
novartis,4.5,5.647340425531913,1.1473404255319126,True,23,4-7
novartis,7.0,7.376914893617021,0.3769148936170206,True,27,4-7
novartis,5.3,4.754386552941177,0.5456134470588232,True,18,4-7
novartis,4.6,4.076553766129032,0.5234462338709678,True,18,4-7
novartis,3.9,3.44837962962963,0.45162037037037006,True,18,<4
novartis,7.5,6.507357142857143,0.9926428571428572,False,19,7-10
novartis,8.3,6.507357142857143,1.7926428571428579,False,19,7-10
novartis,4.2,4.076553766129032,0.12344623387096831,True,30,4-7
novartis,4.5,4.4469,0.0530999999999997,True,32,4-7
novartis,5.4,5.407460317460317,0.007460317460316723,True,22,4-7
novartis,4.0,3.9205459770114945,0.07945402298850546,False,27,<4
novartis,9.55,9.44560571641791,0.10439428358209035,True,11,7-10
novartis,8.26,8.305134403225807,0.04513440322580742,True,25,7-10
novartis,3.9,3.7272881355932204,0.17271186440677955,True,18,<4
novartis,7.5,6.218181818181819,1.2818181818181813,True,11,7-10
novartis,10.8,9.760454545454547,1.039545454545454,True,20,>10
novartis,2.9,4.754386552941177,1.8543865529411767,False,11,<4
novartis,6.9,6.320689655172414,0.5793103448275865,True,17,4-7
novartis,5.6,4.1703951276595745,1.429604872340425,False,23,4-7
novartis,6.9,5.27314815079365,1.62685184920635,True,17,4-7
novartis,4.7,4.2156896551724135,0.4843103448275867,False,18,4-7
novartis,4.5,3.9205459770114945,0.5794540229885055,False,18,4-7
novartis,6.1,6.812500000000001,0.7125000000000012,True,24,4-7
novartis,5.1,4.845,0.2549999999999999,True,25,4-7
novartis,3.6,5.27314815079365,1.6731481507936503,False,29,<4
novartis,9.9,7.837740738562091,2.0622592614379096,True,17,7-10
novartis,8.77,7.837740738562091,0.9322592614379088,False,29,7-10
novartis,5.9,7.099245283018868,1.1992452830188673,True,34,4-7
novartis,8.7,8.592500000000001,0.10749999999999815,True,17,7-10
novartis,8.4,9.018649635036494,0.6186496350364941,True,18,7-10
novartis,3.4,4.516122448979592,1.1161224489795925,True,21,<4
novartis,3.8,4.754386552941177,0.9543865529411768,False,23,<4
novartis,5.2,5.27314815079365,0.07314815079365022,True,27,4-7
novartis,6.3,6.812500000000001,0.5125000000000011,True,18,4-7
novartis,7.2,8.069666666666667,0.8696666666666664,True,17,7-10
novartis,4.1,4.754386552941177,0.654386552941177,True,25,4-7
novartis,3.2,3.770109037383177,0.570109037383177,True,24,<4
novartis,3.3,3.770109037383177,0.47010903738317733,True,25,<4
novartis,10.5,7.551184210526314,2.948815789473686,False,22,>10
novartis,5.8,5.925263157894737,0.12526315789473674,True,21,4-7
novartis,5.7,5.558831839285715,0.14116816071428495,True,23,4-7
novartis,3.51,3.44837962962963,0.06162037037036994,True,18,<4
novartis,3.48,3.579704306451613,0.09970430645161299,True,19,<4
novartis,3.0,3.7272881355932204,0.7272881355932204,True,18,<4
novartis,3.5,3.9205459770114945,0.42054597701149454,True,21,<4
novartis,3.9,4.271121525,0.37112152499999995,True,15,<4
novartis,4.1,3.770109037383177,0.3298909626168225,True,24,4-7
novartis,3.2,4.076553766129032,0.8765537661290317,True,28,<4
novartis,4.2,4.271121525,0.07112152499999969,True,30,4-7
novartis,4.45,4.754386552941177,0.30438655294117645,True,24,4-7
novartis,3.9,3.579704306451613,0.32029569354838694,True,24,<4
novartis,3.9,3.579704306451613,0.32029569354838694,True,21,<4
novartis,4.39,3.9205459770114945,0.46945402298850514,True,26,4-7
novartis,3.3,6.218181818181819,2.918181818181819,False,32,<4
novartis,3.3,4.845,1.545,False,29,<4
novartis,11.7,10.169705882352941,1.530294117647058,True,15,>10
novartis,8.3,9.141,0.8409999999999993,True,13,7-10
novartis,3.8,6.507357142857143,2.707357142857143,False,22,<4
novartis,3.9,6.507357142857143,2.607357142857143,False,32,<4
novartis,3.8,6.507357142857143,2.707357142857143,False,28,<4
novartis,3.75,5.87486301369863,2.12486301369863,False,32,<4
novartis,3.6,4.754386552941177,1.1543865529411765,False,29,<4
novartis,9.3,9.018649635036494,0.2813503649635063,True,32,7-10
novartis,8.7,7.099245283018868,1.6007547169811316,False,21,7-10
novartis,5.3,5.407460317460317,0.10746031746031726,True,11,4-7
novartis,8.55,7.837740738562091,0.71225926143791,True,28,7-10
novartis,8.845,8.8770833375,0.03208333749999959,True,25,7-10
novartis,7.3,7.462394736842105,0.16239473684210548,True,25,7-10
novartis,8.2,4.076553766129032,4.123446233870967,False,31,7-10
novartis,6.4,4.754386552941177,1.6456134470588237,True,27,4-7
novartis,7.87,7.099245283018868,0.7707547169811324,True,21,7-10
novartis,7.94,6.812500000000001,1.1274999999999995,True,21,7-10
novartis,4.42,4.493200000000001,0.07320000000000082,False,24,4-7
novartis,8.1,7.837740738562091,0.2622592614379089,True,19,7-10
novartis,9.75,8.892875,0.8571249999999999,True,23,7-10
novartis,8.2,7.8360975609756105,0.3639024390243888,True,19,7-10
novartis,10.0,9.018649635036494,0.9813503649635056,True,15,7-10
novartis,7.5,7.8360975609756105,0.3360975609756105,False,25,7-10
novartis,7.35,8.263999999999998,0.9139999999999979,False,20,7-10
novartis,5.8,6.812500000000001,1.012500000000001,True,16,4-7
novartis,4.6,4.754386552941177,0.15438655294117698,True,28,4-7
novartis,8.4,7.8284375,0.5715625000000006,True,10,7-10
novartis,4.9,4.845,0.055000000000000604,False,25,4-7
novartis,4.8,5.27314815079365,0.4731481507936506,True,20,4-7
novartis,9.0,8.643480382352939,0.3565196176470611,True,12,7-10
novartis,8.0,6.507357142857143,1.4926428571428572,True,24,7-10
novartis,3.6,4.076553766129032,0.4765537661290318,True,17,<4
avlilumove,7.42,7.099245283018868,0.3207547169811322,True,15,7-10
avlilumove,9.5,10.134444444444446,0.6344444444444459,True,10,7-10
avlilumove,9.1,9.639782608695654,0.5397826086956545,True,9,7-10
avlilumove,3.6,3.44837962962963,0.15162037037037024,True,14,<4
avlilumove,9.4,9.710502721311476,0.31050272131147594,True,11,7-10
avlilumove,9.0,9.404791666666668,0.404791666666668,True,10,7-10
avlilumove,7.96,7.837740738562091,0.12225926143790922,True,27,7-10
avlilumove,3.73,3.44837962962963,0.28162037037037013,True,22,<4
avlilumove,9.92,9.639782608695654,0.28021739130434575,True,21,7-10
avlilumove,8.8,9.44560571641791,0.6456057164179096,True,21,7-10
avlilumove,4.44,4.754386552941177,0.31438655294117623,True,15,4-7
avlilumove,4.31,4.271121525,0.038878474999999746,True,30,4-7
avlilumove,7.34,7.099245283018868,0.24075471698113216,True,22,7-10
avlilumove,8.48,9.08529342253521,0.60529342253521,True,28,7-10
avlilumove,7.9,9.3022235,1.4022234999999998,True,11,7-10
avlilumove,5.15,4.271121525,0.8788784750000005,True,22,4-7
avlilumove,10.55,9.880055555555556,0.6699444444444449,True,9,>10
avlilumove,7.4,7.904494833333334,0.5044948333333332,True,20,7-10
avlilumove,11.4,11.24,0.16000000000000014,True,9,>10
avlilumove,6.325,5.647340425531913,0.6776595744680876,True,19,4-7
avlilumove,9.06,9.018649635036494,0.04135036496350608,True,25,7-10
avlilumove,8.83,8.536275352539722,0.2937246474602784,True,39,7-10
avlilumove,8.79,8.005801269230771,0.7841987307692282,True,39,7-10
avlilumove,9.52,9.69892857142857,0.1789285714285711,True,24,7-10
avlilumove,3.56,3.770109037383177,0.2101090373831771,True,16,<4
avlilumove,7.85,9.08529342253521,1.2352934225352108,True,22,7-10
avlilumove,3.6,3.9445407788519473,0.3445407788519472,True,20,<4
avlilumove,3.65,4.076553766129032,0.42655376612903195,True,22,<4
avlilumove,4.77,5.9331666666666685,1.163166666666669,True,25,4-7
avlilumove,4.87,5.27314815079365,0.4031481507936503,True,25,4-7
avlilumove,9.0,9.08529342253521,0.08529342253521044,True,21,7-10
avlilumove,9.48,9.3022235,0.17777650000000023,False,13,7-10
avlilumove,7.72,7.551363636363636,0.16863636363636392,True,27,7-10
avlilumove,8.8,9.018649635036494,0.2186496350364937,True,18,7-10
avlilumove,9.66,9.404791666666668,0.25520833333333215,True,24,7-10
avlilumove,7.1,6.320689655172414,0.7793103448275858,True,26,7-10
avlilumove,5.4,6.218181818181819,0.8181818181818183,True,21,4-7
avlilumove,5.4,5.87486301369863,0.4748630136986298,True,21,4-7
avlilumove,9.3,9.44560571641791,0.14560571641790965,False,25,7-10
avlilumove,10.9,10.84316238461538,0.05683761538461951,True,4,>10
avlilumove,8.28,8.541177773333334,0.26117777333333514,True,22,7-10
avlilumove,8.7,8.305134403225807,0.3948655967741921,True,22,7-10
avlilumove,8.15,9.082628948051946,0.9326289480519456,True,14,7-10
avlilumove,6.0,7.0969565217391315,1.0969565217391315,True,33,4-7
avlilumove,9.56,9.44560571641791,0.11439428358209014,True,19,7-10
avlilumove,8.4,7.837740738562091,0.5622592614379096,True,27,7-10
avlilumove,4.7,4.511159979757093,0.1888400202429068,True,15,4-7
avlilumove,9.99,9.908333333333331,0.08166666666666877,True,12,7-10
avlilumove,9.32,9.639782608695654,0.3197826086956539,True,15,7-10
avlilumove,8.7,7.904494833333334,0.7955051666666657,True,19,7-10
avlilumove,8.22,8.305134403225807,0.08513440322580657,True,22,7-10
avlilumove,9.23,9.404791666666668,0.17479166666666757,True,21,7-10
avlilumove,9.86,9.710502721311476,0.14949727868852314,True,12,7-10
avlilumove,3.86,3.7832051282051284,0.07679487179487143,True,6,<4
avlilumove,9.05,9.404791666666668,0.3547916666666673,True,11,7-10
avlilumove,5.04,5.27314815079365,0.23314815079365037,True,28,4-7
avlilumove,5.03,5.27314815079365,0.24314815079365015,True,28,4-7
avlilumove,3.86,3.770109037383177,0.08989096261682272,True,6,<4
avlilumove,9.94,10.059239130434781,0.11923913043478152,True,10,7-10
avlilumove,9.19,9.404791666666668,0.2147916666666685,True,11,7-10
avlilumove,8.7,9.141,0.4410000000000007,True,21,7-10
avlilumove,8.7,8.528683865079362,0.17131613492063735,True,8,7-10
avlilumove,9.5,9.3022235,0.1977764999999998,True,9,7-10
avlilumove,9.3,9.44560571641791,0.14560571641790965,False,16,7-10
avlilumove,9.4,9.082628948051946,0.3173710519480544,True,15,7-10
avlilumove,9.8,10.134444444444446,0.3344444444444452,True,14,7-10
avlilumove,9.3,9.592867844155842,0.29286784415584144,True,15,7-10
avlilumove,9.27,9.592867844155842,0.3228678441558426,True,23,7-10
avlilumove,8.5,8.643480382352939,0.14348038235293892,True,14,7-10
avlilumove,9.61,9.018649635036494,0.591350364963505,True,22,7-10
avlilumove,10.195,10.288225806451614,0.09322580645161338,True,10,>10
avlilumove,9.84,9.386875,0.453125,True,21,7-10
avlilumove,9.84,9.08529342253521,0.7547065774647894,True,21,7-10
avlilumove,10.37,10.288225806451614,0.08177419354838555,True,12,>10
avlilumove,10.45,10.134444444444446,0.31555555555555337,True,13,>10
avlilumove,8.0,9.3022235,1.3022235000000002,True,20,7-10
avlilumove,9.99,10.059239130434781,0.0692391304347808,True,11,7-10
avlilumove,9.73,9.657222233333334,0.07277776666666647,True,12,7-10
avlilumove,9.9,9.018649635036494,0.8813503649635059,True,27,7-10
avlilumove,2.82,3.7272881355932204,0.9072881355932205,True,24,<4
avlilumove,3.21,3.2314814814814814,0.021481481481481435,True,14,<4
avlilumove,10.0,9.671394551020407,0.32860544897959265,True,27,7-10
avlilumove,7.6,8.069666666666667,0.4696666666666669,True,24,7-10
avlilumove,7.5,8.263999999999998,0.7639999999999976,True,20,7-10
avlilumove,7.16,7.837740738562091,0.6777407385620906,True,21,7-10
avlilumove,7.54,7.837740738562091,0.2977407385620907,True,21,7-10
avlilumove,10.0,9.08529342253521,0.9147065774647896,True,26,7-10
avlilumove,3.4,2.80052084375,0.5994791562499997,True,31,<4
avlilumove,7.45,7.659090909090908,0.2090909090909081,True,26,7-10
avlilumove,7.5,6.658928571428571,0.8410714285714294,True,7,7-10
avlilumove,9.4,9.082628948051946,0.3173710519480544,True,6,7-10
avlilumove,8.8,9.018649635036494,0.2186496350364937,True,14,7-10
avlilumove,9.3,9.3022235,0.0022234999999994898,True,14,7-10
avlilumove,4.0,4.845,0.8449999999999998,True,8,<4
avlilumove,2.0,4.271121525,2.271121525,True,31,<4
avlilumove,8.76,9.3022235,0.5422235000000004,True,27,7-10
avlilumove,7.8,8.528683865079362,0.7286838650793621,False,12,7-10
avlilumove,8.1,8.643480382352939,0.5434803823529393,True,19,7-10
avlilumove,7.4,7.099245283018868,0.30075471698113265,True,18,7-10
avlilumove,7.4,7.551184210526314,0.15118421052631348,True,18,7-10
avlilumove,7.6,7.8360975609756105,0.23609756097561085,False,28,7-10
avlilumove,3.3,4.1703951276595745,0.8703951276595747,True,18,<4
avlilumove,2.64,3.2399999999999998,0.5999999999999996,True,13,<4
avlilumove,3.62,3.44837962962963,0.17162037037037026,True,13,<4
avlilumove,2.9,3.770109037383177,0.8701090373831772,True,20,<4
avlilumove,3.4,3.579704306451613,0.17970430645161306,True,23,<4
avlilumove,4.09,3.770109037383177,0.3198909626168227,True,20,4-7
avlilumove,2.32,2.80052084375,0.48052084375000037,True,11,<4
avlilumove,8.4,7.462394736842105,0.937605263157895,True,15,7-10
avlilumove,8.26,7.376914893617021,0.8830851063829792,True,25,7-10
avlilumove,5.4,7.551184210526314,2.1511842105263135,False,8,4-7
avlilumove,8.08,8.069666666666667,0.010333333333333528,True,8,7-10
avlilumove,10.4,10.134444444444446,0.26555555555555443,False,15,>10
avlilumove,10.5,10.17229165625,0.32770834375000035,True,13,>10
avlilumove,10.0,9.698501998352784,0.3014980016472162,False,14,7-10
avlilumove,10.4,10.17229165625,0.2277083437500007,True,12,>10
avlilumove,9.2,9.3022235,0.10222350000000091,False,13,7-10
avlilumove,9.9,9.639782608695654,0.2602173913043462,True,11,7-10
avlilumove,9.0,9.018649635036494,0.018649635036494416,True,10,7-10
avlilumove,8.37,9.082628948051946,0.7126289480519468,True,18,7-10
avlilumove,9.0,8.643480382352939,0.3565196176470611,True,12,7-10
avlilumove,8.9,8.263999999999998,0.6360000000000028,True,12,7-10
