dataset,exp,pred,err
novartis,8.845,8.8770833375,0.03208333749999959
novartis,7.3,7.462394736842105,0.16239473684210548
novartis,8.2,3.2399999999999998,4.959999999999999
novartis,6.4,4.754386552941177,1.6456134470588237
novartis,7.87,7.099245283018868,0.7707547169811324
novartis,7.94,6.812500000000001,1.1274999999999995
novartis,4.42,8.528683865079362,4.108683865079362
novartis,8.1,7.837740738562091,0.2622592614379089
novartis,9.75,8.892875,0.8571249999999999
novartis,8.2,7.8360975609756105,0.3639024390243888
novartis,10.0,9.018649635036494,0.9813503649635056
novartis,7.5,5.27314815079365,2.2268518492063496
novartis,7.35,4.754386552941177,2.595613447058823
novartis,5.8,6.812500000000001,1.012500000000001
novartis,4.6,2.636428571428571,1.9635714285714285
novartis,8.4,7.8284375,0.5715625000000006
novartis,4.9,4.076553766129032,0.8234462338709685
novartis,4.8,5.27314815079365,0.4731481507936506
novartis,9.0,8.643480382352939,0.3565196176470611
novartis,8.0,4.845,3.1550000000000002
novartis,3.6,4.076553766129032,0.4765537661290318
avlilumove,7.42,7.099245283018868,0.3207547169811322
avlilumove,9.5,10.134444444444446,0.6344444444444459
avlilumove,9.1,9.639782608695654,0.5397826086956545
avlilumove,3.6,3.44837962962963,0.15162037037037024
avlilumove,9.4,9.710502721311476,0.31050272131147594
avlilumove,9.0,9.404791666666668,0.404791666666668
avlilumove,7.96,7.837740738562091,0.12225926143790922
avlilumove,3.73,3.44837962962963,0.28162037037037013
avlilumove,9.92,9.639782608695654,0.28021739130434575
avlilumove,8.8,9.44560571641791,0.6456057164179096
avlilumove,4.44,4.754386552941177,0.31438655294117623
avlilumove,4.31,4.271121525,0.038878474999999746
avlilumove,7.34,7.099245283018868,0.24075471698113216
avlilumove,8.48,9.08529342253521,0.60529342253521
avlilumove,7.9,9.3022235,1.4022234999999998
avlilumove,5.15,4.271121525,0.8788784750000005
avlilumove,10.55,9.880055555555556,0.6699444444444449
avlilumove,7.4,7.904494833333334,0.5044948333333332
avlilumove,11.4,11.24,0.16000000000000014
avlilumove,6.325,5.647340425531913,0.6776595744680876
avlilumove,9.06,9.018649635036494,0.04135036496350608
avlilumove,8.83,8.536259777682506,0.29374022231749386
avlilumove,8.79,8.005801269230771,0.7841987307692282
avlilumove,9.52,9.69892857142857,0.1789285714285711
avlilumove,3.56,3.770109037383177,0.2101090373831771
avlilumove,7.85,9.08529342253521,1.2352934225352108
avlilumove,3.6,3.9445222123357517,0.34452221233575164
avlilumove,3.65,4.076553766129032,0.42655376612903195
avlilumove,4.77,5.9331666666666685,1.163166666666669
avlilumove,4.87,5.27314815079365,0.4031481507936503
avlilumove,9.0,9.08529342253521,0.08529342253521044
avlilumove,9.48,11.061666666666666,1.5816666666666652
avlilumove,7.72,7.551363636363636,0.16863636363636392
avlilumove,8.8,9.018649635036494,0.2186496350364937
avlilumove,9.66,9.404791666666668,0.25520833333333215
avlilumove,7.1,6.320689655172414,0.7793103448275858
avlilumove,5.4,6.218181818181819,0.8181818181818183
avlilumove,5.4,5.87486301369863,0.4748630136986298
avlilumove,9.3,9.018649635036494,0.2813503649635063
avlilumove,10.9,10.84316238461538,0.05683761538461951
avlilumove,8.28,8.541177773333334,0.26117777333333514
avlilumove,8.7,8.305134403225807,0.3948655967741921
avlilumove,8.15,9.082628948051946,0.9326289480519456
avlilumove,6.0,7.0969565217391315,1.0969565217391315
avlilumove,9.56,9.44560571641791,0.11439428358209014
avlilumove,8.4,7.837740738562091,0.5622592614379096
avlilumove,4.7,4.511156504731139,0.1888434952688609
avlilumove,9.99,9.908333333333331,0.08166666666666877
avlilumove,9.32,9.639782608695654,0.3197826086956539
avlilumove,8.7,7.904494833333334,0.7955051666666657
avlilumove,8.22,8.305134403225807,0.08513440322580657
avlilumove,9.23,9.404791666666668,0.17479166666666757
avlilumove,9.86,9.710502721311476,0.14949727868852314
avlilumove,3.86,3.7832051282051284,0.07679487179487143
avlilumove,9.05,9.404791666666668,0.3547916666666673
avlilumove,5.04,5.27314815079365,0.23314815079365037
avlilumove,5.03,5.27314815079365,0.24314815079365015
avlilumove,3.86,3.770109037383177,0.08989096261682272
avlilumove,9.94,10.059239130434781,0.11923913043478152
avlilumove,9.19,9.404791666666668,0.2147916666666685
avlilumove,8.7,9.141,0.4410000000000007
avlilumove,8.7,8.528683865079362,0.17131613492063735
avlilumove,9.5,9.3022235,0.1977764999999998
avlilumove,9.3,9.44560571641791,0.14560571641790965
avlilumove,9.4,9.082628948051946,0.3173710519480544
avlilumove,9.8,10.134444444444446,0.3344444444444452
avlilumove,9.3,9.592867844155842,0.29286784415584144
avlilumove,9.27,9.592867844155842,0.3228678441558426
avlilumove,8.5,8.643480382352939,0.14348038235293892
avlilumove,9.61,9.018649635036494,0.591350364963505
avlilumove,10.195,10.288225806451614,0.09322580645161338
avlilumove,9.84,9.386875,0.453125
avlilumove,9.84,9.08529342253521,0.7547065774647894
avlilumove,10.37,10.288225806451614,0.08177419354838555
avlilumove,10.45,10.134444444444446,0.31555555555555337
avlilumove,8.0,9.3022235,1.3022235000000002
avlilumove,9.99,10.059239130434781,0.0692391304347808
avlilumove,9.73,9.657222233333334,0.07277776666666647
avlilumove,9.9,9.018649635036494,0.8813503649635059
avlilumove,2.82,3.7272881355932204,0.9072881355932205
avlilumove,3.21,3.2314814814814814,0.021481481481481435
avlilumove,10.0,9.671394551020407,0.32860544897959265
avlilumove,7.6,8.069666666666667,0.4696666666666669
avlilumove,7.5,8.263999999999998,0.7639999999999976
avlilumove,7.16,7.837740738562091,0.6777407385620906
avlilumove,7.54,7.837740738562091,0.2977407385620907
avlilumove,10.0,9.08529342253521,0.9147065774647896
avlilumove,3.4,2.80052084375,0.5994791562499997
avlilumove,7.45,7.659090909090908,0.2090909090909081
avlilumove,7.5,6.658928571428571,0.8410714285714294
avlilumove,9.4,9.082628948051946,0.3173710519480544
avlilumove,8.8,9.018649635036494,0.2186496350364937
avlilumove,9.3,9.3022235,0.0022234999999994898
avlilumove,4.0,4.845,0.8449999999999998
avlilumove,2.0,4.271121525,2.271121525
avlilumove,8.76,9.3022235,0.5422235000000004
avlilumove,7.8,9.710502721311476,1.9105027213114765
avlilumove,8.1,8.643480382352939,0.5434803823529393
avlilumove,7.4,7.099245283018868,0.30075471698113265
avlilumove,7.4,7.551184210526314,0.15118421052631348
avlilumove,7.6,9.134761916666667,1.5347619166666675
avlilumove,3.3,4.1703951276595745,0.8703951276595747
avlilumove,2.64,3.2399999999999998,0.5999999999999996
avlilumove,3.62,3.44837962962963,0.17162037037037026
avlilumove,2.9,3.770109037383177,0.8701090373831772
avlilumove,3.4,3.579704306451613,0.17970430645161306
avlilumove,4.09,3.770109037383177,0.3198909626168227
avlilumove,2.32,2.80052084375,0.48052084375000037
avlilumove,8.4,7.462394736842105,0.937605263157895
avlilumove,8.26,7.376914893617021,0.8830851063829792
avlilumove,5.4,9.671394551020407,4.271394551020407
avlilumove,8.08,8.069666666666667,0.010333333333333528
avlilumove,10.4,9.639782608695654,0.7602173913043462
avlilumove,10.5,10.17229165625,0.32770834375000035
avlilumove,10.0,9.657222233333334,0.34277776666666604
avlilumove,10.4,10.17229165625,0.2277083437500007
avlilumove,9.2,9.760454545454547,0.5604545454545473
avlilumove,9.9,9.639782608695654,0.2602173913043462
avlilumove,9.0,9.018649635036494,0.018649635036494416
avlilumove,8.37,9.082628948051946,0.7126289480519468
avlilumove,9.0,8.643480382352939,0.3565196176470611
avlilumove,8.9,8.263999999999998,0.6360000000000028
